학교ID,개방ID,시도명,시도교육청명,학교명,설립일자,소재지지번주소,소재지도로명주소,위도,경도,시군구별,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2009_해당지역예측학생수,2010_해당지역예측학생수,2011_해당지역예측학생수,2012_해당지역예측학생수,2013_해당지역예측학생수,2014_해당지역예측학생수,2015_해당지역예측학생수,2016_해당지역예측학생수,2017_해당지역예측학생수,2018_해당지역예측학생수,2019_해당지역예측학생수,2020_해당지역예측학생수,2021_해당지역예측학생수,2022_해당지역예측학생수,2023_해당지역예측학생수,2024_해당지역예측학생수,2025_해당지역예측학생수,2026_해당지역예측학생수,2027_해당지역예측학생수,2028_해당지역예측학생수,2029_해당지역예측학생수,2030_해당지역예측학생수,상관계수,2024_예측학생수,2025_예측학생수,2026_예측학생수,2027_예측학생수,2028_예측학생수,2029_예측학생수,2030_예측학생수
B000002407,4963761508,서울,서울특별시교육청,서울정수초등학교,1986-04-06,서울특별시 성북구 정릉동 431-62,서울특별시 성북구 정릉로24길 58,37.60377489,127.0077189,서울특별시 성북구,422.0,423.0,393.0,371.0,329.0,344.0,340.0,310.0,314.0,306.0,291.0,240.0,233.0,242.0,225.0,31662,29773,28264,26640,25548,25784,26358,26300,26332,26698,26518,25504,24626,23922,22573,20790,18837,17153,15657,14082,12918,11982,0.879207255467003,171.78044297425276,120.87921296114888,76.9889562575816,37.99856194134844,-3.0508171014772074,-33.38826294646077,-57.78332249191146
B000002226,5012619554,서울,서울특별시교육청,서울삼정초등학교,1994-05-06,서울특별시 강서구 방화동 798,서울특별시 강서구 금낭화로 222,37.58050843,126.8104937,서울특별시 강서구,472.0,428.0,366.0,354.0,320.0,298.0,304.0,294.0,284.0,258.0,252.0,252.0,227.0,236.0,223.0,39472,37711,36486,35321,33780,33876,34409,34469,34501,34886,35162,34291,33736,33808,33544,32591,30976,29593,27514,24708,22117,19952,0.8916668882315579,208.87201765448822,145.5327066336331,91.29229354270888,9.755186661992184,-100.29441502501675,-201.91184837178787,-286.82182258859984
B000001944,5013440310,서울,서울특별시교육청,서울소의초등학교,1945-11-01,서울특별시 마포구 아현동 386-1,서울특별시 마포구 마포대로24길 42,37.55278186,126.9606556,서울특별시 마포구,975.0,873.0,792.0,690.0,621.0,557.0,534.0,548.0,531.0,512.0,491.0,474.0,437.0,458.0,450.0,30350,28508,27515,26196,24911,24841,24846,24710,24240,24270,23933,22679,21908,21799,21367,20320,19051,18065,16707,15040,13409,12168,0.9655266813497501,313.5507656521477,233.57472510376488,171.43416089517086,85.84908361802036,-19.210064998334587,-122.00038976934536,-200.21178954912727
B000002312,5029707908,서울,서울특별시교육청,서울행림초등학교,1992-05-06,서울특별시 동작구 사당동 산32-114,서울특별시 동작구 솔밭로 47,37.48280761,126.9649643,서울특별시 동작구,499.0,481.0,468.0,413.0,379.0,343.0,329.0,312.0,303.0,288.0,280.0,263.0,249.0,241.0,221.0,34223,31736,29933,28183,26646,25895,25648,25158,24428,24117,23799,23151,22872,22686,22024,21001,19535,18050,16329,14517,13029,11910,0.9790513542504506,212.49585126902906,175.95340213286704,138.937346902853,96.03860545446639,50.871540082893716,13.78070494332411,-14.112201320908696
B000002119,5040471613,서울,서울특별시교육청,서울삼광초등학교,1945-11-01,서울특별시 용산구 후암동 190-2,서울특별시 용산구 두텁바위로1나길 19,37.54775231,126.9765943,서울특별시 용산구,704.0,634.0,601.0,567.0,527.0,509.0,478.0,458.0,450.0,456.0,461.0,424.0,413.0,422.0,383.0,16719,16016,15464,14618,13706,13406,13470,13403,13454,13722,13972,13652,13296,13104,12500,11655,10621,9806,9006,8273,7675,7223,0.947134286286467,323.22951570399425,246.75816969869538,186.48336602914162,127.31791457436486,73.10756967892576,28.88139471648026,-4.547085355468653
B000002230,5163311958,서울,서울특별시교육청,서울양천초등학교,1900-04-01,서울특별시 강서구 가양동 272-11,서울특별시 강서구 양천로 329,37.57018817,126.8395397,서울특별시 강서구,764.0,719.0,685.0,639.0,584.0,565.0,530.0,500.0,480.0,491.0,493.0,438.0,382.0,367.0,336.0,39472,37711,36486,35321,33780,33876,34409,34469,34501,34886,35162,34291,33736,33808,33544,32591,30976,29593,27514,24708,22117,19952,0.8282731527623319,375.8489021797677,272.76706041369994,184.49326031309806,51.79533521609801,-127.30537561708252,-292.68311680338707,-430.8702297591374
B000002036,5163808166,서울,서울특별시교육청,서울신창초등학교,1971-05-12,서울특별시 도봉구 창동 468-1,서울특별시 도봉구 덕릉로60길 93,37.636592,127.0420843,서울특별시 도봉구,757.0,675.0,588.0,488.0,423.0,388.0,357.0,358.0,336.0,351.0,338.0,310.0,293.0,273.0,266.0,27569,25485,24085,22556,20920,20184,19657,19185,18772,18640,18608,17841,17359,16810,15901,14802,13426,12379,11044,9699,8542,7607,0.989667434035654,172.37612929705597,111.36790419454724,64.94667477425173,5.756281960407932,-53.87748458237854,-105.17582502104318,-146.63126867718097
B000002337,5166113257,서울,서울특별시교육청,서울사당초등학교,1972-07-13,서울특별시 관악구 남현동 1080-1,서울특별시 관악구 남현4길 51,37.47383628,126.9733501,서울특별시 관악구,1352.0,1192.0,1036.0,908.0,818.0,795.0,712.0,698.0,687.0,682.0,669.0,639.0,603.0,590.0,551.0,42701,40010,37847,35987,33878,33229,32889,32017,31089,30570,29908,28345,27110,26234,25057,23259,21245,19350,17184,14931,12985,11543,0.9640051396285786,386.915317465327,297.46902393284927,213.30778945219117,117.11083225688492,17.05000835982821,-69.37625142875265,-133.41873170374413
B000002118,5172348856,서울,서울특별시교육청,서울금양초등학교,1915-09-10,서울특별시 용산구 효창동 126-4,서울특별시 용산구 효창원로 137,37.54094231,126.9618319,서울특별시 용산구,1397.0,1295.0,1232.0,1086.0,995.0,932.0,877.0,792.0,773.0,784.0,738.0,731.0,718.0,684.0,627.0,16719,16016,15464,14618,13706,13406,13470,13403,13454,13722,13972,13652,13296,13104,12500,11655,10621,9806,9006,8273,7675,7223,0.9348143473130628,453.5422931108608,254.78586645361565,98.12582029727605,-55.65091212612447,-196.54884320906535,-311.4969506955574,-398.3808045147789
B000002092,5178281903,서울,서울특별시교육청,서울창신초등학교,1916-05-20,서울특별시 종로구 창신동 128-32,서울특별시 종로구 지봉로 73,37.57621147,127.014284,서울특별시 종로구,1424.0,1264.0,1114.0,989.0,850.0,761.0,681.0,629.0,608.0,582.0,541.0,469.0,424.0,398.0,348.0,11156,10392,9716,8918,8118,7639,7362,7053,6864,6824,6785,6454,6183,5994,5733,5319,4863,4663,4287,3909,3527,3234,0.9982097841843184,273.2269539063691,183.2840166844171,143.83536000812228,69.67188545668819,-4.886075661508926,-80.23300991323197,-138.0252919440038
B000002030,5202704489,서울,서울특별시교육청,서울월천초등학교,1989-05-11,서울특별시 도봉구 창동 29,서울특별시 도봉구 노해로70길 96,37.64804738,127.0517539,서울특별시 도봉구,860.0,781.0,699.0,636.0,598.0,582.0,558.0,504.0,456.0,455.0,443.0,397.0,389.0,369.0,363.0,27569,25485,24085,22556,20920,20184,19657,19185,18772,18640,18608,17841,17359,16810,15901,14802,13426,12379,11044,9699,8542,7607,0.9869888684387744,292.3069887819146,229.77941095035192,182.20210427182997,121.53763014019034,60.41874047198411,7.8428628912297995,-34.64498977774633
B000002245,5343605220,서울,서울특별시교육청,서울신월초등학교,1975-03-11,서울특별시 강서구 화곡동 1080,서울특별시 강서구 강서로31길 48,37.54036551,126.8394555,서울특별시 강서구,1272.0,1137.0,1042.0,918.0,839.0,823.0,777.0,725.0,677.0,698.0,694.0,667.0,614.0,614.0,604.0,39472,37711,36486,35321,33780,33876,34409,34469,34501,34886,35162,34291,33736,33808,33544,32591,30976,29593,27514,24708,22117,19952,0.9039557427778449,538.0701576373431,360.18278148637773,207.849505191155,-21.146070671295092,-330.21850254721403,-615.609333263716,-854.0775495899329
B000001960,5344807922,서울,서울특별시교육청,서울매봉초등학교,1985-10-28,서울특별시 구로구 개봉동 3,서울특별시 구로구 고척로21길 55,37.50491523,126.8443653,서울특별시 구로구,703.0,648.0,595.0,550.0,469.0,423.0,393.0,366.0,339.0,334.0,326.0,286.0,269.0,265.0,244.0,31972,30873,30358,29474,28301,28073,28242,28206,28324,28559,28796,28250,27646,27343,26309,24815,22537,20529,18519,16491,14812,13610,0.9178473495122981,46.56087602816069,-168.0575897436679,-357.2383971492129,-546.6076316537676,-737.6727100494079,-895.8572596678891,-1009.1019461726028
B000002176,5362214922,서울,서울특별시교육청,서울상일초등학교,1921-10-02,서울특별시 강동구 상일동 325-1,서울특별시 강동구 천호대로 1477,37.54757217,127.1726635,서울특별시 강동구,566.0,497.0,410.0,349.0,280.0,234.0,215.0,221.0,218.0,297.0,279.0,218.0,196.0,191.0,168.0,33085,31292,29826,28151,26025,25165,24593,24444,24822,25661,26370,26230,26300,25915,24562,22875,20944,19311,17757,16702,15937,15163,0.953418767344372,119.6224870468975,36.78238213950965,-33.27349114571257,-99.9402560478776,-145.1998679988326,-178.01844917653932,-211.22313130927785
B000002168,5427267074,서울,서울특별시교육청,서울신명초등학교,1982-05-04,서울특별시 강동구 길동 42,서울특별시 강동구 명일로24길 33,37.54092685,127.1499791,서울특별시 강동구,1258.0,1165.0,1071.0,933.0,825.0,777.0,727.0,663.0,615.0,566.0,534.0,473.0,459.0,450.0,419.0,33085,31292,29826,28151,26025,25165,24593,24444,24822,25661,26370,26230,26300,25915,24562,22875,20944,19311,17757,16702,15937,15163,0.8342160438959842,386.76644008114204,219.6480392609633,78.32004933897906,-56.17088534489335,-147.4758635247424,-213.6827908305097,-280.6686231634037
B000002404,5487772881,서울,서울특별시교육청,서울성북초등학교,1942-03-03,서울특별시 성북구 성북동 66-1,서울특별시 성북구 성북로 102-10,37.59405389,126.9987754,서울특별시 성북구,510.0,464.0,429.0,396.0,373.0,378.0,360.0,342.0,331.0,303.0,303.0,247.0,236.0,229.0,205.0,31662,29773,28264,26640,25548,25784,26358,26300,26332,26698,26518,25504,24626,23922,22573,20790,18837,17153,15657,14082,12918,11982,0.9002033178192183,135.86812400645,65.08702837691919,4.055095432664189,-50.16329630403732,-107.24482503753,-149.43079293961597,-183.35353001552016
B000001886,5608079612,서울,서울특별시교육청,서울갈현초등학교,1967-03-13,서울특별시 은평구 갈현동 451-15,서울특별시 은평구 연서로29길 31,37.61977964,126.9166834,서울특별시 은평구,2548.0,2302.0,2120.0,1895.0,1687.0,1550.0,1476.0,1404.0,1379.0,1367.0,1331.0,1270.0,1187.0,1123.0,988.0,35119,32895,31142,29512,27757,27166,26386,25287,24624,24715,25133,24884,25113,25179,24606,23218,21267,19517,17576,15782,14332,13150,0.9724920084039947,1041.0462135483847,785.853234830606,556.951280573244,303.06631302265055,68.40910962967496,-121.25250961213919,-275.85942957339716
B000001966,5615530252,서울,서울특별시교육청,서울신구로초등학교,1982-10-26,서울특별시 구로구 구로동 105,서울특별시 구로구 가마산로27길 69,37.49966003,126.8897631,서울특별시 구로구,926.0,850.0,819.0,754.0,719.0,641.0,611.0,596.0,535.0,516.0,496.0,470.0,432.0,444.0,457.0,31972,30873,30358,29474,28301,28073,28242,28206,28324,28559,28796,28250,27646,27343,26309,24815,22537,20529,18519,16491,14812,13610,0.8732837732344532,235.12200581432717,11.641568534204907,-185.35084501210144,-382.539466141621,-581.4939555200617,-746.2102216277551,-864.1309791390399
B000002042,5618136286,서울,서울특별시교육청,서울덕암초등학교,2003-05-01,서울특별시 노원구 상계동 1274,서울특별시 노원구 덕릉로112길 68,37.6666212,127.0814598,서울특별시 노원구,1301.0,1247.0,1204.0,1084.0,968.0,843.0,757.0,659.0,611.0,604.0,594.0,559.0,546.0,534.0,479.0,47223,46546,45758,43601,40458,38546,37234,35396,34029,33359,32788,31224,30218,29502,28380,26811,24366,22302,19839,17602,15672,14269,0.9882410900860804,352.2916419503089,244.49691863905093,153.4996552793632,44.91135118299155,-53.71310527806531,-138.8026005707967,-200.6578139882588
B000001996,5639640092,서울,서울특별시교육청,서울영중초등학교,1949-10-25,서울특별시 영등포구 영등포동7가 53,서울특별시 영등포구 양산로 185,37.5241433,126.9036955,서울특별시 영등포구,896.0,819.0,751.0,654.0,546.0,520.0,471.0,461.0,435.0,461.0,446.0,409.0,414.0,438.0,437.0,33594,31995,30559,29193,27715,27483,27344,26866,26613,26332,25856,24408,23435,22927,21921,20676,19324,18509,17325,16116,15096,14454,0.9116452554134982,260.7244279583904,200.97349299409404,164.9549929971255,112.62873042484227,59.1976058894619,14.119237795096296,-14.253617417239752
B000002281,5774601876,서울,서울특별시교육청,서울구룡초등학교,1985-05-06,서울특별시 강남구 개포동 655,서울특별시 강남구 개포로 263,37.48119739,127.0517714,서울특별시 강남구,1106.0,967.0,854.0,763.0,641.0,599.0,532.0,491.0,468.0,486.0,492.0,504.0,733.0,745.0,737.0,33915,32315,30318,28225,26345,26143,26343,26327,26975,27838,28367,28025,28093,28300,27586,26281,24318,22516,20218,17827,15701,14541,0.8479078944691323,523.7383331897877,380.04387431513715,248.13484991772498,79.91790315565322,-95.1067790497923,-250.73307531444175,-335.6467647156617
B000002201,5859500229,서울,서울특별시교육청,서울정목초등학교,1981-09-21,서울특별시 양천구 목동 757-2,서울특별시 양천구 목동중앙로3길 30-10,37.53652885,126.8700491,서울특별시 양천구,2192.0,2014.0,1827.0,1647.0,1483.0,1331.0,1301.0,1284.0,1262.0,1206.0,1184.0,1144.0,1051.0,979.0,893.0,31802,30036,28522,26944,25708,25342,25065,24469,23991,23794,23543,22604,22021,21874,21530,20679,19197,17872,16220,14521,12869,11442,0.9933952979255334,833.7556259632852,650.5130307524869,486.6827752502545,282.4204491448297,72.34678567442006,-131.9155404310045,-308.3576344700125
B000002058,5902362465,서울,서울특별시교육청,서울상월초등학교,1990-05-29,서울특별시 노원구 상계동 697,서울특별시 노원구 동일로221길 27,37.65865224,127.0569799722,서울특별시 노원구,583.0,546.0,485.0,426.0,364.0,334.0,310.0,267.0,246.0,234.0,203.0,179.0,177.0,186.0,181.0,47223,46546,45758,43601,40458,38546,37234,35396,34029,33359,32788,31224,30218,29502,28380,26811,24366,22302,19839,17602,15672,14269,0.9818166045067189,101.40360436859748,49.96361666481846,6.539430725922728,-45.27925627383513,-92.34316322408205,-132.9481432929138,-162.4656495294791
B000002409,5923669934,서울,서울특별시교육청,서울청덕초등학교,1967-11-30,서울특별시 성북구 정릉동 847,서울특별시 성북구 정릉로9라길 11,37.612032,127.0003334,서울특별시 성북구,938.0,857.0,775.0,720.0,623.0,590.0,533.0,506.0,467.0,462.0,454.0,402.0,376.0,358.0,320.0,31662,29773,28264,26640,25548,25784,26358,26300,26332,26698,26518,25504,24626,23922,22573,20790,18837,17153,15657,14082,12918,11982,0.8927793447008093,129.21709799474638,-19.422959112514945,-147.58980814919119,-261.44824411051377,-381.3192579066924,-469.9096452455825,-541.1472763015972
B000002422,5948950827,서울,서울특별시교육청,서울송천초등학교,1967-04-19,서울특별시 강북구 미아동 438,서울특별시 강북구 삼양로20길 29,37.6149052,127.0237354,서울특별시 강북구,901.0,798.0,940.0,853.0,735.0,666.0,605.0,557.0,526.0,539.0,545.0,530.0,536.0,505.0,505.0,23744,22251,21030,19805,18774,18463,18127,17473,17147,17137,17181,16541,16043,15423,14587,13570,12096,10832,9521,8351,7241,6295,0.906144012748306,390.2793607758291,308.63952189577867,238.63086765942614,166.0190435266269,101.21672908316765,39.73761025219352,-12.658107237988077
B000002012,6121171176,서울,서울특별시교육청,서울우신초등학교,1915-04-26,서울특별시 영등포구 신길동 210,서울특별시 영등포구 신길로 190,37.50986472,126.9118637,서울특별시 영등포구,1157.0,1008.0,902.0,788.0,683.0,624.0,572.0,538.0,465.0,386.0,358.0,302.0,253.0,231.0,234.0,33594,31995,30559,29193,27715,27483,27344,26866,26613,26332,25856,24408,23435,22927,21921,20676,19324,18509,17325,16116,15096,14454,0.9787198621999773,6.487220956573992,-111.74038498926097,-183.00924508234948,-286.54584673905697,-392.2686097483131,-481.4639929323009,-537.6046164657521
B000001973,6253377795,서울,서울특별시교육청,서울오류초등학교,1943-05-23,서울특별시 구로구 오류동 20-1,서울특별시 구로구 경인로19길 39,37.49752741,126.8420300297,서울특별시 구로구,1260.0,1234.0,1118.0,1012.0,932.0,875.0,836.0,803.0,783.0,789.0,772.0,732.0,688.0,687.0,637.0,31972,30873,30358,29474,28301,28073,28242,28206,28324,28559,28796,28250,27646,27343,26309,24815,22537,20529,18519,16491,14812,13610,0.9393918356263979,376.3235035660027,83.7652586958352,-174.11751377971223,-432.25714160633106,-692.7084675925912,-908.3385348169159,-1062.7086008107444
B000001986,6267945408,서울,서울특별시교육청,서울안천초등학교,1991-10-04,서울특별시 금천구 독산동 1090,서울특별시 금천구 한내로 69-16,37.45874564,126.88839,서울특별시 금천구,812.0,702.0,648.0,575.0,508.0,447.0,399.0,362.0,310.0,292.0,286.0,283.0,274.0,248.0,211.0,20681,19001,17593,16263,15118,14513,14122,13558,12990,12687,12403,11825,11543,11450,11043,10614,9851,9266,8538,7665,7074,6539,0.9935390055564304,189.9122775588774,141.75025914688302,104.82394096730667,58.87118945494507,3.765760786962005,-33.53928886112277,-67.30951146979515
B000001849,6336932361,서울,서울특별시교육청,서울전곡초등학교,1961-04-06,서울특별시 동대문구 전농동 188,서울특별시 동대문구 전농로 172,37.58070429,127.0560125,서울특별시 동대문구,1168.0,1103.0,975.0,900.0,811.0,767.0,694.0,595.0,544.0,497.0,466.0,421.0,365.0,325.0,290.0,25117,23755,22557,21484,20327,19796,19464,19032,18556,18483,18265,17556,16954,16762,16265,15435,14358,13591,12659,11557,10649,9891,0.9867163307797602,213.0452114137331,97.79617230968597,15.72002282704534,-84.0126646798924,-201.93693681792365,-299.1014006122364,-380.2144662026426
B000002350,6367434442,서울,서울특별시교육청,서울경수초등학교,1982-04-29,서울특별시 성동구 성수동2가 268,서울특별시 성동구 뚝섬로13길 22,37.53950904,127.0592712,서울특별시 성동구,778.0,732.0,633.0,529.0,476.0,436.0,431.0,375.0,329.0,303.0,281.0,252.0,236.0,235.0,217.0,26980,25979,25168,24025,22599,22055,21510,20469,19670,19078,18454,17530,16812,16742,16387,16073,15584,14937,14228,13308,12467,11488,0.9839889628141475,168.92694171403423,143.8623661363555,110.6992160366458,74.3581442890503,27.201887578489277,-15.905081871056268,-66.08548982718582
B000002022,6428243339,서울,서울특별시교육청,서울오봉초등학교,2000-03-01,서울특별시 도봉구 도봉동 608-22,서울특별시 도봉구 시루봉로 285,37.671758,127.040259,서울특별시 도봉구,1301.0,1123.0,980.0,869.0,759.0,649.0,553.0,485.0,422.0,385.0,384.0,339.0,340.0,316.0,327.0,27569,25485,24085,22556,20920,20184,19657,19185,18772,18640,18608,17841,17359,16810,15901,14802,13426,12379,11044,9699,8542,7607,0.9848154841621798,100.5723259914621,-29.758291255309132,-128.92700946560672,-255.3742289601123,-382.76861863809734,-492.3562088666688,-580.9166210219967
B000002389,6474073171,서울,서울특별시교육청,서울돈암초등학교,1944-09-30,서울특별시 성북구 동소문동6가 27-1,서울특별시 성북구 동소문로13길 38,37.593714,127.0131036,서울특별시 성북구,1926.0,1889.0,1797.0,1666.0,1535.0,1485.0,1409.0,1335.0,1280.0,1214.0,1133.0,1053.0,931.0,838.0,733.0,31662,29773,28264,26640,25548,25784,26358,26300,26332,26698,26518,25504,24626,23922,22573,20790,18837,17153,15657,14082,12918,11982,0.8720551687605785,517.0710009259874,229.42419957607035,-18.603047466049702,-238.9407918692632,-470.9140187643575,-642.3532797839703,-780.2116546244836
B000002243,6501215517,서울,서울특별시교육청,서울화곡초등학교,1967-03-31,서울특별시 강서구 화곡동 24-266,서울특별시 강서구 초록마을로 28,37.54366962,126.8464717,서울특별시 강서구,1425.0,1325.0,1278.0,1182.0,1111.0,1033.0,1039.0,1023.0,1040.0,1058.0,1043.0,968.0,903.0,822.0,800.0,39472,37711,36486,35321,33780,33876,34409,34469,34501,34886,35162,34291,33736,33808,33544,32591,30976,29593,27514,24708,22117,19952,0.8925845457986684,841.9253465947777,690.912460084774,561.5930656306964,367.19319500883967,104.81414884966262,-137.46101458527255,-339.9024382968257
B000002233,6522196292,서울,서울특별시교육청,서울가양초등학교,1992-07-15,서울특별시 강서구 가양동 1484,서울특별시 강서구 허준로 186,37.56221719,126.8585216,서울특별시 강서구,797.0,741.0,663.0,584.0,480.0,421.0,355.0,317.0,295.0,261.0,235.0,249.0,217.0,212.0,207.0,39472,37711,36486,35321,33780,33876,34409,34469,34501,34886,35162,34291,33736,33808,33544,32591,30976,29593,27514,24708,22117,19952,0.8386266063168132,152.88717206980982,-12.232084950685476,-153.63142393479984,-366.19051702805655,-653.0788360370411,-917.9853344519661,-1139.3371557828466
B000002306,6744389951,서울,서울특별시교육청,서울강남초등학교,1945-11-02,서울특별시 동작구 상도1동 501-1,서울특별시 동작구 강남초등길 15,37.506193,126.9533591,서울특별시 동작구,2019.0,1823.0,1635.0,1483.0,1142.0,1078.0,993.0,934.0,882.0,877.0,887.0,826.0,791.0,785.0,778.0,34223,31736,29933,28183,26646,25895,25648,25158,24428,24117,23799,23151,22872,22686,22024,21001,19535,18050,16329,14517,13029,11910,0.9869882523644952,558.0601256578482,391.77275566177036,223.33022875578467,28.11838444251771,-177.41552717609943,-346.1983420152287,-473.1257410777189
B000002319,6751353502,서울,서울특별시교육청,서울남사초등학교,1979-09-27,서울특별시 동작구 사당동 1011-1,서울특별시 동작구 동작대로13길 22,37.48194349,126.9782341,서울특별시 동작구,1083.0,1043.0,961.0,870.0,818.0,745.0,721.0,662.0,638.0,609.0,587.0,545.0,525.0,527.0,502.0,34223,31736,29933,28183,26646,25895,25648,25158,24428,24117,23799,23151,22872,22686,22024,21001,19535,18050,16329,14517,13029,11910,0.9848774294593252,454.0951070970358,375.93252171554866,296.756915104697,204.9985184870029,108.3882833497214,29.052726018443764,-30.60889270044038
B000002382,6772681891,서울,서울특별시교육청,서울중마초등학교,1982-11-10,서울특별시 광진구 중곡동 191-69,서울특별시 광진구 동일로72길 43,37.56579084,127.0790239,서울특별시 광진구,1217.0,1099.0,947.0,807.0,718.0,647.0,604.0,566.0,538.0,536.0,551.0,485.0,434.0,405.0,375.0,33265,31071,28661,26257,24091,23025,22303,21322,20780,20567,20320,19596,19128,18821,18222,17385,16263,15230,13751,12284,10795,9679,0.9975691664081526,348.7366249222084,287.90734292069396,231.9032000440768,151.71914649662597,72.18567350534101,-8.5405305055815,-69.04452222901295
B000002093,6930056214,서울,서울특별시교육청,서울효제초등학교,1895-11-15,서울특별시 종로구 효제동 255-4,서울특별시 종로구 대학로 12,37.572683,127.003491,서울특별시 종로구,703.0,600.0,532.0,457.0,413.0,356.0,318.0,277.0,262.0,251.0,224.0,212.0,199.0,189.0,209.0,11156,10392,9716,8918,8118,7639,7362,7053,6864,6824,6785,6454,6183,5994,5733,5319,4863,4663,4287,3909,3527,3234,0.9918305075767379,119.13582558295019,75.15393118616379,55.863626626169776,19.597854053380956,-16.860821565007825,-53.70530327459642,-81.96559945498774
B000002343,6964841246,서울,서울특별시교육청,서울관악초등학교,1971-12-04,서울특별시 관악구 봉천동 920,서울특별시 관악구 청룡4길 49,37.48102565,126.9425545,서울특별시 관악구,1110.0,1031.0,951.0,869.0,829.0,759.0,713.0,613.0,572.0,533.0,505.0,572.0,591.0,571.0,554.0,42701,40010,37847,35987,33878,33229,32889,32017,31089,30570,29908,28345,27110,26234,25057,23259,21245,19350,17184,14931,12985,11543,0.9281303745964924,386.13644869508596,313.4360306459979,245.0312182313893,166.84397617859656,85.51624933420965,15.270463076252668,-36.78216990626214
B000001892,6971985042,서울,서울특별시교육청,서울대조초등학교,1967-11-24,서울특별시 은평구 대조동 212-1,서울특별시 은평구 연서로18길 17,37.61357914,126.9193022,서울특별시 은평구,1716.0,1552.0,1442.0,1316.0,1209.0,1130.0,1065.0,1023.0,1004.0,1004.0,981.0,910.0,849.0,815.0,770.0,35119,32895,31142,29512,27757,27166,26386,25287,24624,24715,25133,24884,25113,25179,24606,23218,21267,19517,17576,15782,14332,13150,0.9651447319083166,792.8213238421549,636.9375405715286,497.1135422508744,342.0287532563659,198.68918012079234,82.83501008367875,-11.606113353471528
B000002202,7020070612,서울,서울특별시교육청,서울양원초등학교,1991-05-06,서울특별시 양천구 신월동 260-1,서울특별시 양천구 화곡로 16,37.53821733,126.8231052,서울특별시 양천구,581.0,531.0,488.0,401.0,312.0,315.0,276.0,300.0,297.0,312.0,294.0,292.0,274.0,243.0,238.0,31802,30036,28522,26944,25708,25342,25065,24469,23991,23794,23543,22604,22021,21874,21530,20679,19197,17872,16220,14521,12869,11442,0.9576487500292761,193.84816841087513,144.20630714892707,99.82340149974937,44.48712970168026,-12.4234791269634,-67.75975092503245,-115.5593028958827
B000002072,7158225297,서울,서울특별시교육청,서울청계초등학교,1992-05-06,서울특별시 노원구 중계동 513-1,서울특별시 노원구 공릉로 431,37.64503406,127.0661389,서울특별시 노원구,918.0,822.0,758.0,686.0,622.0,582.0,530.0,444.0,416.0,407.0,390.0,318.0,289.0,292.0,276.0,47223,46546,45758,43601,40458,38546,37234,35396,34029,33359,32788,31224,30218,29502,28380,26811,24366,22302,19839,17602,15672,14269,0.9904534262298397,194.37708953803372,116.66372082469547,51.060288094908174,-27.225203578282958,-98.32737364443335,-159.6716687842054,-204.26547504384286
B000001896,7241808831,서울,서울특별시교육청,서울연광초등학교,2004-03-01,서울특별시 은평구 불광동 400-6,서울특별시 은평구 연서로35길 37,37.62364876,126.923909,서울특별시 은평구,841.0,720.0,660.0,562.0,503.0,464.0,415.0,365.0,348.0,324.0,298.0,266.0,246.0,243.0,216.0,35119,32895,31142,29512,27757,27166,26386,25287,24624,24715,25133,24884,25113,25179,24606,23218,21267,19517,17576,15782,14332,13150,0.9717579352535654,205.80258543520836,98.00954178907091,1.3217783955597042,-105.918763745472,-205.0375337614488,-285.1502520017867,-350.45592990528974
B000001948,7243623614,서울,서울특별시교육청,서울성산초등학교,1969-03-01,서울특별시 마포구 합정동 427-2,서울특별시 마포구 양화로3길 94,37.55342789,126.9109504,서울특별시 마포구,1536.0,1374.0,1260.0,1121.0,1022.0,995.0,932.0,889.0,856.0,823.0,803.0,726.0,688.0,686.0,661.0,30350,28508,27515,26196,24911,24841,24846,24710,24240,24270,23933,22679,21908,21799,21367,20320,19051,18065,16707,15040,13409,12168,0.9852101683128788,494.8238814262031,363.7297512840628,261.8709551294917,121.58267401599551,-50.62687282951151,-219.11743725963856,-347.31902552315023
B000002212,7302311420,서울,서울특별시교육청,서울장수초등학교,2006-05-09,서울특별시 양천구 신정동 1288-2,서울특별시 양천구 신정로13가길 30,37.5129972,126.8451597,서울특별시 양천구,760.0,764.0,733.0,650.0,602.0,566.0,543.0,519.0,520.0,506.0,483.0,453.0,436.0,400.0,343.0,31802,30036,28522,26944,25708,25342,25065,24469,23991,23794,23543,22604,22021,21874,21530,20679,19197,17872,16220,14521,12869,11442,0.9736676940520023,367.4032244285705,306.2546661083667,251.58405897323155,183.42115860550086,113.31899896580683,45.15609859807614,-13.723113765575022
B000002359,7309193432,서울,서울특별시교육청,서울성수초등학교,1972-12-01,서울특별시 성동구 성수동2가 277-32,서울특별시 성동구 아차산로17길 21,37.544336,127.0631674,서울특별시 성동구,897.0,825.0,766.0,669.0,596.0,536.0,504.0,446.0,407.0,344.0,310.0,280.0,276.0,257.0,245.0,26980,25979,25168,24025,22599,22055,21510,20469,19670,19078,18454,17530,16812,16742,16387,16073,15584,14937,14228,13308,12467,11488,0.9936106608323683,192.2280264796874,161.9906202669614,121.98325458263878,78.14210733351251,21.253735726747777,-30.749656144218648,-91.28630375619969
