,Ticker,Name,종목명 (Full),기업명 (한글),거래소 업종,거래소 업종코드,결산월,회계년,자기자본비율(%),차입금의존도(%),매출액증가율(%),영업이익률(%),총자본회전율(%),부채 상환능력(%),당좌비율(%),ROA(당기순이익)(%),"신용등급 (채권, NICE)","신용등급 (CP, NICE)",ESG등급,환경,사회,지배구조,시가총액(천원),WACC(시가총액평균)(%)
2655,A002600,조흥,조흥보통주,(주)조흥,코스피 음식료·담배,I.005,12,2023,39.61,53.47,27.5905986590665,3.72,267.0,2.9409569684709034,54.20731123340386,0.16,,,B,B+,C,B,103680000.0,7.51
2432,A002620,제일파마홀딩스,제일파마홀딩스보통주,제일파마홀딩스(주),코스피 일반서비스,I.026,12,2020,76.54,15.59,11.337600305863305,53.85,4.0,0.34488056750454055,19.312998505862407,3.96,,,B,D,B,B,338635000.0,6.58
2433,A002620,제일파마홀딩스,제일파마홀딩스보통주,제일파마홀딩스(주),코스피 일반서비스,I.026,12,2021,81.1,9.99,-30.01832248182191,34.37,3.0,-2.3427381179277216,37.515173016979666,0.72,,,D,D,D,D,255574000.0,5.22
2434,A002620,제일파마홀딩스,제일파마홀딩스보통주,제일파마홀딩스(주),코스피 일반서비스,I.026,12,2022,78.06,11.95,1.3913902520178656,35.55,3.0,1.2588334420733418,39.06033270562889,-16.95,,,C,C,B+,D,245990000.0,7.54
2435,A002620,제일파마홀딩스,제일파마홀딩스보통주,제일파마홀딩스(주),코스피 일반서비스,I.026,12,2023,77.04,12.04,13.266676595881588,39.92,4.0,3.628616850484027,41.004510042596415,-4.41,,,C,C,B+,C,188006000.0,6.06
2228,A002630,오리엔트바이오,오리엔트바이오보통주,(주)오리엔트바이오,코스피 제약,I.009,3,2020,67.88,11.34,9.351403825481231,-20.63,51.0,38.04196590198299,151.88600986459844,-22.08,,,C,D,C,C,187341000.0,3.9
2229,A002630,오리엔트바이오,오리엔트바이오보통주,(주)오리엔트바이오,코스피 제약,I.009,3,2021,79.26,7.05,4.356198528916777,-14.39,40.0,10.80325130118073,484.7988515826417,38.76,,,D,D,D,D,109689000.0,7.69
2230,A002630,오리엔트바이오,오리엔트바이오보통주,(주)오리엔트바이오,코스피 제약,I.009,3,2022,88.08,1.05,9.676209927051115,5.04,37.0,12.010287249985566,1130.5657634603776,-13.36,,,D,D,D,D,73166000.0,8.21
2231,A002630,오리엔트바이오,오리엔트바이오보통주,(주)오리엔트바이오,코스피 제약,I.009,3,2023,87.74,3.13,-2.8241785810616205,-2.31,36.0,31.58929458466308,1315.261384329435,14.46,,,D,D,D,D,70913000.0,6.24
3424,A002690,동일제강,동일제강보통주,동일제강(주),코스피 금속,I.011,12,2020,87.36,0.12,-3.499665746251379,-0.1,94.0,74.25817999695458,401.75393047535897,0.21,,,C,C,C,B,36600000.0,8.46
3425,A002690,동일제강,동일제강보통주,동일제강(주),코스피 금속,I.011,12,2021,85.06,0.12,48.264493591846815,4.32,129.0,-30.26664156927553,309.6125110239089,5.01,,,D,D,D,C,57856000.0,8.49
3426,A002690,동일제강,동일제강보통주,동일제강(주),코스피 금속,I.011,12,2022,87.74,0.21,7.968710637445264,1.25,126.0,-28.87073802581945,358.9680797571062,1.86,,,C,C,D,C,42022000.0,13.1
3427,A002690,동일제강,동일제강보통주,동일제강(주),코스피 금속,I.011,12,2023,85.5,0.07,-8.103885060603355,-1.61,115.99999999999999,49.66016070149658,364.5507761588437,-1.76,,,D,C,D,D,37921000.0,7.25
2636,A002700,신일전자,신일전자보통주,신일전자(주),코스피 유통,I.016,12,2020,68.05,10.52,18.20094079418011,3.62,238.0,33.74875427763482,134.77528791360498,7.61,,,C,D,D,B+,133214000.0,7.93
2637,A002700,신일전자,신일전자보통주,신일전자(주),코스피 유통,I.016,12,2021,67.66,7.29,12.221874390925747,4.96,245.00000000000003,18.178549339326146,146.80883070415848,6.86,,,D,D,D,D,150266000.0,3.99
2638,A002700,신일전자,신일전자보통주,신일전자(주),코스피 유통,I.016,12,2022,53.57,28.73,4.760246308734728,1.4,246.0,-34.70901859962734,105.45744443522587,0.76,,,D,D,D,D,132148000.0,6.6
2639,A002700,신일전자,신일전자보통주,신일전자(주),코스피 유통,I.016,12,2023,65.2,15.45,-9.090665406875143,1.09,225.0,45.47396352642454,145.98923526852616,0.76,,,D,D,D,C,133640000.0,4.9
920,A002710,TCC스틸,TCC스틸보통주,(주)TCC스틸,코스피 금속,I.011,12,2020,37.61,50.59,-4.685425165470036,0.75,330.0,-0.6129265969185002,50.6457287446058,-1.2,BB+,,B,B,C,B,124315000.0,5.64
921,A002710,TCC스틸,TCC스틸보통주,(주)TCC스틸,코스피 금속,I.011,12,2021,41.29,37.3,26.09525394050096,5.68,361.0,3.571895059298949,82.69202522760611,10.15,BB+,,C,C,C,C,227480000.0,5.51
922,A002710,TCC스틸,TCC스틸보통주,(주)TCC스틸,코스피 금속,I.011,12,2022,40.02,40.77,29.306692545937786,8.14,350.0,-4.520787545999787,51.14858820663436,6.24,BB+,,C,B+,B+,D,237359000.0,9.65
923,A002710,TCC스틸,TCC스틸보통주,(주)TCC스틸,코스피 금속,I.011,12,2023,40.28,50.89,-10.584155302782094,1.89,254.0,1.584926717074126,41.17518895105051,-2.31,BB+,,C,B,A,D,1541365000.0,11.29
2584,A002720,국제약품,국제약품보통주,국제약품(주),코스피 제약,I.009,12,2020,48.21,26.29,16.37883683823396,4.9,196.0,6.479914332742187,50.03800253621651,1.76,,,B,D,B,B+,185845000.0,3.77
2585,A002720,국제약품,국제약품보통주,국제약품(주),코스피 제약,I.009,12,2021,48.87,25.88,-8.512752346783214,-1.51,169.0,13.396880176213836,57.09896183866039,-1.1,,,C,D,C,B,118355000.0,7.17
2586,A002720,국제약품,국제약품보통주,국제약품(주),코스피 제약,I.009,12,2022,53.94,21.04,6.785717629278776,4.48,176.0,10.882923144535795,54.1455753955849,2.45,,,C,D,C,B,111073000.0,9.4
2587,A002720,국제약품,국제약품보통주,국제약품(주),코스피 제약,I.009,12,2023,51.79,18.92,6.209866151927046,-1.56,168.0,4.745712167660492,55.76679924955329,-5.68,,,D,D,D,C,125266000.0,5.11
2992,A002760,보락,보락보통주,(주)보락,코스피 화학,I.008,12,2020,81.32,6.37,6.004051693328449,0.38,87.0,20.08366645540471,176.44377188728285,0.72,,,C,D,C,B,147055000.0,8.43
2993,A002760,보락,보락보통주,(주)보락,코스피 화학,I.008,12,2021,80.87,5.89,3.8420263268476473,4.26,89.0,10.92992572147644,195.26916601892145,3.07,,,D,D,D,D,118602000.0,7.01
2994,A002760,보락,보락보통주,(주)보락,코스피 화학,I.008,12,2022,79.43,5.31,21.80570930991763,6.78,103.0,20.341247833455494,122.88858051185323,5.24,,,D,D,D,C,96439000.0,8.48
2995,A002760,보락,보락보통주,(주)보락,코스피 화학,I.008,12,2023,84.21,3.72,-3.429190255428216,1.08,96.0,16.64490895178396,224.3054317901122,1.44,,,D,D,D,C,78409000.0,7.11
2500,A002780,진흥기업,진흥기업보통주,진흥기업(주),코스피 건설,I.018,12,2020,42.01,0.74,-30.97462371497094,3.89,349.0,25.122469116956463,146.23473048315861,6.7,,,C,C,C,B+,386365000.0,7.22
2501,A002780,진흥기업,진흥기업보통주,진흥기업(주),코스피 건설,I.018,12,2021,51.09,0.56,17.759581255552458,9.76,307.0,31.391651908877826,188.29415461811345,17.3,,,C,D,C,B,326457000.0,7.6
2502,A002780,진흥기업,진흥기업보통주,진흥기업(주),코스피 건설,I.018,12,2022,49.75,4.03,41.57421126672682,8.06,318.0,14.51598185204357,218.7386953328949,12.6,,,C,C,C,B,193539000.0,11.92
2503,A002780,진흥기업,진흥기업보통주,진흥기업(주),코스피 건설,I.018,12,2023,46.64,3.17,20.74991860114381,6.81,308.0,35.21226381951382,211.2200466694365,8.83,,,C,D,C,B,175265000.0,7.22
500,A002790,아모레G,아모레G보통주,(주)아모레퍼시픽그룹,코스피 화학,I.008,12,2020,97.21,0.04,-65.90943733067652,58.85,3.0,57.49981922873144,1964.7948546410714,-0.54,,,A,A,A+,A,4911019000.0,7.56
501,A002790,아모레G,아모레G보통주,(주)아모레퍼시픽그룹,코스피 화학,I.008,12,2021,96.08,0.02,-31.114673291594176,31.15,2.0,29.288502470991183,914.7769208570301,5.46,,,A,A,A+,B+,4003508000.0,7.67
502,A002790,아모레G,아모레G보통주,(주)아모레퍼시픽그룹,코스피 화학,I.008,12,2022,97.45,0.05,325.2494136678553,84.55,7.000000000000001,199.5535475855233,2673.851891836131,7.43,,,A,A,A+,A,3165296000.0,10.56
503,A002790,아모레G,아모레G보통주,(주)아모레퍼시픽그룹,코스피 화학,I.008,12,2023,99.0,0.05,-72.16828462721135,40.53,2.0,110.29478584255783,6661.789985905051,1.53,,,A+,A,A+,A+,2610163000.0,7.23
1792,A002810,삼영무역,삼영무역보통주,삼영무역(주),코스피 유통,I.016,12,2020,89.78,0.06,-11.829736301877858,3.8,69.0,1.3779215701882386,796.9133054723499,4.2,,,B,D,C,B+,258537000.0,4.45
1793,A002810,삼영무역,삼영무역보통주,삼영무역(주),코스피 유통,I.016,12,2021,87.9,0.03,34.69243408776295,4.44,90.0,-7.1002713407575735,622.8516818601572,8.56,,,B,D,C,B+,266847000.0,5.05
1794,A002810,삼영무역,삼영무역보통주,삼영무역(주),코스피 유통,I.016,12,2022,91.43,0.01,-2.4741262141598996,3.4,82.0,50.846418888074815,865.9305201285962,8.63,,,C,D,D,B+,229914000.0,6.05
1795,A002810,삼영무역,삼영무역보통주,삼영무역(주),코스피 유통,I.016,12,2023,91.93,0.02,-20.37804797937045,2.41,61.0,31.293842827309305,982.2377104855102,8.57,,,C,D,D,B+,228805000.0,4.61
892,A002840,미원상사,미원상사보통주,미원상사(주),코스피 화학,I.008,12,2020,82.16,0.22,18.81420109593428,15.01,121.0,98.36998169816911,219.31005495705028,19.41,,,C,C,D,B,603855000.0,3.21
893,A002840,미원상사,미원상사보통주,미원상사(주),코스피 화학,I.008,12,2021,80.25,0.14,22.0766651255621,16.43,128.0,79.83174440555216,188.4635511802615,16.42,,,C,C,D,C,1011395000.0,4.21
894,A002840,미원상사,미원상사보통주,미원상사(주),코스피 화학,I.008,12,2022,82.01,0.16,23.46916200774556,18.11,141.0,100.54187468331237,195.66808924317627,17.73,,,C,C,D,B,805100000.0,5.81
895,A002840,미원상사,미원상사보통주,미원상사(주),코스피 화학,I.008,12,2023,84.75,0.13,-3.0837907643012197,16.25,121.0,150.377442843447,253.74529425183226,15.68,,,C,C,D,C,809400000.0,3.39
3272,A002870,신풍,신풍보통주,(주)신풍,코스피 유통,I.016,12,2020,94.87,1.41,-83.58842068495905,-38.74,28.999999999999996,-246.98594229621693,1368.1326218198458,20.8,,,B+,B,B,B+,122355000.0,5.84
3273,A002870,신풍,신풍보통주,(주)신풍,코스피 유통,I.016,12,2021,96.25,0.89,-26.109300769576503,-16.32,19.0,-174.81327389122674,2226.114952008848,-9.26,,,D,D,D,C,77434000.0,7.55
3274,A002870,신풍,신풍보통주,(주)신풍,코스피 유통,I.016,12,2022,97.36,1.97,-23.209937847298846,-27.41,16.0,-165.03717784257273,3594.5895386437123,-7.2,,,D,D,D,C,40203000.0,11.85
3275,A002870,신풍,신풍보통주,(주)신풍,코스피 유통,I.016,12,2023,89.55,8.48,75.7703055856209,-14.84,32.0,-104.5939235939139,697.3463290467048,-13.21,,,D,D,D,C,29191000.0,6.08
1804,A002900,TYM,티와이엠보통주,티와이엠(주),코스피 기계·장비,I.012,12,2020,38.81,31.49,6.688734624343007,3.74,247.00000000000003,9.571972397099698,78.94398025277582,1.49,BB+,,A,B+,A+,B+,198457000.0,5.86
1805,A002900,TYM,티와이엠보통주,티와이엠(주),코스피 기계·장비,I.012,12,2021,48.47,27.82,14.260970419228691,4.07,215.0,5.86114136469195,59.539049461073056,9.71,BB+,,B+,B,B+,B+,267450000.0,5.73
1806,A002900,TYM,티와이엠보통주,티와이엠(주),코스피 기계·장비,I.012,12,2022,44.47,27.46,71.31619266291887,11.57,264.0,-0.12538364501242769,69.57870484874505,15.83,BB+,,B+,B+,A,B,438779000.0,8.2
1807,A002900,TYM,티와이엠보통주,티와이엠(주),코스피 기계·장비,I.012,12,2023,47.17,32.26,-6.795820282298115,6.67,199.0,3.020485542005215,71.70610425607534,8.61,BBB-,,B+,B+,A,B+,248681000.0,6.31
3208,A002920,유성기업,유성기업보통주,유성기업(주),코스피 운송장비·부품,I.015,12,2020,67.15,0.01,-6.974391909106825,-5.97,114.99999999999999,18.325511538159713,178.15322647222166,-2.13,,,C,B,D,C,71356000.0,6.26
3209,A002920,유성기업,유성기업보통주,유성기업(주),코스피 운송장비·부품,I.015,12,2021,70.77,0.16,14.274287861094415,-3.72,136.0,6.392235464794887,208.68864584693685,1.47,,,C,C,C,C,82902000.0,8.1
3210,A002920,유성기업,유성기업보통주,유성기업(주),코스피 운송장비·부품,I.015,12,2022,71.44,0.01,7.29543986528729,-4.71,146.0,15.362908973699902,209.40087146347386,-0.59,,,C,C,C,C,69410000.0,8.7
3211,A002920,유성기업,유성기업보통주,유성기업(주),코스피 운송장비·부품,I.015,12,2023,69.62,0.16,4.855908985637214,-5.1,156.0,5.652197325941058,186.84469474209234,-1.02,,,C,C,C,B,74469000.0,5.1
1328,A002960,한국쉘석유,한국쉘석유보통주,한국쉘석유(주),코스피 화학,I.008,12,2020,66.02,0.1,-5.433298455856983,15.47,204.0,84.16852560974829,213.4039898183703,14.5,,,B,C,B+,B+,336050000.0,4.46
1329,A002960,한국쉘석유,한국쉘석유보통주,한국쉘석유(주),코스피 화학,I.008,12,2021,66.11,0.52,20.492244620705137,15.76,231.99999999999997,43.87309257961776,210.75707079500611,18.48,,,C,C,C,B,334750000.0,2.98
1330,A002960,한국쉘석유,한국쉘석유보통주,한국쉘석유(주),코스피 화학,I.008,12,2022,65.54,0.51,24.961516822970275,11.63,271.0,25.922029349031284,184.43746856125878,15.81,,,C,C,C,B+,303550000.0,5.24
1331,A002960,한국쉘석유,한국쉘석유보통주,한국쉘석유(주),코스피 화학,I.008,12,2023,66.97,0.35,6.2471384474642955,13.2,268.0,69.57171345269168,206.2249935769605,20.73,,,D,D,D,C,293800000.0,3.65
2720,A002990,금호건설,금호건설보통주,금호건설(주),코스피 건설,I.018,12,2020,28.99,13.17,14.516293896049625,4.43,472.0,10.618638368414603,73.87757986144253,3.26,,,C,C,D,C,342339000.0,6.99
2721,A002990,금호건설,금호건설보통주,금호건설(주),코스피 건설,I.018,12,2021,38.15,9.92,12.867657399006017,5.39,388.0,16.644949813902834,81.64597071586768,9.58,,,C,C,B+,D,434029000.0,5.88
2722,A002990,금호건설,금호건설보통주,금호건설(주),코스피 건설,I.018,12,2022,32.99,14.43,-1.1047594024373941,2.71,334.0,4.1478516590764665,88.81502830314977,1.39,,,B,B,B+,B,265061000.0,6.44
2723,A002990,금호건설,금호건설보통주,금호건설(주),코스피 건설,I.018,12,2023,28.84,18.46,8.082256627343254,0.93,421.0,-12.684966102318079,98.14467392651342,0.39,,,B+,B,A,B,196594000.0,6.57
1488,A003000,부광약품,부광약품보통주,부광약품(주),코스피 제약,I.009,12,2020,73.95,5.36,0.09113252473520461,5.11,52.0,2.80966936599377,243.91982478682897,-1.37,,,C,D,D,B+,1996872000.0,5.06
1489,A003000,부광약품,부광약품보통주,부광약품(주),코스피 제약,I.009,12,2021,76.45,0.34,9.320986111894758,7.25,60.0,33.86997758229191,417.6282687636656,0.6,,,C,D,D,B,916713000.0,7.91
1490,A003000,부광약품,부광약품보통주,부광약품(주),코스피 제약,I.009,12,2022,73.75,0.21,4.794522245655042,6.47,61.0,23.664521791341436,356.77236092488573,0.49,,,B+,B,A,B+,621802000.0,11.93
1491,A003000,부광약품,부광약품보통주,부광약품(주),코스피 제약,I.009,12,2023,62.26,17.24,-34.23512870144163,-13.72,42.0,4.551442751520358,224.7002630570372,-4.33,,,B+,B,A+,B+,433485000.0,6.24
2968,A003010,혜인,혜인보통주,(주)혜인,코스피 유통,I.016,12,2020,49.39,26.59,-16.324262954456582,4.22,216.0,18.553071851286568,62.624080410797234,2.55,,,B,B,B,B,65979000.0,4.89
2969,A003010,혜인,혜인보통주,(주)혜인,코스피 유통,I.016,12,2021,52.37,19.2,-5.141673236759193,4.55,202.0,25.441097687776836,77.02392334037886,2.44,,,D,D,D,D,72590000.0,5.08
2970,A003010,혜인,혜인보통주,(주)혜인,코스피 유통,I.016,12,2022,44.92,18.81,-13.726872434311,1.51,170.0,4.94261232348498,61.64540576038537,-0.95,,,D,D,D,D,76912000.0,8.82
2971,A003010,혜인,혜인보통주,(주)혜인,코스피 유통,I.016,12,2023,45.21,19.34,55.07579743767743,3.31,248.0,-1.3029694472853732,59.991609649613544,2.99,,,D,D,D,D,72208000.0,6.95
876,A003030,세아제강지주,세아제강지주보통주,(주)세아제강지주,코스피 금융,I.021,12,2020,92.07,6.7,35.08506236318492,48.64,2.0,8.379314680564127,25.4382547883472,1.98,,,B+,B+,B+,B+,184511000.0,6.48
877,A003030,세아제강지주,세아제강지주보통주,(주)세아제강지주,코스피 금융,I.021,12,2021,89.37,9.35,0.7238834876871492,30.29,2.0,6.233163844159834,57.13311592722877,1.91,,A2,B,B,B+,B,426591000.0,6.76
878,A003030,세아제강지주,세아제강지주보통주,(주)세아제강지주,코스피 금융,I.021,12,2022,85.82,12.7,134.0947171368523,62.29,5.0,16.561742409284403,19.33321585685897,2.81,,A2,B+,B+,A,B+,606753000.0,8.52
879,A003030,세아제강지주,세아제강지주보통주,(주)세아제강지주,코스피 금융,I.021,12,2023,84.42,12.29,41.849002499719234,67.74,6.0,21.890157528629953,33.57469696180873,3.05,,A2,B+,B+,B+,B+,993998000.0,7.89
2296,A003060,에이프로젠바이오로직스,에이프로젠바이오로직스보통주,(주)에이프로젠바이오로직스,코스피 제약,I.009,12,2020,98.09,0.55,-5.289913601866914,-6.29,9.0,34.882979914544585,4135.500855481904,-0.24,B-,,C,D,C,C,524127000.0,6.28
2297,A003060,에이프로젠바이오로직스,에이프로젠바이오로직스보통주,(주)에이프로젠바이오로직스,코스피 제약,I.009,12,2021,97.92,0.47,6.971701515703521,-6.5,7.000000000000001,55.08699349932722,3709.6345325465572,1.05,B-,,D,D,D,D,360711000.0,5.75
2298,A003060,에이프로젠바이오로직스,에이프로젠바이오로직스보통주,(주)에이프로젠바이오로직스,코스피 제약,I.009,12,2022,70.01,24.52,30.788852860147898,-8.49,10.0,4.954419884224571,51.69756922914384,2.0,B-,,D,D,D,D,200484000.0,6.66
2299,A003060,에이프로젠바이오로직스,에이프로젠바이오로직스보통주,(주)에이프로젠바이오로직스,코스피 제약,I.009,12,2023,63.71,30.16,39.403128774913455,-91.7,16.0,-16.782713203233293,21.706757727590958,-16.25,,,D,C,D,D,193069000.0,5.94
3172,A003080,성보화학,성보화학보통주,성보화학(주),코스피 화학,I.008,12,2020,85.86,1.45,23.628015745743337,-6.98,37.0,-0.750068515437905,312.18038458205876,-3.55,,,B,D,B,B+,89289000.0,4.63
3173,A003080,성보화학,성보화학보통주,성보화학(주),코스피 화학,I.008,12,2021,78.85,1.82,11.573857985217284,3.1,42.0,33.17779655683453,165.04412997295296,0.62,,,D,D,C,C,79680000.0,5.61
3174,A003080,성보화학,성보화학보통주,성보화학(주),코스피 화학,I.008,12,2022,80.44,1.79,15.071052780796567,4.07,49.0,-9.463247809269346,149.4298579965329,2.12,,,D,D,C,C,65566000.0,8.35
3175,A003080,성보화학,성보화학보통주,성보화학(주),코스피 화학,I.008,12,2023,80.13,1.55,-5.749559656599301,1.82,46.0,-2.3328767765119203,110.75469977458539,1.36,,,D,D,C,C,58659000.0,5.02
716,A003090,대웅,대웅보통주,(주)대웅,코스피 제약,I.009,12,2020,94.36,0.31,77.97463840596983,54.56,26.0,198.25752758347045,599.2440503175046,12.76,,,B,D,B+,B,2924542000.0,9.65
717,A003090,대웅,대웅보통주,(주)대웅,코스피 제약,I.009,12,2021,95.21,0.22,9.845586467911449,52.91,26.0,247.83097334055472,638.0363314888261,12.32,,,B+,B,A,B,1805308000.0,8.31
718,A003090,대웅,대웅보통주,(주)대웅,코스피 제약,I.009,12,2022,95.24,0.42,6.409392724698892,53.2,24.0,204.02969722871492,1006.5529664382465,12.21,,,B+,A,A,B+,1183189000.0,9.93
719,A003090,대웅,대웅보통주,(주)대웅,코스피 제약,I.009,12,2023,94.97,1.3,13.898682623473269,56.1,25.0,212.02550287580775,265.5539174607859,15.16,,,B+,B+,A,B,1200632000.0,8.05
1892,A003120,일성아이에스,일성아이에스보통주,일성아이에스(주),코스피 제약,I.009,12,2020,93.6,0.12,-16.134337910225216,-4.8,12.0,6.557485901966775,1486.6350472587867,0.87,,,C,D,C,B+,219982000.0,2.8
1893,A003120,일성아이에스,일성아이에스보통주,일성아이에스(주),코스피 제약,I.009,12,2021,93.14,0.05,3.6676766094532853,-4.27,12.0,22.392704242834235,1290.5230305115385,-0.37,,,D,D,D,D,196308000.0,3.71
1894,A003120,일성아이에스,일성아이에스보통주,일성아이에스(주),코스피 제약,I.009,12,2022,90.03,0.06,45.51695284933448,2.18,15.0,-78.32685329165238,808.2215568632902,24.98,,,C,D,C,B,224504000.0,7.94
1895,A003120,일성아이에스,일성아이에스보통주,일성아이에스(주),코스피 제약,I.009,12,2023,91.31,0.06,27.43832892437861,-10.24,19.0,-113.82892897401166,752.8989373296074,-4.56,,,D,D,D,C,314545000.0,5.46
1228,A003160,디아이,디아이보통주,(주)디아이,코스피 의료·정밀기기,I.014,12,2020,61.57,24.44,47.895855394278406,2.32,88.0,2.007737976975556,80.87068326168526,2.8,,,B,D,B,B+,150397000.0,6.28
1229,A003160,디아이,디아이보통주,(주)디아이,코스피 의료·정밀기기,I.014,12,2021,62.35,22.26,82.46470388475848,8.43,156.0,-3.1860956787032317,47.424626310366286,7.35,,,D,D,C,D,294810000.0,6.67
1230,A003160,디아이,디아이보통주,(주)디아이,코스피 의료·정밀기기,I.014,12,2022,60.06,29.88,-18.315335655154197,5.11,118.0,8.553530625930456,54.006571721214634,5.17,,,D,C,C,D,134284000.0,10.18
1231,A003160,디아이,디아이보통주,(주)디아이,코스피 의료·정밀기기,I.014,12,2023,61.2,28.81,12.114094472643355,5.74,128.0,27.229817073044526,68.88655150793565,3.35,,,D,C,C,D,178290000.0,10.13
1996,A003200,일신방직,일신방직보통주,일신방직(주),코스피 섬유·의류,I.006,12,2020,83.88,3.94,-8.415740950225326,-0.11,61.0,34.89467735656328,251.36544248188616,-1.04,,,B+,B,B,A,192240000.0,4.2
1997,A003200,일신방직,일신방직보통주,일신방직(주),코스피 섬유·의류,I.006,12,2021,79.35,7.64,41.072924029459124,6.55,84.0,-11.19179134739483,159.49384252359476,5.2,,,D,C,C,D,256800000.0,4.76
1998,A003200,일신방직,일신방직보통주,일신방직(주),코스피 섬유·의류,I.006,12,2022,79.85,6.28,-6.245877170693359,-4.06,70.0,5.8037556602263445,175.7406016586361,15.47,,,D,C,C,D,247200000.0,7.83
1999,A003200,일신방직,일신방직보통주,일신방직(주),코스피 섬유·의류,I.006,12,2023,88.33,5.98,-17.606345524243494,-4.96,55.00000000000001,-38.784332542054834,208.63943380282296,-1.82,,,D,C,C,D,206726000.0,5.23
1492,A003220,대원제약,대원제약보통주,대원제약(주),코스피 제약,I.009,12,2020,63.46,15.8,-2.8386542068948417,8.25,148.0,21.534309681282707,94.64553057734685,5.33,,,B,D,B,B+,392726000.0,5.69
1493,A003220,대원제약,대원제약보통주,대원제약(주),코스피 제약,I.009,12,2021,54.1,26.97,10.679443205504246,6.1,159.0,12.261220585049644,128.32507987369496,1.84,,,B,D,B,B+,353393000.0,4.5
1494,A003220,대원제약,대원제약보통주,대원제약(주),코스피 제약,I.009,12,2022,58.1,23.44,33.539818385795805,10.53,196.0,15.204589177660813,106.85381442349741,7.65,,,B,C,B,B+,411838000.0,8.08
1495,A003220,대원제약,대원제약보통주,대원제약(주),코스피 제약,I.009,12,2023,54.84,27.15,10.577454984617972,6.78,197.0,23.848779030756624,62.16194221817963,5.31,,A2-,B+,B+,A,B+,347498000.0,5.03
228,A003230,삼양식품,삼양식품보통주,삼양식품(주),코스피 음식료·담배,I.005,12,2020,61.5,12.64,18.998435436105645,12.5,217.0,35.370231433683394,85.82227830779394,12.14,,,A,A,A+,A,760835000.0,5.09
229,A003230,삼양식품,삼양식품보통주,삼양식품(주),코스피 음식료·담배,I.005,12,2021,51.08,27.86,-0.9280117293363199,8.92,187.0,15.49871244349552,118.11215126373513,8.06,A,,B+,A,A+,B,714130000.0,4.24
230,A003230,삼양식품,삼양식품보통주,삼양식품(주),코스피 음식료·담배,I.005,12,2022,48.72,31.01,32.076396158551866,10.35,215.0,8.493317251437752,109.96166846174285,9.69,A,,A,A,A+,A,956693000.0,5.96
231,A003230,삼양식품,삼양식품보통주,삼양식품(주),코스피 음식료·담배,I.005,12,2023,52.71,26.1,31.781551455887993,14.1,234.0,30.901457477524247,103.3225130741005,12.65,A,,A,A,A+,A,1627131000.0,3.49
1000,A003240,태광산업,태광산업보통주,태광산업(주),코스피 화학,I.008,12,2020,85.88,0.86,-26.22059950884398,3.2,54.0,26.2887323555374,527.5843401635614,14.59,,,B+,B,A,B+,891833000.0,8.16
1001,A003240,태광산업,태광산업보통주,태광산업(주),코스피 화학,I.008,12,2021,82.52,0.55,46.947100395954976,13.84,69.0,33.32546005577276,350.8873036129201,8.57,,,D,D,C,C,1161276000.0,6.74
1002,A003240,태광산업,태광산업보통주,태광산업(주),코스피 화학,I.008,12,2022,85.65,0.31,4.591822181967609,-2.61,69.0,-27.62552255060577,431.6735852659191,-0.66,,,C,C,C,C,830596000.0,7.62
1003,A003240,태광산업,태광산업보통주,태광산업(주),코스피 화학,I.008,12,2023,85.02,0.61,-11.917862427436587,-3.45,62.0,20.09902258592785,451.4157825936866,-3.64,,,B,B+,A+,C,679174000.0,7.17
1316,A003300,한일홀딩스,한일홀딩스보통주,한일홀딩스(주),코스피 비금속,I.010,12,2020,59.89,39.66,-1.0533475032200257,49.69,2.0,6.826806666289044,244.9587350578187,0.69,A+,A2+,B,B+,B+,B,314092000.0,2.7
1317,A003300,한일홀딩스,한일홀딩스보통주,한일홀딩스(주),코스피 비금속,I.010,12,2021,68.53,30.79,86.15405461629928,68.9,5.0,9.386407770259337,177.62549268114643,2.29,A+,,C,B+,A,D,416244000.0,4.11
1318,A003300,한일홀딩스,한일홀딩스보통주,한일홀딩스(주),코스피 비금속,I.010,12,2022,80.19,17.65,20.114948367362672,58.92,5.0,13.427243954315879,121.77983229181366,8.19,A+,,A,A,A+,B+,332995000.0,5.93
1319,A003300,한일홀딩스,한일홀딩스보통주,한일홀딩스(주),코스피 비금속,I.010,12,2023,90.23,8.82,12.451786730766056,59.21,6.0,16.160200016987645,180.5782819802284,2.38,A+,,A,A,A+,B+,344403000.0,4.22
1872,A003350,한국화장품제조,한국화장품제조보통주,(주)한국화장품제조,코스피 화학,I.008,12,2020,57.01,30.22,-18.958453985282386,-3.51,134.0,-20.17848783927294,164.60805276939274,-4.97,,,C,C,B,B,167911000.0,7.35
1873,A003350,한국화장품제조,한국화장품제조보통주,(주)한국화장품제조,코스피 화학,I.008,12,2021,56.16,29.24,9.387601787291565,-1.14,155.0,37.49696858744301,163.31203347090022,-1.56,,,D,D,C,C,116926000.0,5.21
1874,A003350,한국화장품제조,한국화장품제조보통주,(주)한국화장품제조,코스피 화학,I.008,12,2022,57.15,25.38,53.18899120531291,4.16,229.99999999999997,17.82199202559893,142.56117387273036,5.07,,,D,D,C,D,129389000.0,10.19
