,Ticker,Name,종목명 (Full),기업명 (한글),거래소 업종,거래소 업종코드,결산월,회계년,자기자본비율(%),차입금의존도(%),매출액증가율(%),영업이익률(%),총자본회전율(%),부채 상환능력(%),당좌비율(%),ROA(당기순이익)(%),"신용등급 (채권, NICE)","신용등급 (CP, NICE)",ESG등급,환경,사회,지배구조,시가총액(천원),WACC(시가총액평균)(%)
1875,A003350,한국화장품제조,한국화장품제조보통주,(주)한국화장품제조,코스피 화학,I.008,12,2023,59.01,19.05,5.256983312908292,8.25,219.0,33.58652359961116,152.64997748225923,8.47,,,D,D,C,D,106049000.0,7.52
2616,A003480,한진중공업홀딩스,한진중공업홀딩스보통주,(주)한진중공업홀딩스,코스피 전기·가스,I.017,12,2020,79.59,10.42,27.633891948904242,63.13,4.0,4.824944560177408,13.364227122616384,0.69,,,B,D,C,B+,124763000.0,4.52
2617,A003480,한진중공업홀딩스,한진중공업홀딩스보통주,(주)한진중공업홀딩스,코스피 전기·가스,I.017,12,2021,80.76,9.96,2.9382058580479375,61.35,4.0,7.730033682371014,28.782201405152225,2.14,,,C,D,D,B+,122992000.0,5.02
2618,A003480,한진중공업홀딩스,한진중공업홀딩스보통주,(주)한진중공업홀딩스,코스피 전기·가스,I.017,12,2022,81.9,8.95,-9.677994826509673,54.49,3.0,8.214339170782816,38.01625198961213,1.34,,,C,D,C,B+,115019000.0,7.61
2619,A003480,한진중공업홀딩스,한진중공업홀딩스보통주,(주)한진중공업홀딩스,코스피 전기·가스,I.017,12,2023,82.36,8.62,1.6097175587596269,49.43,3.0,7.1885254741253135,20.809958295404027,1.18,,,C,D,C,B+,94938000.0,5.45
184,A003490,대한항공,대한항공보통주,(주)대한항공,코스피 운송·창고,I.019,12,2020,13.62,61.68,-38.38273420582672,3.22,239.0,6.738671623739324,40.57389346799392,-0.77,BBB+,,A,A,A+,A,4786824000.0,3.9
185,A003490,대한항공,대한항공보통주,(주)대한항공,코스피 운송·창고,I.019,12,2021,26.64,46.24,18.209450017745343,16.73,169.0,18.206530942215206,72.8731700047139,2.51,BBB+,,A,A,A,A,10249974000.0,4.31
186,A003490,대한항공,대한항공보통주,(주)대한항공,코스피 운송·창고,I.019,12,2022,32.87,37.59,53.228457364408555,21.5,166.0,28.494718381568536,83.63849939999291,6.56,BBB+,,A,A,A+,A,8484765000.0,6.23
187,A003490,대한항공,대한항공보통주,(주)대한항공,코스피 운송·창고,I.019,12,2023,33.1,35.58,8.666278685698536,10.89,154.0,19.076209922062265,77.11494759328546,3.2,A-,,B+,B+,A,B+,8828077000.0,5.01
1388,A003520,영진약품,영진약품보통주,영진약품(주),코스피 제약,I.009,12,2020,60.84,3.87,-5.465651797798876,0.18,181.0,19.679403589833274,156.73204249819636,-0.07,,,B+,B+,A,B+,1470458000.0,6.57
1389,A003520,영진약품,영진약품보통주,영진약품(주),코스피 제약,I.009,12,2021,54.04,6.73,-5.946551599041272,-7.08,179.0,9.379876443546491,103.5293766759303,-6.06,,,B+,B+,B+,B,967503000.0,7.6
1390,A003520,영진약품,영진약품보통주,영진약품(주),코스피 제약,I.009,12,2022,44.25,19.36,11.380659714059371,-3.37,224.00000000000003,-10.25477512484842,108.25983976412425,-11.06,,,B+,B+,A,B+,594401000.0,11.21
1391,A003520,영진약품,영진약품보통주,영진약품(주),코스피 제약,I.009,12,2023,39.56,29.52,7.5654355247227745,1.33,262.0,-7.464416959288735,86.03995753631007,-1.8,,,B+,B+,A,B+,388647000.0,7.6
152,A003550,LG,LG보통주,(주)엘지,코스피 금융,I.021,12,2020,97.15,0.01,29.41044628814844,78.14,10.0,198.42447756632774,1424.1343438015606,13.22,,,A,A,A+,A,15320501000.0,7.74
153,A003550,LG,LG보통주,(주)엘지,코스피 금융,I.021,12,2021,96.93,0.01,-2.6020417200517176,74.8,10.0,231.42352617929114,1018.1905619676652,12.17,,,A,B+,A+,A,12917825000.0,8.96
154,A003550,LG,LG보통주,(주)엘지,코스피 금융,I.021,12,2022,96.33,0.01,7.856955221467832,76.95,11.0,220.2085493688782,871.4008462152476,7.52,,,A,A,A+,A,12465599000.0,9.83
155,A003550,LG,LG보통주,(주)엘지,코스피 금융,I.021,12,2023,96.16,0.01,-3.4602468326268676,72.91,11.0,198.84813753581662,798.2464950444426,7.22,,,A,A,A+,B+,13695567000.0,8.25
3028,A003560,IHQ,IHQ보통주,(주)아이에이치큐,코스피 오락·문화,I.575,12,2020,81.56,3.66,-14.996511182503136,-20.54,62.0,150.0738530821828,592.9492032866428,-12.65,,,C,D,C,B,235440000.0,7.67
3029,A003560,IHQ,IHQ보통주,(주)아이에이치큐,코스피 오락·문화,I.575,12,2021,50.99,40.92,-26.03423353063269,-15.74,50.0,14.9271527223235,99.45374041150991,-3.24,,,D,D,D,D,215698000.0,6.61
3030,A003560,IHQ,IHQ보통주,(주)아이에이치큐,코스피 오락·문화,I.575,12,2022,29.9,54.08,-27.05210036982294,-64.54,47.0,7.542975831961685,10.770316936816984,-49.27,,,D,D,C,D,90562000.0,11.89
3031,A003560,IHQ,IHQ보통주,(주)아이에이치큐,코스피 오락·문화,I.575,12,2023,75.76,13.7,-21.5782743816182,-32.23,44.0,38.559031357214984,46.8508690928874,16.58,,,D,D,C,D,58879000.0,5.52
1040,A003570,SNT다이내믹스,SNT다이내믹스보통주,에스앤티다이내믹스(주),코스피 운송장비·부품,I.015,12,2020,72.91,0.01,-22.993225902231963,6.4,38.0,22.768369718952695,255.99467663813874,1.09,,,B,B,C,B,195858000.0,4.36
1041,A003570,SNT다이내믹스,SNT다이내믹스보통주,에스앤티다이내믹스(주),코스피 운송장비·부품,I.015,12,2021,75.4,0.17,13.676936842032749,8.51,42.0,0.5720384568206193,306.8900861923981,7.36,,,C,C,C,B,297944000.0,6.52
1042,A003570,SNT다이내믹스,SNT다이내믹스보통주,에스앤티다이내믹스(주),코스피 운송장비·부품,I.015,12,2022,71.89,0.13,23.7034194341309,7.83,49.0,6.061227206002752,187.49251102534393,2.57,,,C,C,C,C,310580000.0,9.03
1043,A003570,SNT다이내믹스,SNT다이내믹스보통주,에스앤티다이내믹스(주),코스피 운송장비·부품,I.015,12,2023,67.21,0.1,21.671634690238474,10.26,57.99999999999999,31.631345003314117,197.6738732005687,4.91,,,C,C,D,C,478839000.0,4.49
1880,A003580,HLB글로벌,에이치엘비글로벌보통주,에이치엘비글로벌(주),코스피 유통,I.016,12,2020,61.97,22.59,33.20797967419571,-42.05,22.0,-14.087301065639707,146.60108588846356,-27.01,,,C,D,C,B,176217000.0,7.56
1881,A003580,HLB글로벌,에이치엘비글로벌보통주,에이치엘비글로벌(주),코스피 유통,I.016,12,2021,81.43,13.6,6.006246113753022,-39.12,18.0,-1.0550021918052412,177.8467313490927,-5.69,,,D,D,C,D,917035000.0,3.01
1882,A003580,HLB글로벌,에이치엘비글로벌보통주,에이치엘비글로벌(주),코스피 유통,I.016,12,2022,69.39,22.69,-21.977155031775563,-60.67,13.0,-12.957235946657455,109.57610512794285,-13.75,,,D,D,D,D,231748000.0,12.96
1883,A003580,HLB글로벌,에이치엘비글로벌보통주,에이치엘비글로벌(주),코스피 유통,I.016,12,2023,50.92,34.73,146.68251381714921,-14.41,48.0,-9.035968581668682,41.1901506979787,-26.96,,,D,D,D,D,212749000.0,9.9
2108,A003610,방림,방림보통주,(주)방림,코스피 섬유·의류,I.006,9,2020,86.05,4.47,-11.06098961765426,-3.13,39.0,19.398770699971923,506.6661059526581,2.24,,,C,C,C,B+,81455000.0,6.49
2109,A003610,방림,방림보통주,(주)방림,코스피 섬유·의류,I.006,9,2021,84.21,5.14,17.130193948375315,5.83,45.0,52.03760639412734,421.07164918110243,3.23,,,D,D,D,C,110017000.0,5.09
2110,A003610,방림,방림보통주,(주)방림,코스피 섬유·의류,I.006,9,2022,83.21,6.35,6.976282046954196,2.22,47.0,0.7470432135204894,189.4289683013471,2.33,,,C,C,D,C,192106000.0,8.36
2111,A003610,방림,방림보통주,(주)방림,코스피 섬유·의류,I.006,9,2023,87.79,3.62,-10.623779586934079,0.07,42.0,15.743872053110374,309.73058228714444,-1.79,,,C,C,D,C,90129000.0,7.57
2260,A003650,미창석유,미창석유공업보통주,미창석유공업(주),코스피 화학,I.008,12,2020,89.31,0.77,-14.25560649582046,6.77,109.00000000000001,121.7253657754896,632.2634471915441,6.53,,,C,C,C,B,111861000.0,3.79
2261,A003650,미창석유,미창석유공업보통주,미창석유공업(주),코스피 화학,I.008,12,2021,86.99,0.74,46.370508064643666,8.74,147.0,35.30354777403814,533.4290035974253,9.83,,,C,D,D,B,137434000.0,1.49
2262,A003650,미창석유,미창석유공업보통주,미창석유공업(주),코스피 화학,I.008,12,2022,89.43,1.01,3.075865808002809,10.52,141.0,42.43310217329629,619.8291984624738,6.18,,,D,C,D,D,126822000.0,5.35
2263,A003650,미창석유,미창석유공업보통주,미창석유공업(주),코스피 화학,I.008,12,2023,87.58,3.35,-2.281563927163166,11.74,124.0,108.43556150146651,509.75754368467074,13.36,,,D,C,D,D,124734000.0,3.8
140,A003670,포스코퓨처엠,포스코퓨처엠보통주,(주)포스코퓨처엠,코스피 전기·전자,I.013,12,2020,48.19,41.65,6.248730422109894,3.97,161.0,2.753555986597013,291.2277159333404,3.09,AA-,,A,A,A+,B+,8056175000.0,7.65
141,A003670,포스코퓨처엠,포스코퓨처엠보통주,(주)포스코퓨처엠,코스피 전기·전자,I.013,12,2021,61.98,28.64,27.253180562366317,6.22,118.0,6.3794330446525604,266.93432446022683,4.14,AA-,,B+,B+,A,B,11154704000.0,6.93
142,A003670,포스코퓨처엠,포스코퓨처엠보통주,(주)포스코퓨처엠,코스피 전기·전자,I.013,12,2022,56.75,32.39,56.805846802417335,5.04,128.0,-3.63036340281932,109.08850360654428,2.86,AA-,,A,A,A+,A,13943380000.0,10.59
143,A003670,포스코퓨처엠,포스코퓨처엠보통주,(주)포스코퓨처엠,코스피 전기·전자,I.013,12,2023,42.19,49.07,46.55640130308791,0.78,184.0,-14.422810545131593,104.96193472124833,0.64,AA-,,A+,A+,A+,A,27809296000.0,17.11
3392,A003680,한성기업,한성기업보통주,한성기업(주),코스피 음식료·담배,I.005,12,2020,25.79,44.51,-1.461185059641934,2.39,530.0,20.08954998588878,62.451457747704055,1.06,,,C,D,B,B,51601000.0,3.81
3393,A003680,한성기업,한성기업보통주,한성기업(주),코스피 음식료·담배,I.005,12,2021,22.29,50.9,-5.492699218536057,-2.3,529.0,-5.380960112239793,69.92053026604108,-3.79,,,D,D,D,D,39927000.0,4.69
3394,A003680,한성기업,한성기업보통주,한성기업(주),코스피 음식료·담배,I.005,12,2022,22.26,49.26,16.149892754391427,2.42,603.0,-4.468598398949169,78.68010562668685,0.65,,,C,B,B,D,31917000.0,4.46
3395,A003680,한성기업,한성기업보통주,한성기업(주),코스피 음식료·담배,I.005,12,2023,22.27,51.4,9.737940900765341,2.52,618.0,2.352359208820954,67.28562163635445,0.52,,,C,B,B+,D,35953000.0,4.24
2344,A003720,삼영,삼영보통주,(주)삼영,코스피 화학,I.008,12,2020,58.4,15.17,5.95916950916715,0.43,221.0,24.261498384653095,139.40868184501656,0.27,,,B,B,C,B,88230000.0,5.92
2345,A003720,삼영,삼영보통주,(주)삼영,코스피 화학,I.008,12,2021,60.18,14.96,11.191262110774014,2.42,231.99999999999997,23.1740071455134,142.21673966779886,4.45,,,C,C,D,C,102000000.0,8.5
2346,A003720,삼영,삼영보통주,(주)삼영,코스피 화학,I.008,12,2022,52.63,29.7,-4.6613569846505225,4.47,204.99999999999997,13.351785842389836,91.36388570674899,3.01,,,C,C,D,C,81940000.0,8.2
2347,A003720,삼영,삼영보통주,(주)삼영,코스피 화학,I.008,12,2023,68.12,20.6,-17.029880148940347,6.74,144.0,41.20551866125644,109.4714732950442,18.96,,,D,C,D,D,153680000.0,7.79
2448,A003780,진양산업,진양산업보통주,진양산업(주),코스피 화학,I.008,12,2020,66.79,12.89,-0.7668418768812857,7.12,130.0,28.105985106121185,110.93299909299009,5.06,,,D,D,C,C,65780000.0,7.0
2449,A003780,진양산업,진양산업보통주,진양산업(주),코스피 화학,I.008,12,2021,68.75,10.74,23.788512568285448,9.21,153.0,33.29886932780228,115.79083122861424,10.82,,,D,D,D,D,108810000.0,7.2
2450,A003780,진양산업,진양산업보통주,진양산업(주),코스피 화학,I.008,12,2022,69.16,9.5,2.2045837787481037,5.72,147.0,34.47864766553141,116.34964219947086,7.55,,,C,D,D,B,81120000.0,9.72
2451,A003780,진양산업,진양산업보통주,진양산업(주),코스피 화학,I.008,12,2023,70.84,5.04,8.274419713093128,8.99,144.0,63.76276206909704,119.89018631778909,14.0,,,D,D,D,D,89440000.0,5.99
2328,A003830,대한화섬,대한화섬보통주,대한화섬(주),코스피 화학,I.008,12,2020,84.07,0.61,-23.935332613005468,3.45,15.0,11.502752584389148,350.2764740046324,2.43,,,B+,B,B+,B+,135456000.0,6.39
2329,A003830,대한화섬,대한화섬보통주,대한화섬(주),코스피 화학,I.008,12,2021,81.74,0.83,35.04715550543109,2.69,17.0,-1.9221988969333101,237.2277161923791,2.99,,,C,C,C,B,164672000.0,5.73
2330,A003830,대한화섬,대한화섬보통주,대한화섬(주),코스피 화학,I.008,12,2022,85.33,0.65,28.56261633357331,4.23,21.0,1.9832561063656489,152.8461289869125,3.83,,,C,C,D,B,155376000.0,7.84
2331,A003830,대한화섬,대한화섬보통주,대한화섬(주),코스피 화학,I.008,12,2023,83.3,0.53,-10.908379296260707,1.78,19.0,-2.9265008206992262,512.065117883178,1.23,,,B+,B,A,B+,140370000.0,5.74
856,A003850,보령,보령보통주,(주)보령,코스피 제약,I.009,12,2020,53.57,29.69,3.276326143372943,7.45,172.0,15.020023596540982,186.4292505609689,4.69,A,,B+,B,A,B+,992886000.0,6.75
857,A003850,보령,보령보통주,(주)보령,코스피 제약,I.009,12,2021,57.12,26.58,9.782544627209022,8.43,147.0,20.623672313715232,214.17190596588594,3.74,A,,B+,B+,A,B,1002874000.0,4.74
858,A003850,보령,보령보통주,(주)보령,코스피 제약,I.009,12,2022,58.05,23.91,21.473954042360187,8.35,149.0,7.337808919828466,61.45698977460181,5.96,A,,B+,A,A,B,622331000.0,7.8
859,A003850,보령,보령보통주,(주)보령,코스피 제약,I.009,12,2023,60.3,22.77,12.74703676319351,8.08,156.0,11.032021829884565,92.48326512305928,4.67,A,,A,A,A+,B+,816724000.0,6.79
1292,A003920,남양유업,남양유업보통주,남양유업(주),코스피 음식료·담배,I.005,12,2020,81.22,10.9,-8.078312184005643,-7.68,106.0,-26.716930877020484,270.75783584255277,-4.51,,,B+,B+,B+,B+,228533000.0,4.13
1293,A003920,남양유업,남양유업보통주,남양유업(주),코스피 음식료·담배,I.005,12,2021,80.48,10.41,0.38805668951067407,-7.82,112.99999999999999,19.73741557206768,275.693908661693,-5.73,,,C,B,B+,D,326289000.0,5.72
1294,A003920,남양유업,남양유업보통주,남양유업(주),코스피 음식료·담배,I.005,12,2022,76.01,13.58,0.7133683905062638,-8.42,123.0,-25.40292649964387,160.06239800654606,-7.5,,,B,B+,A,C,392496000.0,5.01
1295,A003920,남양유업,남양유업보통주,남양유업(주),코스피 음식료·담배,I.005,12,2023,78.67,10.84,2.7393697513475423,-6.85,138.0,-20.70693128809789,163.14662597548457,-7.1,,,B,A,A+,C,504040000.0,4.47
1384,A003960,사조대림,사조대림보통주,(주)사조대림,코스피 음식료·담배,I.005,12,2020,50.85,14.12,39.17374547513981,3.71,350.0,17.571157680447126,57.97631292559484,3.7,,,B+,C,A,B+,149381000.0,4.27
1385,A003960,사조대림,사조대림보통주,(주)사조대림,코스피 음식료·담배,I.005,12,2021,55.83,12.02,7.3467805695756505,6.71,333.0,9.88394749242344,58.32903400259079,8.38,,,C,B,B,D,231403000.0,5.94
1386,A003960,사조대림,사조대림보통주,(주)사조대림,코스피 음식료·담배,I.005,12,2022,57.34,6.16,20.704459574380962,5.48,345.0,7.774246673714161,56.18060944100042,7.72,,,B,B+,A,C,248815000.0,8.52
1387,A003960,사조대림,사조대림보통주,(주)사조대림,코스피 음식료·담배,I.005,12,2023,60.24,5.61,2.2759930337280743,5.2,305.0,39.29894273387899,98.45094788210339,8.78,,,A,A,A,B+,286848000.0,5.93
804,A004000,롯데정밀화학,롯데정밀화학보통주,롯데정밀화학(주),코스피 화학,I.008,12,2020,89.52,0.94,-3.844886908070555,10.99,85.0,141.58263131994778,210.1458239302183,9.37,,,A,A,A+,A,1424160000.0,8.44
805,A004000,롯데정밀화학,롯데정밀화학보통주,롯데정밀화학(주),코스피 화학,I.008,12,2021,84.55,0.97,41.109185784077475,13.85,108.0,94.5929126329465,200.61995339139656,13.91,,,A,A,A+,A,1935000000.0,6.03
806,A004000,롯데정밀화학,롯데정밀화학보통주,롯데정밀화학(주),코스피 화학,I.008,12,2022,83.78,0.78,38.375001412950716,16.51,127.0,157.17003337297675,260.0780914982068,16.79,,,A+,A+,A+,A,1462860000.0,9.2
807,A004000,롯데정밀화학,롯데정밀화학보통주,롯데정밀화학(주),코스피 화학,I.008,12,2023,88.11,0.85,-28.25213368273234,8.86,82.0,76.52097853123665,371.0339855764635,6.68,,,A,A,A+,A,1496400000.0,7.5
400,A004020,현대제철,현대제철 보통주,현대제철(주),코스피 금속,I.011,12,2020,50.54,37.17,-13.864401371550784,0.27,93.0,9.104301218957135,80.81540658351358,-1.41,AA,A1,B+,B+,B+,A,5284453000.0,4.02
401,A004020,현대제철,현대제철 보통주,현대제철(주),코스피 금속,I.011,12,2021,51.98,33.96,28.41374620423118,11.5,117.0,9.969232061690255,82.08628193599449,4.15,AA,A1,A,A,A,B+,5471277000.0,4.49
402,A004020,현대제철,현대제철 보통주,현대제철(주),코스피 금속,I.011,12,2022,54.43,31.51,18.384842714855854,6.19,130.0,14.252559776807477,84.08782421660247,2.84,AA,A1,A,A+,A,B+,4083441000.0,4.95
403,A004020,현대제철,현대제철 보통주,현대제철(주),코스피 금속,I.011,12,2023,58.03,27.68,-8.693468894454126,3.01,115.99999999999999,13.49082139499439,72.84200662079111,1.1,AA,A1,A,A,A,B+,4870771000.0,4.54
2984,A004060,SG세계물산,에스지세계물산보통주,(주)에스지세계물산,코스피 유통,I.016,12,2020,74.07,14.2,-31.735173180815714,-11.13,82.0,22.90838286343331,150.69085234383851,-5.93,,,C,D,B,C,122467000.0,8.52
2985,A004060,SG세계물산,에스지세계물산보통주,(주)에스지세계물산,코스피 유통,I.016,12,2021,80.12,12.73,-20.017061696433057,-2.01,60.0,14.572439726037958,146.47054886220195,17.45,,,D,D,D,D,138459000.0,5.5
2986,A004060,SG세계물산,에스지세계물산보통주,(주)에스지세계물산,코스피 유통,I.016,12,2022,82.81,11.83,8.917454196254626,4.89,59.0,10.680319019293298,79.52920646477067,1.18,,,D,D,D,D,108095000.0,8.95
2987,A004060,SG세계물산,에스지세계물산보통주,(주)에스지세계물산,코스피 유통,I.016,12,2023,81.8,13.36,-14.191712914885002,1.54,50.0,8.177284008427195,147.3541676851159,0.21,,,D,D,D,C,91496000.0,5.04
2368,A004080,신흥,신흥보통주,(주)신흥,코스피 유통,I.016,12,2020,65.44,6.76,-4.969577052274299,2.65,136.0,32.408523387686444,84.6371129760486,6.12,,,B,D,B,B,105600000.0,2.36
2369,A004080,신흥,신흥보통주,(주)신흥,코스피 유통,I.016,12,2021,75.99,0.53,8.799106030743587,9.46,135.0,21.061471510987015,90.1944592053616,9.99,,,D,D,C,D,153425000.0,4.58
2370,A004080,신흥,신흥보통주,(주)신흥,코스피 유통,I.016,12,2022,79.07,0.55,-7.027989980898308,8.2,115.99999999999999,18.519086327420418,71.35000602664596,6.33,,,C,D,C,C,140600000.0,4.73
2371,A004080,신흥,신흥보통주,(주)신흥,코스피 유통,I.016,12,2023,86.06,0.48,-4.820433786585754,10.1,104.0,45.78270164234223,93.03569469854564,7.18,,,D,D,D,D,136230000.0,3.88
2156,A004090,한국석유,한국석유공업보통주,한국석유공업(주),코스피 비금속,I.010,12,2020,56.64,23.41,-3.59932622021808,4.9,166.0,11.58946807790001,94.19347366775219,2.21,,,B+,B,B+,B+,66503000.0,3.71
2157,A004090,한국석유,한국석유공업보통주,한국석유공업(주),코스피 비금속,I.010,12,2021,56.81,27.67,15.41549533869544,2.37,183.0,-0.12126014269848914,105.3761145981307,3.58,,,B,D,B,B+,143444000.0,4.77
2158,A004090,한국석유,한국석유공업보통주,한국석유공업(주),코스피 비금속,I.010,12,2022,57.39,27.04,30.225643683278246,2.66,224.00000000000003,14.463326840708573,76.54980825718336,3.95,,,B+,B+,B+,B+,130749000.0,4.93
