,Ticker,È¸°è³â,½Ã°¡ÃÑ¾×(¹é¸¸¿ø),WACC(½Ã°¡ÃÑ¾×Æò±Õ)(%)
20245,A053050,2017,49779,3.86
20246,A053050,2018,45881,3.36
20247,A053050,2019,43632,3.06
20248,A053050,2020,48880,4.38
20249,A053050,2021,91612,2.8
20250,A053050,2022,114403,2.98
20251,A053050,2023,99859,2.82
20252,A053050,2024,98059,
20253,A053050,2025,92362,
20254,A089850,2012,151098,9.23
20255,A089850,2013,88309,7.34
20256,A089850,2014,78971,7.81
20257,A089850,2015,112272,6.43
20258,A089850,2016,75782,8.34
20259,A089850,2017,67955,6.28
20260,A089850,2018,35152,5.8
20261,A089850,2019,46466,5.67
20262,A089850,2020,67813,5.57
20263,A089850,2021,123813,7.69
20264,A089850,2022,83965,7.95
20265,A089850,2023,122365,5.29
20266,A089850,2024,94862,
20267,A089850,2025,93684,
20268,A004100,2012,25570,12.53
20269,A004100,2013,27208,5.76
20270,A004100,2014,37894,5.82
20271,A004100,2015,75236,4.97
20272,A004100,2016,98959,7.2
20273,A004100,2017,73808,4.17
20274,A004100,2018,60023,3.82
20275,A004100,2019,62000,5.8
20276,A004100,2020,49911,4.44
20277,A004100,2021,57146,5.62
20278,A004100,2022,60705,
20279,A004100,2023,152325,3.79
20280,A004100,2024,106563,
20281,A004100,2025,108843,
20282,A244920,2012,,6.12
20283,A244920,2013,,26.12
20284,A244920,2014,,1.51
20285,A244920,2015,,3.97
20286,A244920,2016,,3.98
20287,A244920,2017,,3.03
20288,A244920,2018,,N/A(IFRS)
20289,A244920,2019,,1.96
20290,A244920,2020,125473,2.41
20291,A244920,2021,200078,5.18
20292,A244920,2022,109421,8.8
20293,A244920,2023,98004,5.77
20294,A244920,2024,99700,
20295,A244920,2025,92013,
20296,A215360,2012,,
20297,A215360,2013,,
20298,A215360,2014,,
20299,A215360,2015,255701,3.74
20300,A215360,2016,211410,8.67
20301,A215360,2017,320539,7.25
20302,A215360,2018,331954,8.04
20303,A215360,2019,186296,7.08
20304,A215360,2020,217345,7.89
20305,A215360,2021,188123,6.63
20306,A215360,2022,120088,8.35
20307,A215360,2023,128581,5.94
20308,A215360,2024,91230,
20309,A215360,2025,92052,
20310,A419080,2012,,
20311,A419080,2013,,
20312,A419080,2014,,
20313,A419080,2015,,
20314,A419080,2016,,
20315,A419080,2017,,
20316,A419080,2018,,
20317,A419080,2019,,
20318,A419080,2020,,0
20319,A419080,2021,,3.49
20320,A419080,2022,132524,13.04
20321,A419080,2023,169968,9.6
20322,A419080,2024,96798,
20323,A419080,2025,91180,
20324,A036090,2012,37176,7.79
20325,A036090,2013,30199,5.29
20326,A036090,2014,54022,9.35
20327,A036090,2015,100327,8.2
20328,A036090,2016,79251,9.35
20329,A036090,2017,111292,10.41
20330,A036090,2018,78569,6.79
20331,A036090,2019,65283,6.62
20332,A036090,2020,130433,6.84
20333,A036090,2021,147979,7.08
20334,A036090,2022,60819,10.76
20335,A036090,2023,90678,7.31
20336,A036090,2024,83703,
20337,A036090,2025,90333,
20338,A294090,2012,,
20339,A294090,2013,,
20340,A294090,2014,,
20341,A294090,2015,,
20342,A294090,2016,,0
20343,A294090,2017,,N/A(IFRS)
20344,A294090,2018,,0.82
20345,A294090,2019,,0.24
20346,A294090,2020,818341,7.1
20347,A294090,2021,713941,8.69
20348,A294090,2022,454553,9.17
20349,A294090,2023,126990,6.1
20350,A294090,2024,96633,
20351,A294090,2025,91611,
20352,A091440,2012,12140,10.63
20353,A091440,2013,12871,7.76
20354,A091440,2014,16175,5.06
20355,A091440,2015,28106,6.92
20356,A091440,2016,29950,7.16
20357,A091440,2017,20593,5.16
20358,A091440,2018,24244,8.34
20359,A091440,2019,31021,8.91
20360,A091440,2020,29088,9.09
20361,A091440,2021,24316,7.17
20362,A091440,2022,20630,8
20363,A091440,2023,127034,6.55
20364,A091440,2024,93191,
20365,A091440,2025,91722,
20366,A226330,2012,,
20367,A226330,2013,,
20368,A226330,2014,,
20369,A226330,2015,,
20370,A226330,2016,,
20371,A226330,2017,,0
20372,A226330,2018,,0.07
20373,A226330,2019,203901,1.48
20374,A226330,2020,307326,10.32
20375,A226330,2021,241650,11.01
20376,A226330,2022,115982,11.7
20377,A226330,2023,216882,11.51
20378,A226330,2024,80107,
20379,A226330,2025,106809,
20380,A120240,2012,54049,9.16
20381,A120240,2013,59379,8.09
20382,A120240,2014,55555,4.55
20383,A120240,2015,78633,7.58
20384,A120240,2016,76516,7.17
20385,A120240,2017,76286,5.31
20386,A120240,2018,91240,5.56
20387,A120240,2019,106151,5.87
20388,A120240,2020,270431,7.54
20389,A120240,2021,156031,8.51
20390,A120240,2022,115406,8.53
20391,A120240,2023,120223,5
20392,A120240,2024,92612,
20393,A120240,2025,92684,
20394,A065510,2012,155279,10.33
20395,A065510,2013,160237,11.8
20396,A065510,2014,177785,8.67
20397,A065510,2015,182357,8.09
20398,A065510,2016,162167,7.71
20399,A065510,2017,158623,6.69
20400,A065510,2018,95657,5.22
20401,A065510,2019,98984,5.07
20402,A065510,2020,88527,4.67
20403,A065510,2021,106233,5.19
20404,A065510,2022,121876,6.79
20405,A065510,2023,231198,7.42
20406,A065510,2024,98977,
20407,A065510,2025,92411,
20408,A010040,2012,71220,5.85
20409,A010040,2013,81966,6.23
20410,A010040,2014,72706,4.97
20411,A010040,2015,70992,6.03
20412,A010040,2016,71906,5.51
20413,A010040,2017,68934,4.58
20414,A010040,2018,126207,6.78
20415,A010040,2019,92483,10.82
20416,A010040,2020,95913,6.84
20417,A010040,2021,144761,6.9
20418,A010040,2022,115604,8.19
20419,A010040,2023,124023,6.93
20420,A010040,2024,88294,
20421,A010040,2025,93017,
20422,A016740,2012,,5.22
20423,A016740,2013,,5.45
20424,A016740,2014,,N/A(IFRS)
20425,A016740,2015,,3.79
20426,A016740,2016,82119,6.9
20427,A016740,2017,110145,4.14
20428,A016740,2018,77411,7.3
20429,A016740,2019,84989,7.25
20430,A016740,2020,91350,6.76
20431,A016740,2021,142683,8.46
20432,A016740,2022,80848,8.95
20433,A016740,2023,116725,7.19
20434,A016740,2024,97985,
20435,A016740,2025,92037,
20436,A451220,2012,,
20437,A451220,2013,,
20438,A451220,2014,,
20439,A451220,2015,,
20440,A451220,2016,,
20441,A451220,2017,,
20442,A451220,2018,,
20443,A451220,2019,,
20444,A451220,2020,,0
20445,A451220,2021,,N/A(IFRS)
20446,A451220,2022,,7.92
20447,A451220,2023,139774,13.4
20448,A451220,2024,61186,
20449,A451220,2025,87487,
20450,A452400,2012,,3.89
20451,A452400,2013,,3.14
20452,A452400,2014,,3.6
20453,A452400,2015,,2.78
20454,A452400,2016,,2.47
20455,A452400,2017,,2.14
20456,A452400,2018,,0.74
20457,A452400,2019,,0.95
20458,A452400,2020,,1.32
20459,A452400,2021,,N/A(IFRS)
20460,A452400,2022,,2.33
20461,A452400,2023,,4.59
20462,A452400,2024,84364,
20463,A452400,2025,86995,
20464,A408920,2012,,
20465,A408920,2013,,
20466,A408920,2014,,
20467,A408920,2015,,
20468,A408920,2016,,
20469,A408920,2017,,
20470,A408920,2018,,
20471,A408920,2019,,16.69
20472,A408920,2020,,3.59
20473,A408920,2021,,1.81
20474,A408920,2022,14462,3.76
20475,A408920,2023,103326,4.06
20476,A408920,2024,85600,
20477,A408920,2025,92301,
20478,A054920,2012,33152,4.48
20479,A054920,2013,32146,8.35
20480,A054920,2014,34928,10.92
20481,A054920,2015,49136,5.79
20482,A054920,2016,50853,7.17
20483,A054920,2017,42719,4.03
20484,A054920,2018,45166,6.48
20485,A054920,2019,52254,5.89
20486,A054920,2020,179178,6.74
20487,A054920,2021,268344,7.04
20488,A054920,2022,93116,9.82
20489,A054920,2023,93681,8.21
20490,A054920,2024,89448,
20491,A054920,2025,88461,
20492,A042500,2012,29168,9.08
20493,A042500,2013,49144,10.13
20494,A042500,2014,90439,11.78
20495,A042500,2015,79061,7.35
20496,A042500,2016,63436,9.51
20497,A042500,2017,56387,6.96
20498,A042500,2018,50935,5.84
20499,A042500,2019,63607,7.36
20500,A042500,2020,110779,7.81
20501,A042500,2021,102738,8.75
20502,A042500,2022,62810,9.17
20503,A042500,2023,66035,6.87
20504,A042500,2024,90297,
20505,A042500,2025,89820,
20506,A215100,2012,,
20507,A215100,2013,,
20508,A215100,2014,,
20509,A215100,2015,5684,2.58
20510,A215100,2016,5740,2.35
20511,A215100,2017,50990,7.87
20512,A215100,2018,34173,8.58
20513,A215100,2019,81072,6.34
20514,A215100,2020,84098,10.28
20515,A215100,2021,122294,10.83
20516,A215100,2022,135317,12.45
20517,A215100,2023,95536,8.64
20518,A215100,2024,78647,
20519,A215100,2025,87600,
20520,A041930,2012,56485,6.53
20521,A041930,2013,95906,7.55
20522,A041930,2014,86426,6.09
20523,A041930,2015,82318,4.14
20524,A041930,2016,76630,3.83
20525,A041930,2017,74813,3.85
20526,A041930,2018,63595,4.14
20527,A041930,2019,76077,6.71
20528,A041930,2020,161160,7.96
20529,A041930,2021,191180,8.65
20530,A041930,2022,137460,9.93
20531,A041930,2023,130034,6.75
20532,A041930,2024,84688,
20533,A041930,2025,88954,
20534,A014200,2012,37952,9.6
20535,A014200,2013,33841,6.25
20536,A014200,2014,28870,17.59
20537,A014200,2015,59270,3.65
20538,A014200,2016,381198,8.19
20539,A014200,2017,185992,8.72
20540,A014200,2018,123812,4.77
20541,A014200,2019,117752,6.64
20542,A014200,2020,88909,6.05
20543,A014200,2021,149875,9.56
20544,A014200,2022,91160,10.52
20545,A014200,2023,91251,1.77
20546,A014200,2024,91311,
20547,A014200,2025,91311,
20548,A330350,2012,,2.69
20549,A330350,2013,,3.49
20550,A330350,2014,,3.26
20551,A330350,2015,,2.93
20552,A330350,2016,,2.32
20553,A330350,2017,,N/A(IFRS)
20554,A330350,2018,,2.72
20555,A330350,2019,,2.67
20556,A330350,2020,,2.2
20557,A330350,2021,138481,6.71
20558,A330350,2022,123616,6.76
20559,A330350,2023,128366,4.98
20560,A330350,2024,92943,
20561,A330350,2025,90699,
20562,A250060,2012,,
20563,A250060,2013,,0
20564,A250060,2014,,5.86
20565,A250060,2015,,N/A(IFRS)
20566,A250060,2016,12804,2.05
20567,A250060,2017,48556,6.57
20568,A250060,2018,141715,2.87
20569,A250060,2019,73190,7.2
20570,A250060,2020,81876,7.38
20571,A250060,2021,74637,8.79
20572,A250060,2022,52761,9.28
20573,A250060,2023,139945,4.31
20574,A250060,2024,87828,
20575,A250060,2025,87345,
20576,A002990,2012,267043,7.53
20577,A002990,2013,379386,8.88
20578,A002990,2014,752977,4.43
20579,A002990,2015,522580,4.23
20580,A002990,2016,344869,8.83
20581,A002990,2017,347315,6.55
20582,A002990,2018,432188,8.24
20583,A002990,2019,425221,6.89
20584,A002990,2020,342339,6.99
20585,A002990,2021,434029,5.88
20586,A002990,2022,265061,6.44
20587,A002990,2023,196594,6.57
20588,A002990,2024,103055,
20589,A002990,2025,94657,
20590,A040420,2012,74860,2.87
20591,A040420,2013,85599,4.48
20592,A040420,2014,95320,3.37
20593,A040420,2015,101591,3.13
20594,A040420,2016,120560,2.95
20595,A040420,2017,117895,2.58
20596,A040420,2018,109429,2.53
20597,A040420,2019,118679,2.37
20598,A040420,2020,98769,3.66
20599,A040420,2021,113976,3.01
20600,A040420,2022,111938,4.72
20601,A040420,2023,109743,3.44
20602,A040420,2024,95476,
20603,A040420,2025,91087,
20604,A300080,2012,,
20605,A300080,2013,,
20606,A300080,2014,,
20607,A300080,2015,,
20608,A300080,2016,,0
20609,A300080,2017,,N/A(IFRS)
20610,A300080,2018,,14.47
20611,A300080,2019,92790,9.81
20612,A300080,2020,65123,10.75
20613,A300080,2021,255281,9.09
20614,A300080,2022,134129,10.83
20615,A300080,2023,152042,10.35
20616,A300080,2024,99308,
20617,A300080,2025,88029,
20618,A041920,2012,,N/A(IFRS)
20619,A041920,2013,27913,4.53
20620,A041920,2014,86649,5.98
20621,A041920,2015,136112,11.16
20622,A041920,2016,141868,9.62
20623,A041920,2017,84688,7.59
20624,A041920,2018,52855,8.17
20625,A041920,2019,70761,8.17
20626,A041920,2020,141436,6.94
20627,A041920,2021,106240,7.3
20628,A041920,2022,85600,11.44
20629,A041920,2023,115200,7.55
20630,A041920,2024,89085,
20631,A041920,2025,87970,
20632,A289930,2012,,
20633,A289930,2013,,
20634,A289930,2014,,
20635,A289930,2015,,
20636,A289930,2016,,
20637,A289930,2017,,0
20638,A289930,2018,,N/A(IFRS)
20639,A289930,2019,,9.35
20640,A289930,2020,,6.65
20641,A289930,2021,,5.93
20642,A289930,2022,,9.66
20643,A289930,2023,,11.83
20644,A289930,2024,88388,
20645,A289930,2025,87512,
20646,A023800,2012,110063,8.09
20647,A023800,2013,62081,6.51
20648,A023800,2014,74285,5.25
20649,A023800,2015,85200,5.11
20650,A023800,2016,77923,4.73
20651,A023800,2017,86110,6.36
20652,A023800,2018,102028,4.22
20653,A023800,2019,75043,4.53
20654,A023800,2020,226644,7.25
20655,A023800,2021,234598,9.23
20656,A023800,2022,107179,8.26
20657,A023800,2023,128054,5.52
20658,A023800,2024,89796,
20659,A023800,2025,89796,
20660,A180400,2012,,0
20661,A180400,2013,,5.66
20662,A180400,2014,28286,2.28
20663,A180400,2015,63904,2.06
20664,A180400,2016,108445,7.86
20665,A180400,2017,224869,9.75
20666,A180400,2018,116759,12.39
20667,A180400,2019,171290,2.13
20668,A180400,2020,178624,1.4
20669,A180400,2021,222083,2.04
20670,A180400,2022,222083,3.75
20671,A180400,2023,178597,7.82
20672,A180400,2024,91499,
20673,A180400,2025,87709,
20674,A066790,2012,35172,12.15
20675,A066790,2013,27421,8.57
20676,A066790,2014,34919,5.29
20677,A066790,2015,170147,4.27
20678,A066790,2016,170147,9.96
20679,A066790,2017,47434,10.52
20680,A066790,2018,36194,4.91
20681,A066790,2019,38896,2.5
20682,A066790,2020,38896,1.71
20683,A066790,2021,38924,5.71
20684,A066790,2022,28965,7.44
20685,A066790,2023,111210,5.19
20686,A066790,2024,97728,
20687,A066790,2025,88933,
20688,A073560,2012,,10.51
20689,A073560,2013,,4.71
20690,A073560,2014,,4.08
20691,A073560,2015,,3.88
20692,A073560,2016,160631,7.53
20693,A073560,2017,162708,4.5
20694,A073560,2018,109049,4.99
20695,A073560,2019,139860,6.31
20696,A073560,2020,137783,6.02
20697,A073560,2021,146438,5.14
20698,A073560,2022,124282,7.61
20699,A073560,2023,105795,4.93
20700,A073560,2024,86478,
20701,A073560,2025,88416,
20702,A053450,2012,155340,6.31
20703,A053450,2013,177723,11
20704,A053450,2014,134030,7.47
20705,A053450,2015,171236,4.8
20706,A053450,2016,165528,4.22
20707,A053450,2017,150735,5.24
20708,A053450,2018,90295,5.1
20709,A053450,2019,77193,5.83
20710,A053450,2020,92126,5.99
20711,A053450,2021,133727,5.36
20712,A053450,2022,79437,
20713,A053450,2023,103845,6.99
20714,A053450,2024,80473,
20715,A053450,2025,85354,
20716,A097800,2012,,4.44
20717,A097800,2013,30956,6.51
20718,A097800,2014,28258,10.76
20719,A097800,2015,61091,5.38
20720,A097800,2016,52983,7.86
20721,A097800,2017,38694,9.66
20722,A097800,2018,46006,7.67
20723,A097800,2019,75061,9.84
20724,A097800,2020,71224,7.92
20725,A097800,2021,105046,6.93
20726,A097800,2022,71203,7.15
20727,A097800,2023,95395,8.15
20728,A097800,2024,71733,
20729,A097800,2025,89550,
20730,A010170,2012,50094,5.79
20731,A010170,2013,56824,7.69
20732,A010170,2014,40951,6.35
20733,A010170,2015,59642,4.71
20734,A010170,2016,69973,6.81
20735,A010170,2017,394295,8.73
20736,A010170,2018,376082,7.15
20737,A010170,2019,244822,8.19
20738,A010170,2020,285380,8.09
20739,A010170,2021,192466,6.16
20740,A010170,2022,246333,8.12
20741,A010170,2023,99994,7.45
20742,A010170,2024,93523,
20743,A010170,2025,87609,
20744,A466410,2012,,
20745,A466410,2013,,
20746,A466410,2014,,
20747,A466410,2015,,
20748,A466410,2016,,
20749,A466410,2017,,
20750,A466410,2018,,
20751,A466410,2019,,9.81
20752,A466410,2020,,4.28
20753,A466410,2021,,1.64
20754,A466410,2022,,N/A(IFRS)
20755,A466410,2023,,4.2
20756,A466410,2024,83061,
20757,A466410,2025,86083,
20758,A001560,2012,53500,3.5
20759,A001560,2013,63900,3.64
20760,A001560,2014,82800,3.01
20761,A001560,2015,81400,3.58
20762,A001560,2016,62300,6.64
20763,A001560,2017,59000,2.9
20764,A001560,2018,62100,4.78
20765,A001560,2019,77800,4.19
20766,A001560,2020,72200,4.85
20767,A001560,2021,87200,4.67
20768,A001560,2022,86500,9.42
20769,A001560,2023,86900,5.91
20770,A001560,2024,90486,
20771,A001560,2025,88704,
20772,A372910,2012,,4.66
20773,A372910,2013,,1.43
20774,A372910,2014,,1.6
20775,A372910,2015,,3.24
20776,A372910,2016,,N/A(IFRS)
20777,A372910,2017,,0.51
20778,A372910,2018,,2.54
20779,A372910,2019,,14.3
20780,A372910,2020,,8.76
20781,A372910,2021,245472,8.5
20782,A372910,2022,161895,12.29
20783,A372910,2023,125503,7.24
20784,A372910,2024,86898,
20785,A372910,2025,88558,
20786,A384470,2012,,
20787,A384470,2013,,
20788,A384470,2014,,
20789,A384470,2015,,
20790,A384470,2016,,
20791,A384470,2017,,
20792,A384470,2018,,
20793,A384470,2019,,0
20794,A384470,2020,,N/A(IFRS)
20795,A384470,2021,,6.74
20796,A384470,2022,,5.38
20797,A384470,2023,347705,15.36
20798,A384470,2024,77506,
20799,A384470,2025,90466,
20800,A064850,2012,,
20801,A064850,2013,12398,3.23
20802,A064850,2014,12885,2.28
20803,A064850,2015,23542,1.81
20804,A064850,2016,21975,1.8
20805,A064850,2017,21592,2.31
20806,A064850,2018,37232,2.07
20807,A064850,2019,38445,2.03
20808,A064850,2020,107854,3.52
20809,A064850,2021,123820,5.26
20810,A064850,2022,77312,6.35
20811,A064850,2023,79728,5.3
20812,A064850,2024,89229,
20813,A064850,2025,88886,
20814,A024940,2012,12750,7.12
20815,A024940,2013,14100,6.92
20816,A024940,2014,31000,9.83
20817,A024940,2015,43000,9.6
20818,A024940,2016,30050,6.97
20819,A024940,2017,26900,3.42
20820,A024940,2018,22450,4.48
20821,A024940,2019,22300,3.99
20822,A024940,2020,39350,6.71
20823,A024940,2021,49050,5.09
20824,A024940,2022,80600,10.84
20825,A024940,2023,88800,6.54
20826,A024940,2024,77900,
20827,A024940,2025,83400,
20828,A115310,2012,77343,8.21
20829,A115310,2013,93023,5.1
20830,A115310,2014,78464,5.17
20831,A115310,2015,79087,4.74
20832,A115310,2016,82512,5.27
20833,A115310,2017,90838,2.98
20834,A115310,2018,73117,3.11
20835,A115310,2019,68487,3.06
20836,A115310,2020,60345,4.61
20837,A115310,2021,76470,4.35
20838,A115310,2022,68008,8.12
20839,A115310,2023,67849,5.99
20840,A115310,2024,66093,
20841,A115310,2025,91316,
20842,A123420,2012,20823,4.03
20843,A123420,2013,136756,4.44
20844,A123420,2014,554766,9.95
20845,A123420,2015,399948,9.71
20846,A123420,2016,196182,8.71
20847,A123420,2017,256950,8.45
20848,A123420,2018,178478,9.43
20849,A123420,2019,197139,8.07
20850,A123420,2020,203838,8.67
20851,A123420,2021,328724,4.88
20852,A123420,2022,142226,11.23
20853,A123420,2023,142341,6.09
20854,A123420,2024,79257,
20855,A123420,2025,85106,
20856,A314130,2012,,
20857,A314130,2013,,
20858,A314130,2014,,
20859,A314130,2015,,
20860,A314130,2016,,
20861,A314130,2017,,
20862,A314130,2018,94759,N/A(IFRS)
20863,A314130,2019,323319,2.21
20864,A314130,2020,1048465,1.77
20865,A314130,2021,468827,7.59
20866,A314130,2022,245897,10.75
20867,A314130,2023,176209,9.22
20868,A314130,2024,85207,
20869,A314130,2025,86642,
20870,A024880,2012,144549,6.06
20871,A024880,2013,91999,4.98
20872,A024880,2014,53443,5.74
20873,A024880,2015,58653,2.71
20874,A024880,2016,74433,3.34
20875,A024880,2017,72424,3.65
20876,A024880,2018,65657,4.28
20877,A024880,2019,81663,4.12
20878,A024880,2020,93552,5.75
20879,A024880,2021,87971,4.45
20880,A024880,2022,101427,6.06
20881,A024880,2023,102173,5.55
20882,A024880,2024,80870,
20883,A024880,2025,85834,
20884,A093190,2012,67830,6.5
20885,A093190,2013,143820,9.16
20886,A093190,2014,108120,7.34
20887,A093190,2015,153000,4.85
20888,A093190,2016,132090,4.17
20889,A093190,2017,127554,3.98
20890,A093190,2018,120628,3.14
20891,A093190,2019,107545,3.7
20892,A093190,2020,88788,3.43
20893,A093190,2021,127939,6
20894,A093190,2022,134672,7.96
20895,A093190,2023,109277,5.71
20896,A093190,2024,83401,
20897,A093190,2025,88114,
20898,A067370,2012,,4.43
20899,A067370,2013,,N/A(IFRS)
20900,A067370,2014,,
20901,A067370,2015,,697.01
20902,A067370,2016,143073,1.8
20903,A067370,2017,96784,2.34
20904,A067370,2018,176354,1.88
20905,A067370,2019,136919,1.72
20906,A067370,2020,167601,1.54
20907,A067370,2021,303753,2
20908,A067370,2022,137296,7.32
20909,A067370,2023,139143,6.79
20910,A067370,2024,85579,
20911,A067370,2025,86318,
20912,A090470,2012,51026,7.37
20913,A090470,2013,44377,9.22
20914,A090470,2014,46640,6.94
20915,A090470,2015,80434,7.4
20916,A090470,2016,312393,9.36
20917,A090470,2017,261301,9.63
20918,A090470,2018,77222,7.99
20919,A090470,2019,202180,9.26
20920,A090470,2020,112987,8.23
20921,A090470,2021,94740,6.07
20922,A090470,2022,112695,7.52
20923,A090470,2023,166901,9.14
20924,A090470,2024,89830,
20925,A090470,2025,86597,
20926,A004540,2012,114489,6.29
20927,A004540,2013,122511,4.48
20928,A004540,2014,114033,6.86
20929,A004540,2015,180935,4.78
20930,A004540,2016,219271,6.82
20931,A004540,2017,160981,3.46
20932,A004540,2018,120044,5.58
20933,A004540,2019,95468,3.59
20934,A004540,2020,168160,3.8
20935,A004540,2021,160868,4.83
20936,A004540,2022,110700,6.25
20937,A004540,2023,95329,4.85
20938,A004540,2024,89905,
20939,A004540,2025,89336,
20940,A009200,2012,101527,4.21
20941,A009200,2013,130653,4.05
20942,A009200,2014,86963,5.91
20943,A009200,2015,126700,3.7
20944,A009200,2016,110265,4.09
20945,A009200,2017,101735,3.43
20946,A009200,2018,117338,4.05
20947,A009200,2019,103399,3.37
20948,A009200,2020,112553,3.52
20949,A009200,2021,104023,3.38
20950,A009200,2022,101943,4.57
20951,A009200,2023,95285,4.55
20952,A009200,2024,85299,
20953,A009200,2025,85715,
20954,A033830,2012,61200,0.79
20955,A033830,2013,53800,3.55
20956,A033830,2014,54800,2.14
20957,A033830,2015,67300,1.99
20958,A033830,2016,77600,2.41
20959,A033830,2017,64500,4.23
20960,A033830,2018,57500,5
20961,A033830,2019,121000,6.24
20962,A033830,2020,109000,7.97
20963,A033830,2021,139500,14.24
20964,A033830,2022,111000,9.26
20965,A033830,2023,98000,4.97
20966,A033830,2024,81700,
20967,A033830,2025,84100,
20968,A004840,2012,85725,6.97
20969,A004840,2013,135800,7.41
20970,A004840,2014,228727,4.3
20971,A004840,2015,238779,8.01
20972,A004840,2016,234650,6.62
20973,A004840,2017,153113,4.79
20974,A004840,2018,130741,5.28
20975,A004840,2019,104832,4.28
20976,A004840,2020,137318,3.84
20977,A004840,2021,104832,5
20978,A004840,2022,81314,11.91
20979,A004840,2023,116591,4.98
20980,A004840,2024,81015,
20981,A004840,2025,86696,
20982,A137950,2012,48491,7.52
20983,A137950,2013,59030,5.02
20984,A137950,2014,39887,2.96
20985,A137950,2015,59963,3.06
20986,A137950,2016,110062,4.93
20987,A137950,2017,78823,3.59
20988,A137950,2018,76695,3.88
20989,A137950,2019,133256,4.2
20990,A137950,2020,148749,5.62
20991,A137950,2021,203973,4.4
20992,A137950,2022,147858,6.36
20993,A137950,2023,162110,5.77
20994,A137950,2024,86176,
20995,A137950,2025,83838,
20996,A171120,2012,,5.24
20997,A171120,2013,211399,19.47
20998,A171120,2014,244597,7.45
20999,A171120,2015,216173,7.6
21000,A171120,2016,312336,6.06
21001,A171120,2017,224636,6.49
21002,A171120,2018,149244,3.9
21003,A171120,2019,146425,3.11
21004,A171120,2020,142835,3.11
21005,A171120,2021,157006,7.24
21006,A171120,2022,132444,6.13
21007,A171120,2023,120630,6.64
21008,A171120,2024,90472,
21009,A171120,2025,87421,
21010,A224110,2012,,
21011,A224110,2013,,
21012,A224110,2014,,
21013,A224110,2015,47259,7.76
21014,A224110,2016,63279,7.15
21015,A224110,2017,55803,8.49
21016,A224110,2018,40050,7.52
21017,A224110,2019,47900,6.11
21018,A224110,2020,124155,6.35
21019,A224110,2021,130563,8.63
21020,A224110,2022,51317,9.65
21021,A224110,2023,79139,6.98
21022,A224110,2024,98363,
21023,A224110,2025,88110,
21024,A186230,2012,,5.19
21025,A186230,2013,11175,4.77
21026,A186230,2014,11788,3.67
21027,A186230,2015,24663,3.03
21028,A186230,2016,23230,2.56
21029,A186230,2017,18455,N/A(IFRS)
21030,A186230,2018,23612,2.41
21031,A186230,2019,52907,3.05
21032,A186230,2020,122979,6.48
21033,A186230,2021,170418,6.78
21034,A186230,2022,111448,8.98
21035,A186230,2023,90457,6.12
21036,A186230,2024,80502,
21037,A186230,2025,83532,
21038,A002410,2012,37900,3.26
21039,A002410,2013,39053,3.23
21040,A002410,2014,38354,4.83
21041,A002410,2015,62734,8.82
21042,A002410,2016,62976,5.65
21043,A002410,2017,42904,4.9
21044,A002410,2018,38241,10.55
21045,A002410,2019,81200,6.21
21046,A002410,2020,120559,9.69
21047,A002410,2021,161656,10.46
21048,A002410,2022,83932,13.2
21049,A002410,2023,52147,9.42
21050,A002410,2024,70074,
21051,A002410,2025,81890,
21052,A317850,2012,,4.3
21053,A317850,2013,,2.39
21054,A317850,2014,,2.26
21055,A317850,2015,,1.93
21056,A317850,2016,,1.25
21057,A317850,2017,,N/A(IFRS)
21058,A317850,2018,,1.04
21059,A317850,2019,53859,7.72
21060,A317850,2020,38084,6
21061,A317850,2021,44203,5.83
21062,A317850,2022,114045,9.56
21063,A317850,2023,77584,7.4
21064,A317850,2024,73671,
21065,A317850,2025,82661,
21066,A246710,2012,,
21067,A246710,2013,,
21068,A246710,2014,,0
21069,A246710,2015,,12.5
21070,A246710,2016,,7.23
21071,A246710,2017,,
21072,A246710,2018,72543,9.85
21073,A246710,2019,83477,11.24
21074,A246710,2020,142061,8.21
21075,A246710,2021,519068,10.24
21076,A246710,2022,242676,10.59
21077,A246710,2023,189396,6.9
21078,A246710,2024,93405,
21079,A246710,2025,86187,
21080,A232680,2012,,4.35
21081,A232680,2013,,3.67
21082,A232680,2014,,4.64
21083,A232680,2015,8968,3.18
21084,A232680,2016,30909,5.12
21085,A232680,2017,45686,N/A(IFRS)
21086,A232680,2018,23000,3.25
21087,A232680,2019,17752,2.1
21088,A232680,2020,55293,1.76
21089,A232680,2021,195207,5.86
21090,A232680,2022,109206,10.69
21091,A232680,2023,118540,7.41
21092,A232680,2024,77963,
21093,A232680,2025,83227,
21094,A294630,2012,,9.35
21095,A294630,2013,,5.4
21096,A294630,2014,,8.23
21097,A294630,2015,,8.19
21098,A294630,2016,,N/A(IFRS)
21099,A294630,2017,,26.07
21100,A294630,2018,,3.59
21101,A294630,2019,,3.14
21102,A294630,2020,75453,8.97
21103,A294630,2021,81386,7.3
21104,A294630,2022,44383,6.99
21105,A294630,2023,102863,6.42
21106,A294630,2024,81530,
21107,A294630,2025,84168,
21108,A038460,2012,28249,6.37
21109,A038460,2013,28298,10.02
21110,A038460,2014,33566,
21111,A038460,2015,119448,11.8
21112,A038460,2016,92733,10.16
21113,A038460,2017,82462,7.71
21114,A038460,2018,75021,7.44
21115,A038460,2019,86863,8.08
21116,A038460,2020,162711,7.03
