NO,기업명,기업코드,ESG등급,환경,사회,지배구조,평가년도,ESG 등급조정,환경 등급조정,사회 등급조정,지배구조 등급조정
4401,영풍,000670,C,D,B,D,2020,,환경 등급조정(2020.10),,
4400,영풍,000670,C,D,C,B+,2021,,환경 등급조정(2022.01),,
4399,영풍,000670,B,C,B+,B,2022,,,,
4398,영풍,000670,B+,B+,B+,B,2023,,,사회 등급조정(2024.04.),
4397,영풍,000670,B,B,B,B+,2024,통합 등급조정(2024.10.),,사회 등급조정(2024.10.),
4396,영풍정밀,036560,B,B,미공개,B+,2019,,,,
4395,영풍정밀,036560,B,B,B,B,2020,,,,
4394,영풍정밀,036560,C,D,C,B+,2021,,,,
4393,영풍정밀,036560,B,C,B,B+,2022,,,,
4392,영풍정밀,036560,B,C,B,B+,2023,,,,
4391,영풍정밀,036560,B+,B+,A,B+,2024,,,,
4390,영풍제지,006740,미공개,미공개,미공개,미공개,2012,,,,
4389,영풍제지,006740,미공개,미공개,미공개,C,2013,,,,
4388,영풍제지,006740,미공개,미공개,미공개,C,2014,,,,
4387,영풍제지,006740,미공개,미공개,미공개,B,2015,,,,
4386,영풍제지,006740,미공개,미공개,미공개,C,2016,,,,
4385,영풍제지,006740,미공개,미공개,미공개,C,2017,,,,
4384,영풍제지,006740,미공개,미공개,미공개,C,2018,,,,
4383,영풍제지,006740,미공개,B,미공개,C,2019,,,,
4382,영풍제지,006740,B,B,C,B,2020,,,,
4381,영풍제지,006740,B,B,C,B,2021,,,,
4380,영풍제지,006740,D,C,D,D,2022,,,,
4379,영풍제지,006740,D,C,D,D,2023,통합 등급조정(2024.07.),,,지배구조 등급조정(2024.07.)
4378,영풍제지,006740,D,C,D,D,2024,통합 등급조정(2024.10.),,,지배구조 등급조정(2024.10.)
4377,영화금속,012280,미공개,미공개,미공개,미공개,2012,,,,
4376,영화금속,012280,미공개,미공개,미공개,C,2013,,,,
4375,영화금속,012280,미공개,미공개,미공개,C,2014,,,,
4374,영화금속,012280,미공개,미공개,미공개,B,2015,,,,
4373,영화금속,012280,미공개,미공개,미공개,B,2016,,,,
4372,영화금속,012280,미공개,미공개,미공개,B,2017,,,,
4371,영화금속,012280,미공개,미공개,미공개,B,2018,,,,
4370,영화금속,012280,미공개,미공개,미공개,B,2019,,,,
4369,영화금속,012280,B,B,C,B,2020,,,,
4368,영화금속,012280,C,C,C,B+,2021,,,,
4367,영화금속,012280,D,D,D,C,2022,,,,
4366,영화금속,012280,C,C,D,C,2023,,,,
4365,영화금속,012280,D,C,D,D,2024,,,,
4364,영흥,012160,B,C,B,B+,2021,,,,
4363,영흥,012160,C,D,D,B,2022,,,,
4362,영흥,012160,C,C,C,C,2023,,,,
4361,영흥,012160,C,C,D,C,2024,,,,
4360,영흥철강,012160,미공개,미공개,미공개,미공개,2012,,,,
4359,영흥철강,012160,미공개,미공개,미공개,B,2013,,,,
4358,영흥철강,012160,미공개,미공개,미공개,B,2014,,,,
4357,영흥철강,012160,미공개,B+,미공개,B,2015,,,,
4356,영흥철강,012160,미공개,B+,미공개,B,2016,,,,
4355,영흥철강,012160,B+,B+,B+,B+,2017,,,,
4354,영흥철강,012160,미공개,B+,미공개,B,2018,,,,
4353,영흥철강,012160,미공개,미공개,B,B,2019,,,,
4352,영흥철강,012160,B,C,B,B+,2020,,,,
4351,예스코,015360,미공개,미공개,B+,B+,2012,,,,
4350,예스코,015360,미공개,미공개,B+,B+,2013,,,,
4349,예스코,015360,B+,미공개,A,B+,2014,,,,
4348,예스코,015360,미공개,미공개,B+,B+,2015,,,,
4347,예스코,015360,미공개,미공개,B+,B+,2016,,,,
4346,예스코,015360,B+,미공개,B+,A,2017,,,,
4345,예스코홀딩스,015360,미공개,미공개,B+,B,2018,,,,
4344,예스코홀딩스,015360,B,미공개,B+,B+,2019,,,,
4343,예스코홀딩스,015360,B,D,B+,B+,2020,,,,
4342,예스코홀딩스,015360,B+,B,B+,B+,2021,,,,지배구조 등급조정(2022.01)
4341,예스코홀딩스,015360,B,C,B,B,2022,,,,
4340,예스코홀딩스,015360,B,C,B,B+,2023,,,,
4339,예스코홀딩스,015360,B,C,B,B+,2024,,,,
4338,오뚜기,007310,미공개,B+,미공개,미공개,2012,,,,
4337,오뚜기,007310,미공개,B+,미공개,C,2013,,,,
4336,오뚜기,007310,미공개,B+,미공개,C,2014,,,,
4335,오뚜기,007310,미공개,미공개,미공개,C,2015,,,,
4334,오뚜기,007310,미공개,미공개,B+,D,2016,통합 등급조정(2016.8),환경 등급조정(2016.8),,
4333,오뚜기,007310,미공개,미공개,B+,D,2017,,,,
4332,오뚜기,007310,B+,B+,A,B,2018,,,,
4331,오뚜기,007310,B+,B+,A,B+,2019,,,,
4330,오뚜기,007310,B+,B+,A,B,2020,,,,
4329,오뚜기,007310,A,B+,A+,B+,2021,,,,
4328,오뚜기,007310,C,C,B+,C,2022,,,,
4327,오뚜기,007310,B+,B+,A,B+,2023,,,,
4326,오뚜기,007310,A,A,A+,B+,2024,,,,
4325,오렌지라이프,079440,B,미공개,B+,B+,2019,,,,
4324,오렌지라이프,079440,등급없음,등급없음,등급없음,A,2020,,,,
4323,오리엔트바이오,002630,미공개,미공개,미공개,미공개,2012,,,,
4322,오리엔트바이오,002630,미공개,미공개,미공개,C,2013,,,,
4321,오리엔트바이오,002630,미공개,미공개,미공개,C,2014,,,,
4320,오리엔트바이오,002630,미공개,미공개,미공개,C,2015,,,,
4319,오리엔트바이오,002630,미공개,미공개,미공개,C,2016,,,,
4318,오리엔트바이오,002630,미공개,미공개,미공개,C,2017,,,,
4317,오리엔트바이오,002630,미공개,미공개,미공개,C,2018,,,,
4316,오리엔트바이오,002630,B,B,B,B,2019,,,,
4315,오리엔트바이오,002630,C,B,B,C,2020,,,,
4314,오리엔트바이오,002630,C,D,C,C,2021,,,,
4313,오리엔트바이오,002630,D,D,D,D,2022,,,,
4312,오리엔트바이오,002630,D,D,D,D,2023,,,,
4311,오리엔트바이오,002630,D,D,D,D,2024,,,,
4310,오리온,271560,B+,B,B,B+,2019,,,,
4309,오리온,271560,B+,B,B+,A,2020,,,,
4308,오리온,271560,A,A,A,B+,2021,,,,
4307,오리온,271560,A,B+,A,A,2022,,,,
4306,오리온,271560,A,A,A,B+,2023,,,,
4305,오리온,271560,A,A,A,B+,2024,,,,
4304,오리온홀딩스,001800,미공개,미공개,미공개,미공개,2012,,,,
4303,오리온홀딩스,001800,미공개,미공개,미공개,B,2013,,,,
4302,오리온홀딩스,001800,미공개,미공개,미공개,B,2014,,,,
4301,오리온홀딩스,001800,미공개,미공개,미공개,C,2015,,,,
4300,오리온홀딩스,001800,미공개,미공개,미공개,C,2016,,,,
4299,오리온홀딩스,001800,미공개,미공개,미공개,C,2017,통합 등급조정(2018.3),,,지배구조 등급조정(2018.3)
4298,오리온홀딩스,001800,미공개,미공개,미공개,D,2018,,,,
4297,오리온홀딩스,001800,B+,미공개,B+,B+,2019,,,,
4296,오리온홀딩스,001800,B+,C,B+,A,2020,,,,
4295,오리온홀딩스,001800,A,A,A,A,2021,,,,
4294,오리온홀딩스,001800,A,B+,A,A,2022,,,,
4293,오리온홀딩스,001800,A,A,A,A,2023,,,,
4292,오리온홀딩스,001800,A,A,A,A,2024,,,,
4291,오리콤,010470,B,미공개,B,B,2019,,,,
4290,오리콤,010470,B,D,B+,B+,2020,,,,
4289,오리콤,010470,B,D,B+,B+,2021,,,,
4288,오리콤,010470,C,D,C,C,2022,,,,
4287,오리콤,010470,B,D,C,B+,2023,,,,
4286,오리콤,010470,B,D,C,B+,2024,,,,
4285,오스코텍,039200,C,D,C,C,2020,,,,
4284,오스코텍,039200,C,D,C,B,2021,,,,
4283,오스코텍,039200,D,D,D,D,2022,,,,
4282,오스코텍,039200,D,D,C,D,2023,,,,
4281,오스코텍,039200,D,D,D,D,2024,,,,
4280,오스템임플란트,048260,B,미공개,B,B+,2019,,,,
4279,오스템임플란트,048260,C,D,B,C,2020,,,,
4278,오스템임플란트,048260,C,C,B+,D,2021,통합 등급조정(2022.01),,,지배구조 등급조정(2022.01)
4277,오스템임플란트,048260,D,D,D,D,2022,,,,
4276,오이솔루션,138080,B,D,B,B+,2021,,,,
4275,오이솔루션,138080,C,D,D,B,2022,,,,
4274,오하임아이엔티,309930,D,D,D,C,2022,,,,
4273,올릭스,226950,B,D,B,B+,2020,,,,
4272,와이비로드,010600,미공개,미공개,미공개,미공개,2012,,,,
4271,와이비로드,010600,미공개,미공개,미공개,C,2013,,,,
4270,와이비로드,010600,미공개,미공개,미공개,C,2014,,,,
4269,와이비로드,010600,미공개,미공개,미공개,C,2015,,,,
4268,와이비로드,010600,미공개,미공개,미공개,C,2016,,,,
4267,와이비로드,010600,미공개,미공개,미공개,B,2017,,,,
4266,와이솔,122990,C,D,B+,B,2021,,,,
4265,와이엔텍,067900,C,D,C,C,2020,,,,
4264,와이즈버즈,273060,B,D,B,B+,2021,,,,
4263,와이즈버즈,273060,D,D,D,C,2022,,,,
4262,와이즈버즈,273060,C,D,D,B,2023,,,,
4261,와이즈버즈,273060,D,D,D,C,2024,,,,
4260,와이지-원,019210,B,미공개,B+,B+,2019,,,,
4259,와이지-원,019210,B,D,B+,B,2020,,,,
4258,와이지엔터테인먼트,122870,미공개,미공개,B,C,2019,,,,
4257,와이지엔터테인먼트,122870,C,D,B,C,2020,,,,
4256,와이지엔터테인먼트,122870,B,D,B,B,2021,,,,
4255,와이지엔터테인먼트,122870,C,C,B+,D,2022,,,,
4254,와이지엔터테인먼트,122870,C,B+,A,D,2023,,,,
4253,와이지엔터테인먼트,122870,B,A,C,B+,2024,,,,
4252,와이투솔루션,011690,D,D,D,C,2022,,,,
4251,와이투솔루션,011690,C,C,C,C,2023,,,,
4250,와이투솔루션,011690,C,C,C,C,2024,,,,
4249,용평리조트,070960,미공개,미공개,미공개,B,2017,,,,
4248,용평리조트,070960,미공개,미공개,미공개,B,2018,,,,
4247,용평리조트,070960,B,B,B,B,2019,,,,
4246,용평리조트,070960,B,C,B,B,2020,,,,
4245,용평리조트,070960,C,C,C,B,2021,,,,
4244,용평리조트,070960,D,C,D,D,2022,,,,
4243,용평리조트,070960,D,C,D,D,2023,,,,
4242,우리금융지주,053000,A,미공개,A,A+,2012,,,,
4241,우리금융지주,053000,B+,미공개,B+,A,2013,,,,
4240,우리금융지주,053000,A,B+,A,A+,2014,,,,
4239,우리금융지주,316140,B+,B+,B+,B+,2020,,,사회 등급조정(2020.10),
4238,우리금융지주,316140,A,A+,A+,A,2021,,,,
4237,우리금융지주,316140,A,A,A+,B+,2022,,,,지배구조 등급조정(2022.11)
4236,우리금융지주,316140,A,A+,A+,A,2023,,,,
4235,우리금융지주,316140,A,A+,A,A,2024,,,,
4234,우리금융캐피탈,033660,B,D,B+,B,2020,,,,
4233,우리금융캐피탈,033660,B,D,B+,B+,2021,,,,
4232,우리금융캐피탈,033660,등급없음,등급없음,등급없음,B,2022,,,,
4231,우리금융캐피탈,033660,등급없음,등급없음,등급없음,B,2023,,,,
4230,우리금융캐피탈,033660,등급없음,등급없음,등급없음,B,2024,,,,
4229,우리기술투자,041190,D,D,C,D,2020,,,,
4228,우리기술투자,041190,C,D,C,C,2021,,,,
4227,우리기술투자,041190,D,D,D,D,2022,,,,
4226,우리기술투자,041190,D,D,D,D,2023,,,,
4225,우리기술투자,041190,D,D,D,D,2024,,,,
4224,우리들제약,004720,미공개,미공개,미공개,미공개,2012,,,,
4223,우리들제약,004720,미공개,미공개,미공개,C,2013,,,,
4222,우리들제약,004720,미공개,미공개,미공개,C,2014,,,,
4221,우리들제약,004720,미공개,미공개,미공개,C,2015,,,,
4220,우리들제약,004720,미공개,미공개,미공개,C,2016,,,,
4219,우리들제약,004720,미공개,미공개,미공개,D,2017,,,,
4218,우리들제약,004720,미공개,미공개,미공개,C,2018,,,,
4217,우리들제약,004720,미공개,미공개,B,C,2019,,,,
4216,우리들제약,004720,C,D,B,C,2020,,,,
4215,우리들휴브레인,118000,미공개,미공개,미공개,미공개,2012,,,,
4214,우리들휴브레인,118000,미공개,미공개,미공개,D,2013,,,,
4213,우리들휴브레인,118000,미공개,미공개,미공개,D,2014,,,,
4212,우리들휴브레인,118000,미공개,미공개,미공개,C,2015,,,,
4211,우리들휴브레인,118000,미공개,미공개,미공개,C,2016,,,,
4210,우리들휴브레인,118000,미공개,미공개,미공개,C,2017,,,,
4209,우리들휴브레인,118000,미공개,미공개,미공개,C,2018,,,,
4208,우리들휴브레인,118000,미공개,미공개,B,C,2019,,,,
4207,우리들휴브레인,118000,C,D,C,B,2020,,,,
4206,우리들휴브레인,118000,B,D,B,B,2021,,,,
4205,우리은행,000030,등급없음,등급없음,등급없음,C,2019,,,,지배구조 등급조정(2019.10)
4204,우리은행,000030,등급없음,등급없음,등급없음,B,2020,,,,
4203,우리은행,000030,등급없음,등급없음,등급없음,C,2021,,,,지배구조 등급조정(2022.07)
4202,우리은행,000030,등급없음,등급없음,등급없음,B+,2022,,,,지배구조 등급조정(2022.11)
4201,우리은행,000030,등급없음,등급없음,등급없음,B+,2023,,,,
4200,우리은행,000030,등급없음,등급없음,등급없음,B+,2024,,,,지배구조 등급조정(2024.10.)
4199,우리종금,010050,미공개,미공개,미공개,B+,2012,,,,
4198,우리종금,010050,미공개,미공개,미공개,B+,2013,,,,
4197,우리종금,010050,미공개,미공개,미공개,C,2014,,,,
4196,우리종금,010050,미공개,미공개,미공개,B,2015,,,,
4195,우리종금,010050,미공개,미공개,미공개,B+,2016,,,,
4194,우리종금,010050,미공개,미공개,미공개,B+,2017,,,,
4193,우리종금,010050,미공개,미공개,미공개,B+,2018,,,,
4192,우리종금,010050,미공개,미공개,미공개,C,2019,,,,
4191,우리종금,010050,B,D,B,B,2020,,,,
4190,우리종금,010050,B,D,B+,B,2021,,,,
4189,우리종금,010050,B+,B+,A,B+,2023,,,,
4188,우리종합금융,010050,B,C,B,B+,2022,,,,
4187,우리종합금융,010050,등급없음,등급없음,등급없음,B+,2024,,,,
4186,우리카드,879070,등급없음,등급없음,등급없음,B+,2019,,,,
4185,우리카드,879070,등급없음,등급없음,등급없음,B+,2020,,,,
4184,우리카드,879070,등급없음,등급없음,등급없음,B+,2021,,,,
4183,우리카드,879070,등급없음,등급없음,등급없음,B+,2022,,,,
4182,우리카드,879070,등급없음,등급없음,등급없음,B+,2023,,,,
4181,우리카드,879070,등급없음,등급없음,등급없음,A,2024,,,,
4180,우성,006980,C,D,C,B,2022,,,,
4179,우성,006980,C,D,C,C,2023,,,,
4178,우성,006980,D,D,C,D,2024,,,,
4177,우성사료,006980,미공개,미공개,미공개,미공개,2012,,,,
4176,우성사료,006980,미공개,미공개,미공개,B,2013,,,,
4175,우성사료,006980,미공개,미공개,미공개,B,2014,,,,
4174,우성사료,006980,미공개,미공개,미공개,B,2015,,,,
4173,우성사료,006980,미공개,미공개,미공개,B+,2016,,,,
4172,우성사료,006980,미공개,미공개,미공개,B,2017,,,,
4171,우성사료,006980,미공개,미공개,미공개,C,2018,,,,
4170,우성사료,006980,미공개,미공개,B,C,2019,,,,
4169,우성사료,006980,C,D,C,C,2020,,,,
4168,우성사료,006980,C,D,C,B+,2021,,,,
4167,우신시스템,017370,미공개,미공개,미공개,미공개,2012,,,,
4166,우신시스템,017370,미공개,미공개,미공개,B,2013,,,,
4165,우신시스템,017370,미공개,미공개,미공개,C,2014,,,,
4164,우신시스템,017370,미공개,미공개,미공개,C,2015,,,,
4163,우신시스템,017370,미공개,미공개,미공개,C,2016,,,,
4162,우신시스템,017370,미공개,미공개,미공개,C,2017,,,,
4161,우신시스템,017370,미공개,미공개,미공개,C,2018,,,,
4160,우신시스템,017370,B,B,미공개,B,2019,,,,
4159,우신시스템,017370,B+,B,B,B+,2020,,,,
4158,우신시스템,017370,B,C,C,B+,2021,,,,
4157,우신시스템,017370,D,D,D,C,2022,,,,
4156,우신시스템,017370,C,D,D,B,2023,,,,
4155,우신시스템,017370,C,D,D,B,2024,,,,
4154,우진,105840,미공개,미공개,미공개,미공개,2012,,,,
4153,우진,105840,미공개,미공개,미공개,B+,2013,,,,
4152,우진,105840,미공개,미공개,미공개,B,2014,,,,
4151,우진,105840,미공개,미공개,미공개,B+,2015,,,,
4150,우진,105840,미공개,미공개,미공개,B,2016,,,,
4149,우진,105840,미공개,미공개,미공개,B,2017,,,,
4148,우진,105840,미공개,미공개,미공개,B,2018,,,,
4147,우진,105840,B,B,B,B,2019,,,,
4146,우진,105840,B+,B,B,B+,2020,,,,
4145,우진,105840,B,C,C,B+,2021,,,,
4144,우진,105840,C,D,C,B,2022,,,,
4143,우진,105840,C,D,C,C,2023,,,,
4142,우진,105840,C,D,C,B,2024,,,,
4141,우진아이엔에스,010400,C,C,C,B+,2020,,,,
4140,우진아이엔에스,010400,C,C,C,B+,2021,,,,
4139,우진아이엔에스,010400,C,D,D,B,2022,,,,
4138,우진아이엔에스,010400,C,C,D,B,2023,,,,
4137,우진아이엔에스,010400,C,C,C,B,2024,,,,
4136,우진플라임,049800,미공개,미공개,미공개,미공개,2012,,,,
4135,우진플라임,049800,미공개,미공개,미공개,C,2013,,,,
4134,우진플라임,049800,미공개,미공개,미공개,B,2014,,,,
4133,우진플라임,049800,미공개,미공개,미공개,C,2015,,,,
4132,우진플라임,049800,미공개,미공개,미공개,B,2016,,,,
4131,우진플라임,049800,미공개,미공개,미공개,B,2017,,,,
4130,우진플라임,049800,미공개,미공개,미공개,B,2018,,,,
4129,우진플라임,049800,B,B,B,B,2019,,,,
4128,우진플라임,049800,B,B,B,B,2020,,,,
4127,우진플라임,049800,B,B,C,B,2021,,,,
4126,우진플라임,049800,D,D,D,D,2022,,,,
4125,우진플라임,049800,C,C,D,C,2023,,,,
4124,우진플라임,049800,D,C,D,D,2024,,,,
4123,웅진,016880,미공개,미공개,미공개,미공개,2012,,,,
4122,웅진,016880,미공개,미공개,미공개,C,2015,,,,
4121,웅진,016880,미공개,미공개,미공개,B,2016,,,,
4120,웅진,016880,미공개,미공개,미공개,B,2017,,,,
4119,웅진,016880,미공개,미공개,미공개,C,2018,통합 등급조정(2019.4),,,지배구조 등급조정(2019.4)
4118,웅진,016880,미공개,미공개,B,C,2019,,,,
4117,웅진,016880,B,D,B,B+,2020,,,,
4116,웅진,016880,B,D,B+,B+,2021,,,,
4115,웅진,016880,C,C,B+,C,2022,,,,
4114,웅진,016880,B+,B,A,B,2023,,,,
4113,웅진,016880,B,C,B+,B,2024,,,,
4112,웅진씽크빅,095720,B+,B+,B+,B+,2012,,,,
4111,웅진씽크빅,095720,미공개,B+,B+,C,2013,,,,
4110,웅진씽크빅,095720,미공개,미공개,B+,B,2014,,,,
4109,웅진씽크빅,095720,미공개,미공개,미공개,B,2015,,,,
4108,웅진씽크빅,095720,미공개,미공개,미공개,C,2016,,,,
4107,웅진씽크빅,095720,미공개,미공개,미공개,C,2017,통합 등급조정(2017.8),,,지배구조 등급조정(2017.8)
4106,웅진씽크빅,095720,미공개,미공개,미공개,C,2018,,,,
4105,웅진씽크빅,095720,B,미공개,B,B+,2019,,,,
4104,웅진씽크빅,095720,B,D,B,B,2020,,,,
4103,웅진씽크빅,095720,B+,B,A,B+,2021,,,,
4102,웅진씽크빅,095720,B+,C,B+,B+,2022,,,,
4101,웅진씽크빅,095720,B+,B+,A+,B,2023,,,,
4100,웅진씽크빅,095720,B,B,A+,C,2024,,,,
4099,웅진에너지,103130,미공개,B+,미공개,미공개,2012,,,,
4098,웅진에너지,103130,미공개,B+,미공개,B,2013,,,,
4097,웅진에너지,103130,B+,A,미공개,B,2014,,,,
4096,웅진에너지,103130,미공개,B+,미공개,C,2015,,,,
4095,웅진에너지,103130,미공개,A,미공개,C,2016,,,,
4094,웅진에너지,103130,B+,A,미공개,B,2017,,,,
4093,웅진에너지,103130,미공개,B+,미공개,B,2018,,,,
4092,웅진코웨이,021240,A,A+,A,B+,2019,,,,
4091,원림,005820,미공개,미공개,미공개,미공개,2012,,,,
4090,원림,005820,미공개,미공개,미공개,C,2013,,,,
4089,원림,005820,미공개,미공개,미공개,C,2014,,,,
4088,원림,005820,미공개,미공개,미공개,C,2015,,,,
4087,원림,005820,미공개,미공개,미공개,C,2016,,,,
4086,원림,005820,미공개,미공개,미공개,B,2017,,,,
4085,원림,005820,미공개,미공개,미공개,C,2018,,,,
4084,원림,005820,미공개,미공개,미공개,B,2019,,,,
4083,원림,005820,C,D,B,C,2020,,,,
4082,원림,005820,C,D,B,B,2021,,,,
4081,원림,005820,D,D,D,C,2022,,,,
4080,원림,005820,C,C,D,C,2023,,,,
4079,원림,005820,D,D,D,C,2024,,,,
4078,원익IPS,240810,미공개,미공개,B+,C,2019,,,,
4077,원익IPS,240810,B,C,B+,B+,2020,,,,
4076,원익IPS,240810,B+,B+,A,B+,2021,,,,
4075,원익IPS,240810,B,C,B+,B,2022,,,,
4074,원익IPS,240810,B,B,B+,B,2023,,,,
4073,원익IPS,240810,B,B,A,C,2024,,,,
4072,원익QnC,074600,D,D,C,C,2022,,,,
4071,원익QnC,074600,B+,B,A,B,2023,,,,
4070,원익QnC,074600,C,B+,A,D,2024,,,,
4069,원익머트리얼즈,104830,C,C,B,B,2021,,,,
4068,원익머트리얼즈,104830,C,C,B,B,2022,,,,
