NO,기업명,기업코드,ESG등급,환경,사회,지배구조,평가년도,ESG 등급조정,환경 등급조정,사회 등급조정,지배구조 등급조정
4836,안랩,053800,A,B+,A+,B+,2024,,,,
4835,안트로젠,065660,C,D,C,B+,2020,,,,
4834,안트로젠,065660,C,D,C,B+,2021,,,,
4833,알루코,001780,미공개,미공개,미공개,미공개,2012,,,,
4832,알루코,001780,미공개,미공개,미공개,D,2013,,,,
4831,알루코,001780,미공개,미공개,미공개,C,2014,,,,
4830,알루코,001780,미공개,미공개,미공개,D,2015,,,,
4829,알루코,001780,미공개,미공개,미공개,D,2016,,,,
4828,알루코,001780,미공개,미공개,미공개,B,2017,,,,
4827,알루코,001780,미공개,미공개,미공개,C,2018,,,,
4826,알루코,001780,미공개,미공개,B,B,2019,,,,
4825,알루코,001780,B,B,B,B,2020,,,,
4824,알루코,001780,C,C,D,B,2021,,,,
4823,알루코,001780,D,D,C,D,2022,,,,
4822,알루코,001780,D,C,C,D,2023,,,,
4821,알루코,001780,C,B,B,C,2024,,,,
4820,알보젠코리아,002250,미공개,미공개,미공개,미공개,2012,,,,
4819,알보젠코리아,002250,미공개,미공개,미공개,B,2013,,,,
4818,알보젠코리아,002250,미공개,미공개,미공개,B,2014,,,,
4817,알보젠코리아,002250,미공개,미공개,미공개,C,2015,,,,
4816,알보젠코리아,002250,미공개,미공개,미공개,C,2016,,,,
4815,알보젠코리아,002250,미공개,미공개,미공개,B,2017,,,,
4814,알보젠코리아,002250,미공개,미공개,미공개,B,2018,,,,
4813,알서포트,131370,B,D,C,B+,2021,,,,
4812,알서포트,131370,D,D,C,D,2022,,,,
4811,알앤엘바이오,003190,미공개,미공개,미공개,미공개,2012,,,,
4810,알테오젠,196170,C,D,C,B,2021,,,,
4809,알테오젠,196170,C,D,C,B+,2022,,,,
4808,알테오젠,196170,C,D,B,C,2023,,,,
4807,알테오젠,196170,C,D,C,B,2024,,,,
4806,압타바이오,293780,D,D,D,C,2022,,,,
4805,애경산업,018250,B,C,B+,B,2020,,,,지배구조 등급조정(2021.1)
4804,애경산업,018250,A,B+,A+,B+,2021,,,,
4803,애경산업,018250,A,B+,A+,B+,2022,,,,
4802,애경산업,018250,A,A,A+,A,2023,,,,
4801,애경산업,018250,A,A,A+,A,2024,,,,
4800,애경유화,161000,미공개,미공개,미공개,C,2014,,,,
4799,애경유화,161000,미공개,B+,미공개,C,2015,,,,
4798,애경유화,161000,미공개,B+,미공개,C,2016,,,,
4797,애경유화,161000,미공개,B+,미공개,B,2017,,,,
4796,애경유화,161000,미공개,B+,미공개,C,2018,,,,
4795,애경유화,161000,B,B+,미공개,B,2019,,,,
4794,애경유화,161000,B,B+,C,B,2020,,,,
4793,애경케미칼,161000,B,B,C,B,2021,,,,
4792,애경케미칼,161000,B+,B+,A,B+,2022,,,,
4791,애경케미칼,161000,A,A,A,B+,2023,,,,
4790,애경케미칼,161000,B+,B+,A,B+,2024,,,,
4789,에넥스,011090,미공개,미공개,미공개,미공개,2012,,,,
4788,에넥스,011090,미공개,미공개,미공개,C,2013,,,,
4787,에넥스,011090,미공개,미공개,미공개,B,2014,,,,
4786,에넥스,011090,미공개,미공개,미공개,B,2015,,,,
4785,에넥스,011090,미공개,미공개,미공개,C,2016,,,,
4784,에넥스,011090,미공개,미공개,B+,C,2017,,,,
4783,에넥스,011090,미공개,미공개,B+,C,2018,,,,
4782,에넥스,011090,미공개,B,B+,C,2019,,,,
4781,에넥스,011090,B,B,B+,B,2020,,,,
4780,에넥스,011090,B,C,B,B,2021,,,,
4779,에넥스,011090,C,D,C,C,2022,,,,
4778,에넥스,011090,C,C,C,C,2023,,,,
4777,에넥스,011090,D,C,D,D,2024,,,,
4776,에버다임,041440,B+,B,B+,B+,2019,,,,
4775,에버다임,041440,A,B+,B+,A,2020,,,,
4774,에스디바이오센서,137310,D,C,C,D,2023,,,,
4773,에스디바이오센서,137310,C,C,B,D,2024,,,,
4772,에스메디,118000,D,D,D,C,2023,,,,
4771,에스모,073070,C,C,C,C,2020,,,,
4770,에스앤에스텍,101490,C,D,C,B+,2021,,,,
4769,에스앤에스텍,101490,C,D,D,B,2022,,,,
4768,에스앤에스텍,101490,C,D,D,B+,2023,,,,
4767,에스앤에스텍,101490,C,D,D,B+,2024,,,,
4766,에스에프에이,056190,B+,B,B,B+,2019,,,,
4765,에스에프에이,056190,B+,B,B+,B+,2020,,,,
4764,에스에프에이,056190,B+,C,B,A,2021,,,,
4763,에스에프에이,056190,C,D,C,B,2022,,,,
4762,에스에프에이,056190,C,C,C,B,2023,,,,
4761,에스에프에이,056190,C,C,C,B,2024,,,,
4760,에스엘,005850,미공개,미공개,B+,미공개,2012,,,,
4759,에스엘,005850,미공개,미공개,미공개,B,2013,,,,
4758,에스엘,005850,미공개,미공개,미공개,B,2014,,,,
4757,에스엘,005850,미공개,미공개,B+,B,2015,,,,
4756,에스엘,005850,미공개,미공개,B+,C,2016,,,,
4755,에스엘,005850,미공개,미공개,B+,C,2017,,,,
4754,에스엘,005850,미공개,미공개,B+,C,2018,,,,
4753,에스엘,005850,미공개,B,B+,D,2019,,,,지배구조 등급조정(2020.7)
4752,에스엘,005850,C,B,B+,D,2020,,,,지배구조 등급조정(2020.10)
4751,에스엘,005850,B+,B+,B+,B+,2021,,,,
4750,에스엘,005850,B+,B,B+,B+,2022,,,사회 등급조정(2022.11),
4749,에스엘,005850,B+,B+,A,B+,2023,,,,
4748,에스엘,005850,B,B+,A,C,2024,,,,
4747,에스엠,041510,미공개,미공개,B,C,2019,,,,
4746,에스엠,041510,C,D,B,D,2020,,,,
4745,에스엠,041510,B,D,B,B,2021,,,,
4744,에스엠,041510,C,D,B,D,2022,,,,
4743,에스엠,041510,B+,A,A,B+,2023,,,,
4742,에스엠,041510,B+,A,B+,B+,2024,,,,
4741,에스엠벡셀,010580,D,D,D,D,2022,,,,
4740,에스엠벡셀,010580,D,D,C,C,2023,,,,
4739,에스엠벡셀,010580,D,D,D,C,2024,,,,
4738,에스엠코어,007820,B,B,미공개,B,2019,,,,
4737,에스엠코어,007820,B,B,C,B,2020,,,,
4736,에스엠코어,007820,C,D,C,B,2021,,,,
4735,에스엠코어,007820,C,D,D,B,2022,,,,
4734,에스엠코어,007820,C,D,C,B,2023,,,,
4733,에스엠코어,007820,C,D,C,C,2024,,,,
4732,에스원,012750,미공개,미공개,B+,미공개,2012,,,,
4731,에스원,012750,미공개,미공개,B+,B,2013,,,,
4730,에스원,012750,미공개,미공개,B+,B,2014,,,,
4729,에스원,012750,미공개,미공개,미공개,C,2015,,,,
4728,에스원,012750,미공개,미공개,B+,B,2016,,,,
4727,에스원,012750,미공개,미공개,미공개,C,2017,,,사회 등급조정(2017.8),
4726,에스원,012750,미공개,미공개,미공개,C,2018,,,,
4725,에스원,012750,B+,B,B+,B+,2019,,,,
4724,에스원,012750,B+,B,A,B+,2020,,,,
4723,에스원,012750,A,B,A,A,2021,,,,
4722,에스원,012750,B+,B+,A,B,2022,,,,
4721,에스원,012750,B+,B+,A,B+,2023,,,,
4720,에스원,012750,B+,B+,A,B+,2024,,,,
4719,에스제이엠,123700,미공개,미공개,미공개,미공개,2012,,,,
4718,에스제이엠,123700,미공개,미공개,미공개,B+,2013,,,,
4717,에스제이엠,123700,미공개,미공개,미공개,B,2014,,,,
4716,에스제이엠,123700,미공개,미공개,미공개,B,2015,,,,
4715,에스제이엠,123700,미공개,미공개,미공개,B+,2016,,,,
4714,에스제이엠,123700,미공개,미공개,미공개,B,2017,,,,
4713,에스제이엠,123700,미공개,미공개,미공개,B,2018,,,,
4712,에스제이엠,123700,미공개,미공개,B,B,2019,,,,
4711,에스제이엠,123700,C,C,B,C,2020,,,,
4710,에스제이엠,123700,B,C,B,B+,2021,,,,
4709,에스제이엠,123700,D,D,C,C,2022,,,,
4708,에스제이엠,123700,C,C,C,C,2023,,,,
4707,에스제이엠,123700,C,C,C,C,2024,,,,
4706,에스제이엠홀딩스,025530,미공개,미공개,미공개,미공개,2012,,,,
4705,에스제이엠홀딩스,025530,미공개,미공개,미공개,B,2013,,,,
4704,에스제이엠홀딩스,025530,미공개,미공개,미공개,B,2014,,,,
4703,에스제이엠홀딩스,025530,미공개,미공개,미공개,B,2015,,,,
4702,에스제이엠홀딩스,025530,미공개,미공개,미공개,B,2016,,,,
4701,에스제이엠홀딩스,025530,미공개,미공개,미공개,B+,2017,,,,
4700,에스제이엠홀딩스,025530,미공개,미공개,미공개,B,2018,,,,
4699,에스제이엠홀딩스,025530,B,미공개,B,B+,2019,,,,
4698,에스제이엠홀딩스,025530,B,C,B,B,2020,,,,
4697,에스제이엠홀딩스,025530,B,C,B,B,2021,,,,
4696,에스제이엠홀딩스,025530,C,D,C,C,2022,,,,
4695,에스제이엠홀딩스,025530,C,C,C,C,2023,,,,
4694,에스제이엠홀딩스,025530,C,C,C,C,2024,,,,
4693,에스제이지세종,033530,D,C,C,D,2023,,,,
4692,에스제이지세종,033530,D,C,C,D,2024,,,,
4691,에스케이바이오팜,326030,A,B+,A+,A,2023,,,,
4690,에스케이바이오팜,326030,A,B+,A+,A,2024,,,,
4689,에스티큐브,052020,C,D,C,C,2020,,,,
4688,에스티큐브,052020,C,D,C,B,2021,,,,
4687,에스티큐브,052020,D,D,D,C,2023,,,,
4686,에스티큐브,052020,D,D,D,D,2024,,,,
4685,에스티팜,237690,B,미공개,B,B+,2019,,,,
4684,에스티팜,237690,B,D,B+,B+,2020,,,,
4683,에스티팜,237690,A,B+,A,A,2021,,,,
4682,에스티팜,237690,B+,B,B+,A,2022,,,,
4681,에스티팜,237690,A,A,A,A,2023,,,,
4680,에스티팜,237690,A,A,A+,B+,2024,,,,
4679,에스피지,058610,D,D,D,C,2024,,,,
4678,에쓰씨엔지니어링,023960,미공개,미공개,미공개,미공개,2012,,,,
4677,에쓰씨엔지니어링,023960,미공개,미공개,미공개,C,2013,,,,
4676,에쓰씨엔지니어링,023960,미공개,미공개,미공개,C,2014,,,,
4675,에쓰씨엔지니어링,023960,미공개,미공개,미공개,C,2015,,,,
4674,에쓰씨엔지니어링,023960,미공개,미공개,미공개,C,2016,,,,
4673,에쓰씨엔지니어링,023960,미공개,미공개,미공개,B,2017,,,,
4672,에쓰씨엔지니어링,023960,미공개,미공개,미공개,C,2018,,,,
4671,에쓰씨엔지니어링,023960,미공개,B,미공개,C,2019,,,,
4670,에쓰씨엔지니어링,023960,C,C,B,B,2020,,,,
4669,에쓰씨엔지니어링,023960,C,C,C,B,2021,,,,
4668,에쓰씨엔지니어링,023960,D,D,D,D,2022,,,,
4667,에쓰씨엔지니어링,023960,D,C,D,D,2023,,,,
4666,에쓰씨엔지니어링,023960,D,C,D,D,2024,,,,
4665,에어부산,298690,C,C,B+,C,2020,통합 등급조정(2021.7),,,지배구조 등급조정(2021.7)
4664,에어부산,298690,C,C,B,D,2021,,,,지배구조 등급조정(2021.10)
4663,에어부산,298690,D,C,C,D,2022,,,,
4662,에어부산,298690,C,C,B,D,2023,,,,
4661,에어부산,298690,C,B+,B+,D,2024,통합 등급조정(2024.10.),,,지배구조 등급조정(2024.10.)
4660,에이리츠,140910,C,D,D,B,2023,,,,
4659,에이리츠,140910,C,D,D,B,2024,,,,
4658,에이블씨엔씨,078520,미공개,미공개,미공개,미공개,2012,,,,
4657,에이블씨엔씨,078520,미공개,미공개,미공개,B,2013,,,,
4656,에이블씨엔씨,078520,미공개,미공개,미공개,B,2014,,,,
4655,에이블씨엔씨,078520,미공개,미공개,미공개,B,2015,,,,
4654,에이블씨엔씨,078520,미공개,미공개,미공개,B,2016,,,,
4653,에이블씨엔씨,078520,미공개,미공개,미공개,B+,2017,,,,
4652,에이블씨엔씨,078520,미공개,미공개,미공개,D,2018,,,,
4651,에이블씨엔씨,078520,미공개,미공개,미공개,C,2019,,,,
4650,에이블씨엔씨,078520,C,D,B,C,2020,,,,
4649,에이블씨엔씨,078520,B+,C,B+,B+,2021,,,,
4648,에이블씨엔씨,078520,B,D,B,B,2022,,,,
4647,에이블씨엔씨,078520,C,C,B,C,2023,,,,
4646,에이블씨엔씨,078520,B+,B,B+,B+,2024,,,,
4645,에이비엘바이오,298380,B,D,B,A,2021,,,,
4644,에이비엘바이오,298380,C,D,D,B+,2022,,,,
4643,에이비엘바이오,298380,C,D,D,B+,2023,,,,
4642,에이비엘바이오,298380,C,D,D,B+,2024,,,,
4641,에이비엘생명보험,804337,등급없음,등급없음,등급없음,B,2019,,,,
4640,에이비엘생명보험,804337,등급없음,등급없음,등급없음,B+,2020,,,,
4639,에이비엘생명보험,804337,등급없음,등급없음,등급없음,B,2021,,,,
4638,에이비엘생명보험,804337,등급없음,등급없음,등급없음,B+,2022,,,,
4637,에이비엘생명보험,804337,등급없음,등급없음,등급없음,B+,2023,,,,
4636,에이비엘생명보험,804337,등급없음,등급없음,등급없음,B+,2024,,,,
4635,에이스침대,003800,C,D,C,B,2022,,,,
4634,에이스테크,088800,C,D,C,B,2021,,,,
4633,에이스테크,088800,D,D,C,C,2022,,,,
4632,에이스테크,088800,D,D,C,C,2023,,,,
4631,에이아이에이생명보험,801688,등급없음,등급없음,등급없음,B,2019,,,,
4630,에이아이에이생명보험,801688,등급없음,등급없음,등급없음,B,2020,,,,
4629,에이아이에이생명보험,801688,등급없음,등급없음,등급없음,B,2021,,,,
4628,에이아이에이생명보험,801688,등급없음,등급없음,등급없음,B,2022,,,,
4627,에이아이에이생명보험,801688,등급없음,등급없음,등급없음,B,2023,,,,
4626,에이아이에이생명보험,801688,등급없음,등급없음,등급없음,B,2024,,,,
4625,에이엔피,015260,미공개,미공개,미공개,미공개,2012,,,,
4624,에이엔피,015260,미공개,미공개,미공개,C,2013,,,,
4623,에이엔피,015260,미공개,미공개,미공개,C,2014,,,,
4622,에이엔피,015260,미공개,미공개,미공개,C,2015,,,,
4621,에이엔피,015260,미공개,미공개,미공개,C,2016,,,,
4620,에이엔피,015260,미공개,미공개,미공개,C,2017,,,,
4619,에이엔피,015260,미공개,미공개,미공개,C,2018,,,,
4618,에이엔피,015260,미공개,B,미공개,D,2019,,,,
4617,에이엔피,015260,C,B,C,C,2020,,,,
4616,에이엔피,015260,C,C,C,B,2021,,,,
4615,에이엔피,015260,D,D,D,D,2022,,,,
4614,에이엔피,015260,D,C,D,D,2023,,,,
4613,에이엔피,015260,D,C,D,D,2024,,,,
4612,에이치엘비,028300,미공개,미공개,미공개,C,2019,,,,
4611,에이치엘비,028300,C,D,B,C,2020,,,,
4610,에이치엘비,028300,B,B,B+,B,2021,,,,
4609,에이치엘비생명과학,067630,C,D,C,C,2020,,,,
4608,에이치엘비생명과학,067630,C,C,C,C,2021,,,,
4607,에이치엘사이언스,239610,B,D,B,B+,2021,,,,
4606,에이프로젠,007460,D,D,D,D,2023,,,,
4605,에이프로젠,007460,D,D,D,D,2024,,,,
4604,에이프로젠 KIC,007460,미공개,미공개,미공개,C,2018,,,,
4603,에이프로젠 KIC,007460,미공개,B,미공개,C,2019,,,,
4602,에이프로젠 KIC,007460,C,C,D,C,2020,,,,
4601,에이프로젠 MED,007460,C,D,C,C,2021,,,,
4600,에이프로젠 MED,007460,D,D,D,D,2022,,,,
4599,에이프로젠KIC,007460,미공개,미공개,미공개,미공개,2012,,,,
4598,에이프로젠KIC,007460,미공개,미공개,미공개,C,2013,,,,
4597,에이프로젠KIC,007460,미공개,미공개,미공개,D,2014,,,,
4596,에이프로젠KIC,007460,미공개,미공개,미공개,B,2015,,,,
4595,에이프로젠KIC,007460,미공개,미공개,미공개,C,2016,,,,
4594,에이프로젠KIC,007460,미공개,미공개,미공개,C,2017,,,,
4593,에이프로젠바이오로직스,003060,D,D,D,D,2023,,,,
4592,에이프로젠바이오로직스,003060,D,C,D,D,2024,,,,
4591,에이프로젠제약,003060,미공개,미공개,미공개,미공개,2012,,,,
4590,에이프로젠제약,003060,미공개,미공개,미공개,C,2013,,,,
4589,에이프로젠제약,003060,미공개,미공개,미공개,C,2014,,,,
4588,에이프로젠제약,003060,미공개,미공개,미공개,C,2015,,,,
4587,에이프로젠제약,003060,미공개,미공개,미공개,C,2016,,,,
4586,에이프로젠제약,003060,미공개,미공개,미공개,C,2017,,,,
4585,에이프로젠제약,003060,미공개,미공개,미공개,D,2018,,,,
4584,에이프로젠제약,003060,미공개,미공개,미공개,D,2019,,,,
4583,에이프로젠제약,003060,C,D,C,C,2020,,,,
4582,에이프로젠제약,003060,C,D,C,C,2021,,,,
4581,에이프로젠제약,003060,D,D,D,D,2022,,,,
4580,에이플러스에셋,244920,D,D,D,C,2022,,,,
4579,에이플러스에셋,244920,C,D,C,C,2023,,,,
4578,에이플러스에셋,244920,D,D,D,C,2024,,,,
4577,에이피티씨,089970,C,D,D,B+,2022,,,,
4576,에치에프알,230240,D,D,D,D,2024,,,,
4575,에코마케팅,230360,C,D,C,B,2021,,,,
4574,에코마케팅,230360,C,D,D,B,2022,,,,
4573,에코마케팅,230360,C,D,C,B,2023,,,,
4572,에코마케팅,230360,C,D,D,B,2024,,,,
4571,에코프로,086520,B,미공개,B+,B,2019,,,,
4570,에코프로,086520,B,C,B+,B+,2020,,,,
4569,에코프로,086520,B+,B,B+,B+,2021,,,,
4568,에코프로,086520,C,C,B,D,2022,,,,
4567,에코프로,086520,C,B+,A,D,2023,,,,
4566,에코프로,086520,C,B,B+,D,2024,,,,
4565,에코프로비엠,247540,B,B,B,B+,2021,,,,
4564,에코프로비엠,247540,B,C,B+,B,2022,,,,
4563,에코프로비엠,247540,B,B+,A,C,2023,,,,
4562,에코프로비엠,247540,C,B,B+,D,2024,,,,
4561,에코프로에이치엔,383310,B,C,B,B+,2023,,,,
4560,에코프로에이치엔,383310,B,B,B,B+,2024,,,,
4559,에프에스티,036810,D,D,D,D,2022,,,,
4558,에프에스티,036810,C,B+,B+,D,2023,,,,
4557,에프에스티,036810,C,C,D,C,2024,,,,
4556,엑세스바이오,950130,D,D,D,D,2022,,,,
4555,엔씨소프트,036570,B+,미공개,미공개,A,2012,,,,
4554,엔씨소프트,036570,미공개,미공개,미공개,B+,2013,,,,
4553,엔씨소프트,036570,미공개,미공개,미공개,B+,2014,,,,
4552,엔씨소프트,036570,미공개,미공개,미공개,A,2015,,,,
4551,엔씨소프트,036570,미공개,미공개,미공개,B+,2016,,,,
4550,엔씨소프트,036570,미공개,미공개,미공개,B,2017,,,,지배구조 등급조정(2017.8)
4549,엔씨소프트,036570,미공개,미공개,미공개,B+,2018,,,,
4548,엔씨소프트,036570,B,미공개,B,B+,2019,,,,
4547,엔씨소프트,036570,B+,D,B+,A,2020,,,,
4546,엔씨소프트,036570,A,B+,A,A,2021,,,,
4545,엔씨소프트,036570,A,B+,A,A,2022,,,,
4544,엔씨소프트,036570,A,B+,A,A,2023,,,,
4543,엔씨소프트,036570,A,B+,A+,A,2024,,,,
4542,엔에스쇼핑,138250,미공개,미공개,미공개,B+,2016,,,,
4541,엔에스쇼핑,138250,미공개,미공개,미공개,B+,2017,,,,
4540,엔에스쇼핑,138250,미공개,미공개,B+,B+,2018,,,,
4539,엔에스쇼핑,138250,B,미공개,B+,B+,2019,,,,
4538,엔에스쇼핑,138250,B+,C,B+,A,2020,,,,
4537,엔에스쇼핑,138250,A,A,A,A,2021,,,,
4536,엔에이치농협캐피탈,806955,등급없음,등급없음,등급없음,A,2022,,,,
4535,엔에이치농협캐피탈,806955,등급없음,등급없음,등급없음,A,2023,,,,
4534,엔에이치농협캐피탈,806955,등급없음,등급없음,등급없음,A,2024,,,,
4533,엔에이치엔,181710,B,미공개,B,B+,2019,,,,
4532,엔에이치엔,181710,B,D,B+,B+,2020,,,,
4531,엔에이치엔,181710,B+,C,A,A,2021,,,,
4530,엔에이치엔,181710,A,B+,A,A,2022,,,,
4529,엔에이치엔,181710,A,B+,A+,A,2023,,,,
4528,엔에이치엔,181710,A,A,A+,A,2024,,,,
4527,엔지켐생명과학,183490,C,D,C,B,2020,,,,
4526,엔지켐생명과학,183490,C,D,C,B,2021,,,,
4525,엔지켐생명과학,183490,D,D,D,D,2022,,,,
4524,엔케이,085310,미공개,미공개,미공개,미공개,2012,,,,
4523,엔케이,085310,미공개,미공개,미공개,C,2013,,,,
4522,엔케이,085310,미공개,미공개,미공개,B,2014,,,,
4521,엔케이,085310,미공개,미공개,미공개,B,2015,,,,
4520,엔케이,085310,미공개,미공개,미공개,C,2016,,,,
4519,엔케이,085310,미공개,미공개,미공개,C,2017,,,,
4518,엔케이,085310,미공개,미공개,미공개,C,2018,,,,
4517,엔케이,085310,미공개,B,미공개,D,2019,,,,
4516,엔케이,085310,C,B,C,C,2020,,,,
4515,엔케이,085310,C,B,C,C,2021,,,,
4514,엔케이,085310,D,D,D,D,2022,,,,
4513,엔케이,085310,C,D,C,C,2023,,,,
4512,엔케이,085310,D,D,D,D,2024,,,,
4511,엔케이맥스,182400,C,D,B,B,2021,,,,
4510,엔케이맥스,182400,D,D,D,D,2023,,,,
4509,엔케이맥스,182400,D,D,D,D,2024,,,,
4508,엔케이물산,009810,미공개,미공개,미공개,미공개,2012,,,,
4507,엔케이물산,009810,미공개,미공개,미공개,C,2013,,,,
4506,엔케이물산,009810,미공개,미공개,미공개,C,2014,,,,
4505,엔케이물산,009810,미공개,미공개,미공개,D,2015,,,,
4504,엔케이물산,009810,미공개,미공개,미공개,C,2016,,,,
4503,엔케이물산,009810,미공개,미공개,미공개,C,2017,,,,
4502,엔케이물산,009810,미공개,미공개,미공개,D,2018,,,,
4501,엔케이물산,009810,미공개,미공개,미공개,C,2019,,,,
4500,엔케이물산,009810,C,D,C,C,2020,,,,
4499,엔케이물산,009810,C,D,C,C,2021,,,,
4498,엔켐,348370,C,C,C,C,2023,,,,
4497,엔켐,348370,D,C,C,D,2024,,,,
4496,엔피씨,004250,미공개,미공개,미공개,미공개,2012,,,,
4495,엔피씨,004250,미공개,미공개,미공개,B,2013,,,,
4494,엔피씨,004250,미공개,미공개,미공개,C,2014,,,,
4493,엔피씨,004250,미공개,미공개,미공개,C,2015,,,,
4492,엔피씨,004250,미공개,미공개,미공개,B,2016,,,,
4491,엔피씨,004250,미공개,미공개,미공개,B,2017,,,,
4490,엔피씨,004250,미공개,미공개,미공개,B,2018,,,,
4489,엔피씨,004250,미공개,미공개,미공개,C,2019,,,,
4488,엔피씨,004250,C,C,C,C,2020,,,,
4487,엔피씨,004250,C,C,D,C,2021,,,,
4486,엔피씨,004250,D,D,C,D,2022,,,,
4485,엔피씨,004250,D,C,C,D,2023,,,,
4484,엔피씨,004250,D,C,C,D,2024,,,,
4483,엘브이엠씨,900140,D,D,D,C,2022,,,,
4482,엘비세미콘,061970,C,B,B,C,2021,,,,
4481,엘비세미콘,061970,D,C,C,D,2022,,,,
4480,엘앤씨바이오,290650,C,D,C,B+,2021,,,,
4479,엘앤씨바이오,290650,C,D,D,B+,2022,,,,
4478,엘앤씨바이오,290650,C,D,D,B+,2023,,,,
4477,엘앤씨바이오,290650,C,D,D,B+,2024,,,,
4476,엘앤에프,066970,미공개,B,B+,C,2019,,,,
4475,엘앤에프,066970,B,B,B+,B,2020,,,,
4474,엘앤에프,066970,B+,B,B+,B+,2021,,,,
4473,엘앤에프,066970,C,D,B,C,2022,,,,
4472,엘앤에프,066970,C,B,B,C,2023,,,,
4471,엘앤에프,066970,B,B+,A,C,2024,,,,
4470,엘에스일렉트릭,010120,A,B+,A+,B+,2021,,,,
4469,엘에스일렉트릭,010120,A,B+,A,A,2022,,,,
4468,엘에스일렉트릭,010120,A,A,A+,A,2023,,,,
4467,엘에스일렉트릭,010120,A,A,A,A,2024,,,,
4466,엠로,058970,D,D,D,C,2024,,,,
4465,엠씨넥스,097520,C,C,B,B,2021,,,,
4464,엠씨넥스,097520,C,C,C,B,2023,,,,
4463,엠씨넥스,097520,B,C,B+,B+,2024,,,,
4462,엠투엔,033310,D,D,D,D,2022,,,,
4461,영보화학,014440,미공개,미공개,미공개,미공개,2012,,,,
4460,영보화학,014440,미공개,미공개,미공개,C,2013,,,,
4459,영보화학,014440,미공개,미공개,미공개,C,2014,,,,
4458,영보화학,014440,미공개,미공개,미공개,C,2015,,,,
4457,영보화학,014440,미공개,미공개,미공개,C,2016,,,,
4456,영보화학,014440,미공개,미공개,미공개,C,2017,,,,
4455,영보화학,014440,미공개,미공개,미공개,C,2018,,,,
4454,영보화학,014440,B,B,B,B,2019,,,,
4453,영보화학,014440,B,B,B,B,2020,,,,
4452,영보화학,014440,B,B,C,B,2021,,,,
4451,영보화학,014440,D,C,C,D,2022,,,,
4450,영보화학,014440,D,C,C,D,2023,,,,
4449,영보화학,014440,D,C,C,D,2024,,,,
4448,영원무역,111770,미공개,미공개,미공개,미공개,2012,,,,
4447,영원무역,111770,미공개,미공개,미공개,C,2013,,,,
4446,영원무역,111770,미공개,미공개,미공개,B,2014,,,,
4445,영원무역,111770,미공개,미공개,미공개,B,2015,,,,
4444,영원무역,111770,미공개,미공개,미공개,B,2016,,,,
4443,영원무역,111770,미공개,미공개,미공개,B,2017,,,,
4442,영원무역,111770,미공개,미공개,미공개,B,2018,,,,
4441,영원무역,111770,미공개,미공개,미공개,B,2019,,,,
4440,영원무역,111770,B,D,B,B+,2020,,,,
4439,영원무역,111770,B+,B+,B+,B+,2021,,,,
4438,영원무역,111770,B+,C,B+,B+,2022,,,,
4437,영원무역,111770,B+,B+,B+,B+,2023,,,,
4436,영원무역,111770,B+,B+,B+,B+,2024,,,,
4435,영원무역홀딩스,009970,미공개,미공개,미공개,미공개,2012,,,,
4434,영원무역홀딩스,009970,미공개,미공개,미공개,C,2013,,,,
4433,영원무역홀딩스,009970,미공개,미공개,미공개,C,2014,,,,
4432,영원무역홀딩스,009970,미공개,미공개,미공개,B,2015,,,,
4431,영원무역홀딩스,009970,미공개,미공개,미공개,B,2016,,,,
4430,영원무역홀딩스,009970,미공개,미공개,미공개,B,2017,,,,
4429,영원무역홀딩스,009970,미공개,미공개,미공개,C,2018,,,,
4428,영원무역홀딩스,009970,미공개,미공개,미공개,B,2019,,,,
4427,영원무역홀딩스,009970,B,D,B,B,2020,,,,
4426,영원무역홀딩스,009970,A,B+,B+,A,2021,,,,
4425,영원무역홀딩스,009970,C,C,B+,C,2022,,,,
4424,영원무역홀딩스,009970,B+,B+,B+,B+,2023,,,,
4423,영원무역홀딩스,009970,A,B+,B+,A,2024,,,,
4422,영진약품,003520,미공개,미공개,미공개,미공개,2012,,,,
4421,영진약품,003520,미공개,미공개,미공개,B,2013,,,,
4420,영진약품,003520,미공개,미공개,미공개,B,2014,,,,
4419,영진약품,003520,미공개,미공개,미공개,B,2015,,,,
4418,영진약품,003520,미공개,미공개,미공개,B,2016,,,,
4417,영진약품,003520,미공개,미공개,B+,C,2017,,,,
4416,영진약품,003520,미공개,미공개,미공개,B,2018,,,,
4415,영진약품,003520,B,미공개,B,B,2019,,,,
4414,영진약품,003520,B,D,B+,B+,2020,,,,
4413,영진약품,003520,B+,B+,A,B+,2021,,,,
4412,영진약품,003520,B+,B+,B+,B,2022,,,,
4411,영진약품,003520,B+,B+,A,B+,2023,,,,
4410,영진약품,003520,B+,B+,A,B+,2024,,,,
4409,영풍,000670,미공개,B+,미공개,미공개,2012,,,,
4408,영풍,000670,미공개,B+,미공개,C,2013,,,,
4407,영풍,000670,미공개,B+,미공개,C,2014,,,,
4406,영풍,000670,미공개,B+,미공개,C,2015,,,,
4405,영풍,000670,미공개,미공개,미공개,D,2016,,,,
4404,영풍,000670,미공개,B+,미공개,C,2017,,,,
4403,영풍,000670,미공개,미공개,미공개,B,2018,통합 등급조정(2019.4),환경 등급조정(2019.4),,
4402,영풍,000670,미공개,미공개,미공개,C,2019,통합 등급조정(2019.10),환경 등급조정(2019.10),,
