학교_식별자,소재지지번주소,개방ID,위도,경도,시군구별,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2015_해당지역예측학생수,2016_해당지역예측학생수,2017_해당지역예측학생수,2018_해당지역예측학생수,2019_해당지역예측학생수,2020_해당지역예측학생수,2021_해당지역예측학생수,2022_해당지역예측학생수,2023_해당지역예측학생수,2024_해당지역예측학생수,2025_해당지역예측학생수,2026_해당지역예측학생수,2027_해당지역예측학생수,2028_해당지역예측학생수,2029_해당지역예측학생수,2030_해당지역예측학생수,2031_해당지역예측학생수,2032_해당지역예측학생수,2033_해당지역예측학생수,2034_해당지역예측학생수,2035_해당지역예측학생수,2036_해당지역예측학생수,2037_해당지역예측학생수,2038_해당지역예측학생수,2039_해당지역예측학생수,2024년_예측_학생수,2025년_예측_학생수,2026년_예측_학생수,2027년_예측_학생수,2028년_예측_학생수,2029년_예측_학생수,2030년_예측_학생수,2031년_예측_학생수,2032년_예측_학생수,2033년_예측_학생수,2034년_예측_학생수,2035년_예측_학생수,2036년_예측_학생수,2037년_예측_학생수,2038년_예측_학생수,2039년_예측_학생수
금성고등학교 (전남),전라남도 나주시 대호동 1064,8295955061,35.0380384,126.712291,나주시,503,503,518,522,544,548,544,522,520,487,453,402,382,365,358,3898.0,3770.0,3494.0,3135.0,2763.0,2546.0,2364.0,2215.0,2203.0,2181.0,2090.0,1876.0,1766.0,1819.0,1918.0,1998.0,2125.0,2356.0,2654.0,2734.0,2652.0,2442.0,2254.0,2113.0,2102.0,366.89119055344327,357.04962894126254,333.9057367983319,322.0093436407507,327.74124216213073,338.4479960039538,347.09991830037643,360.83484494594745,385.8172705768679,418.04568113104233,426.69760342746497,417.82938307363173,395.11808704552226,374.786069648929,359.53705660148404,358.3474172857259
금오고등학교 (경북),경상북도 구미시 광평동 299-3,3233526945,36.10894994,128.3556319,구미시,1136,1128,1109,1095,1087,1044,1014,1023,1007,903,821,729,716,671,698,19646.0,19643.0,18862.0,17343.0,15825.0,15043.0,14803.0,14496.0,14818.0,14911.0,14444.0,14001.0,14243.0,15241.0,15255.0,15093.0,14467.0,13963.0,12773.0,11373.0,9978.0,8946.0,7995.0,7305.0,6471.0,721.9050823054272,690.7854914534438,661.2651943497423,677.3914063115838,743.8953713443019,744.8282926974663,734.0330598965642,692.3181479622139,658.7329792482961,579.4346642293235,486.14252891288527,393.1835797940057,324.4139486178883,261.0419338422221,215.06223857912028,159.4867808263278
금옥여자고등학교 (서울),서울특별시 양천구 신정동 729,6390260577,37.51096532,126.8439717,서울특별시 양천구,1231,1119,1008,910,916,877,910,940,900,806,710,679,688,699,736,17207.0,16528.0,15710.0,14595.0,13508.0,12812.0,12349.0,12200.0,12530.0,12716.0,12269.0,11461.0,11078.0,11274.0,11143.0,10943.0,10600.0,10387.0,9736.0,8597.0,7485.0,6484.0,5924.0,5384.0,4958.0,709.4197133006827,685.9183286611019,643.4370785743428,623.3005454267824,633.6054031210953,626.7179727233657,616.2028118108017,598.1693108457541,586.9706644738733,552.743815703477,492.85997430642425,434.39567963256764,381.7672992651841,352.3248487100045,323.9339142460813,301.5366215023197
금정고등학교 (부산),부산광역시 동래구 명장동 432,7976761460,35.20771342,129.1070798,부산광역시 동래구,1103,1046,993,922,852,822,797,808,798,745,694,644,612,580,592,9063.0,8756.0,8263.0,7412.0,6520.0,6002.0,5603.0,5391.0,5491.0,5849.0,5939.0,5899.0,5930.0,6173.0,5937.0,5699.0,5421.0,5383.0,5028.0,4492.0,4046.0,3858.0,3777.0,3757.0,3548.0,628.3147279006907,633.9298466025609,631.4342382906186,633.368334732374,648.5291552274236,633.8050661869638,618.9561967309071,601.6117189629078,599.2408910665627,577.0923672980746,543.6512159180475,515.8251832398905,504.0958241737617,499.04221734207846,497.7944131861073,484.7548597562087
금정여자고등학교 (부산),부산광역시 금정구 서동 461-2,4293300449,35.22026157,129.1011474,부산광역시 금정구,1065,992,924,887,839,760,684,640,617,563,508,445,403,366,363,9886.0,9376.0,8637.0,7773.0,6823.0,6143.0,5611.0,5083.0,5000.0,4973.0,4867.0,4677.0,4706.0,4975.0,4891.0,4739.0,4557.0,4284.0,4019.0,3559.0,3284.0,2862.0,2531.0,2194.0,2042.0,366.970855531735,360.0056548255933,347.5208611070373,349.42643488513266,367.102274412983,361.5826814005688,351.594846425724,339.63572823215986,321.69705094181364,304.28404917645923,274.057706489429,255.98761031783482,228.25822637451577,206.50840152797878,184.36432003769792,174.37648506285313
금천고등학교 (경북),경상북도 청도군 금천면 동곡리 1035,6135293543,35.68807595,128.894726,청도군,150,139,159,159,166,151,140,136,104,74,46,48,32,33,33,1196.0,1157.0,1076.0,973.0,855.0,761.0,689.0,670.0,700.0,687.0,660.0,587.0,609.0,602.0,567.0,501.0,483.0,484.0,481.0,452.0,423.0,392.0,339.0,314.0,299.0,28.283075385646868,22.70270966163008,7.6150541855846825,12.162018849598354,10.715257365593999,3.481449945572237,-10.159444046468806,-13.879687862480012,-13.673007650479391,-14.293048286481252,-20.286774434499293,-26.28050058251732,-32.6875871545366,-43.64163839056957,-48.808643690585114,-51.908846870594445
금천고등학교 (서울),서울특별시 금천구 시흥동 산24-4,9011055052,37.444807,126.9049018,서울특별시 금천구,1449,1316,1137,1003,968,972,976,989,930,825,748,717,690,676,688,11760.0,11044.0,9988.0,8921.0,7957.0,7605.0,7342.0,7161.0,6908.0,6780.0,6397.0,6082.0,5907.0,6006.0,5743.0,5636.0,5444.0,5300.0,4978.0,4407.0,3966.0,3560.0,3258.0,3108.0,2979.0,665.2053846595747,638.0586599296728,615.7317192249233,603.3278632778402,610.3449017850471,591.7036782760023,584.1196063540715,570.5108044007004,560.304202935672,537.4811079930391,497.00909801712794,465.75138103047857,436.9744352332458,415.5689238274224,404.9370473013512,395.7936334889299
금천고등학교 (충북),충청북도 청주시 상당구 금천동 4-6,6102390348,36.62779716,127.5119428,상당구,1123,1155,1132,1102,1088,1060,1021,1030,1011,941,851,793,777,766,778,9876.0,9418.0,8514.0,7886.0,7197.0,7562.0,7609.0,7654.0,7611.0,7495.0,7112.0,6709.0,6626.0,6744.0,6645.0,5769.0,4944.0,3975.0,3631.0,3159.0,2858.0,2833.0,2964.0,3106.0,3125.0,817.8021500395846,778.1597813724266,736.4473151247381,727.8564101655368,740.0699858906664,729.8230028670407,639.1527288398072,553.7612036429264,453.4649758662263,417.85929748110266,369.00499458058414,337.8500259936009,335.2624040179379,348.8215431704123,363.51923599217844,365.4858286936824
금파공업고등학교 (광주),광주광역시 북구 운암동 133,8889428675,35.176695,126.8871706,광주광역시 북구,989,966,948,921,895,830,795,745,703,656,602,537,496,450,425,22574.0,22278.0,21016.0,19085.0,16593.0,15078.0,13876.0,13092.0,13407.0,13841.0,13920.0,13307.0,12755.0,12333.0,11505.0,11158.0,11037.0,10985.0,10313.0,9268.0,8369.0,7554.0,7266.0,6956.0,6592.0,479.1417455716348,481.8133835271873,461.08282572017856,442.4151782332801,428.14389700235404,400.1424257720063,388.40750968875665,384.31550725050533,382.55696074811635,359.83112902493554,324.49110796731065,294.08854439716254,266.526709792412,256.7870676253345,246.3034250149386,233.99359949821564
금호고등학교 (광주),광주광역시 북구 운암동 140,1497690856,35.1785969,126.8855126,광주광역시 북구,957,951,934,962,961,944,921,922,862,779,715,682,651,625,674,22574.0,22278.0,21016.0,19085.0,16593.0,15078.0,13876.0,13092.0,13407.0,13841.0,13920.0,13307.0,12755.0,12333.0,11505.0,11158.0,11037.0,10985.0,10313.0,9268.0,8369.0,7554.0,7266.0,6956.0,6592.0,651.8587507109878,654.2077309220421,635.9808338413304,619.5677062906732,607.0199892139026,582.4002978879168,572.0826253153117,568.484820181925,566.9386559923703,546.9574572350484,515.8855038103442,489.15470368708185,464.9215534084847,456.35818251248963,447.1406652286061,436.3175159017235
금호중앙여자고등학교 (광주),광주광역시 북구 운암동 140,8262682259,35.1785969,126.8855126,광주광역시 북구,1330,1251,1247,1239,1239,1130,1081,1046,990,902,837,766,737,701,717,22574.0,22278.0,21016.0,19085.0,16593.0,15078.0,13876.0,13092.0,13407.0,13841.0,13920.0,13307.0,12755.0,12333.0,11505.0,11158.0,11037.0,10985.0,10313.0,9268.0,8369.0,7554.0,7266.0,6956.0,6592.0,727.8478094535682,730.8352657433774,707.6541175705539,686.7797394442921,670.8214286303744,639.5098614409815,626.3877433072626,621.8120191165422,619.8455921916043,594.4333057770247,554.9156877662571,520.9191915062762,490.09923104811776,479.20825115615503,467.48532141133404,453.72033293677
기린고등학교 (강원),강원특별자치도 인제군 기린면 현리 765 번지,5429587185,37.94620605,128.3116900249,인제군,201,185,196,189,168,143,135,132,125,96,104,94,93,73,69,1488.0,1522.0,1468.0,1279.0,1115.0,1061.0,1077.0,1109.0,1179.0,1193.0,1167.0,1115.0,1078.0,1095.0,1047.0,1034.0,1039.0,1036.0,1024.0,907.0,827.0,739.0,707.0,663.0,653.0,95.81479639509298,93.09583446363445,87.65791060071736,83.78861862133405,85.56640142267233,80.54677939536425,79.18729842963499,79.71017572414624,79.39644934743949,78.14154384061247,65.90621514904903,57.54017843686891,48.33753805347078,44.99112336859872,40.38980317689966,39.34404858787714
기장고등학교 (부산),부산광역시 기장군 기장읍 대라리 374-1,1833603739,35.24015148,129.2090256,부산광역시 기장군,1225,1233,1232,1220,1223,1235,1215,1220,1182,1125,1048,1014,966,891,903,2787.0,2602.0,2385.0,2261.0,2146.0,2121.0,2112.0,2030.0,1937.0,1880.0,1939.0,2396.0,2924.0,3671.0,4097.0,4856.0,5390.0,5847.0,5559.0,4964.0,4212.0,3720.0,3428.0,3255.0,2997.0,900.0390224588147,924.9899843410365,1118.2542145134996,1341.544178476433,1657.4487297649011,1837.6031325077224,2158.5824557044393,2384.4098056214966,2577.6740357939602,2455.879509995996,2204.255402878676,1886.2363632951037,1678.170715056916,1554.6845986228695,1481.5233036122872,1372.4157075849448
길원여자고등학교 (경북),경상북도 안동시 안막동 산17-5,4479689836,36.579365,128.7351218,안동시,622,617,607,606,594,582,563,568,549,493,432,400,393,387,382,5832.0,5675.0,5538.0,5159.0,4712.0,4357.0,4088.0,3905.0,4045.0,4204.0,4421.0,4496.0,4677.0,4839.0,4750.0,4464.0,4299.0,4132.0,3990.0,3462.0,3000.0,2541.0,2331.0,2124.0,1998.0,399.44850736958193,422.11810830240506,429.95322383218263,448.86196931071254,465.78581885503206,456.48814842636267,426.61024120614417,409.3729870406335,391.92679646099543,377.0923110579499,321.9330977283158,273.66878606488586,225.71787902264708,203.7795555392699,182.15463667708377,168.99164258705744
김제농생명마이스터고등학교 (전북),전북특별자치도 김제시 신풍동 499-1,7274599909,35.79232044,126.8904613,김제시,417,415,414,430,431,418,427,437,380,336,275,248,251,259,267,3752.0,3593.0,3289.0,3067.0,2720.0,2497.0,2301.0,2218.0,2199.0,2184.0,2157.0,2070.0,2089.0,2040.0,1918.0,1738.0,1553.0,1448.0,1347.0,1224.0,1067.0,943.0,859.0,912.0,1028.0,237.75152755826787,234.40932374500017,223.6400003466931,225.9919215486222,219.9264405541734,204.82463073126004,182.543271976142,159.6429865889373,146.64552731511841,134.14320934696883,118.91761419763816,99.4833179501185,84.1339374743705,73.7359700553154,80.2965923554335,94.65569021984292
김제여자고등학교 (전북),전북특별자치도 김제시 요촌동 61-6,6780297219,35.80038584,126.8958241,김제시,592,596,603,609,597,602,545,506,409,382,335,343,324,315,298,3752.0,3593.0,3289.0,3067.0,2720.0,2497.0,2301.0,2218.0,2199.0,2184.0,2157.0,2070.0,2089.0,2040.0,1918.0,1738.0,1553.0,1448.0,1347.0,1224.0,1067.0,943.0,859.0,912.0,1028.0,291.60560204914174,287.8465989217072,275.7342555110848,278.3794799340943,271.5575853694909,254.57246012700887,229.51243927744528,203.756306737616,189.13796124203725,175.076505098671,157.95215751813586,136.09425044379427,118.83068052520602,107.136004128743,114.51478804555894,130.66457925972216
김천고등학교 (경북),경상북도 김천시 부곡동 777-1,2019500672,36.12343109,128.0939955,김천시,800,808,807,823,814,807,802,817,753,722,707,686,639,629,664,5018.0,4949.0,4849.0,4384.0,3876.0,3513.0,3335.0,3197.0,3381.0,3641.0,3752.0,3561.0,3347.0,3349.0,3228.0,3132.0,2990.0,3115.0,3201.0,3206.0,2961.0,2737.0,2529.0,2405.0,2238.0,677.5056894078202,687.063904323863,670.6168858647263,652.1893363869503,652.3615564755277,641.9422411165981,633.6756768648855,621.448050575894,632.2118061119781,639.617269920804,640.0478201422474,618.9508592915224,599.6622093708596,581.7513201588156,571.0736746670201,556.6932972708116
김천생명과학고등학교 (경북),경상북도 김천시 교동 581,1298200488,36.13632669,128.102178,김천시,558,554,556,568,566,552,544,533,530,498,448,399,326,301,293,5018.0,4949.0,4849.0,4384.0,3876.0,3513.0,3335.0,3197.0,3381.0,3641.0,3752.0,3561.0,3347.0,3349.0,3228.0,3132.0,2990.0,3115.0,3201.0,3206.0,2961.0,2737.0,2529.0,2405.0,2238.0,375.3678778202899,390.04762334869343,364.7878810430621,336.48638966397783,336.75088958340854,320.7486444578515,308.05264832517815,289.2731540455989,305.8043990100173,317.1778955455371,317.8391453441139,285.4379052138538,255.81391423761607,228.30592261682386,211.9069276121208,189.82118433965786
김천여자고등학교 (경북),경상북도 김천시 모암동 104-1,7793770968,36.12743631,128.1216469,김천시,688,675,657,659,661,653,625,577,529,442,400,368,392,388,379,5018.0,4949.0,4849.0,4384.0,3876.0,3513.0,3335.0,3197.0,3381.0,3641.0,3752.0,3561.0,3347.0,3349.0,3228.0,3132.0,2990.0,3115.0,3201.0,3206.0,2961.0,2737.0,2529.0,2405.0,2238.0,405.936013032721,419.21485658490735,396.36567533745153,370.76502200260575,371.0042804449875,356.52914468089244,345.0447394465691,328.05739003746584,343.01104268632434,353.299155708739,353.8973018146934,324.58814262293066,297.7911970761762,272.90831906847563,258.074295640808,238.09621570193298
김천예술고등학교 (경북),경상북도 김천시 교동 527-1,9738329052,36.13774035,128.0958438,김천시,351,344,350,357,353,353,350,347,349,334,315,260,225,199,214,5018.0,4949.0,4849.0,4384.0,3876.0,3513.0,3335.0,3197.0,3381.0,3641.0,3752.0,3561.0,3347.0,3349.0,3228.0,3132.0,2990.0,3115.0,3201.0,3206.0,2961.0,2737.0,2529.0,2405.0,2238.0,255.1163258302725,263.94616523438657,248.7524776110912,231.72918362478123,231.88827983026073,222.26295939874905,214.62634153573146,203.33051094668465,213.27402378915545,220.11516062477534,220.51290113847418,201.02361596723142,183.20484095352379,166.6588355836524,156.7948708439214,143.51033768638044
김천중앙고등학교 (경북),경상북도 김천시 율곡동 19,1096000015,36.12348636,128.1744379,김천시,914,950,904,892,876,835,772,737,639,610,523,492,470,459,456,5018.0,4949.0,4849.0,4384.0,3876.0,3513.0,3335.0,3197.0,3381.0,3641.0,3752.0,3561.0,3347.0,3349.0,3228.0,3132.0,2990.0,3115.0,3201.0,3206.0,2961.0,2737.0,2529.0,2405.0,2238.0,507.9888303978829,525.4164110120042,495.42841193725496,461.8292925550751,462.14330301659083,443.145670094891,428.0731679421374,405.77842517452274,425.40407901925397,438.90652886442905,439.6915550182183,401.2252734825451,366.05610179278676,333.399013795154,313.93036518118066,287.71049164461976
김화고등학교 (강원),강원특별자치도 철원군 서면 589-3,3564889192,38.24404542,127.4333719,철원군,261,251,245,254,241,245,228,236,220,222,192,175,157,169,174,2199.0,2259.0,2125.0,1992.0,1723.0,1590.0,1431.0,1390.0,1363.0,1370.0,1327.0,1328.0,1292.0,1312.0,1248.0,1268.0,1235.0,1212.0,1128.0,1060.0,1032.0,1025.0,968.0,887.0,772.0,163.983416201112,160.56882028177216,160.64822948919868,157.7894980218444,159.37768217037456,154.29549289507807,155.88367704360823,153.26317319853348,151.4367614277238,144.76638800389713,139.36656189889462,137.14310409095242,136.58723963896685,132.0609148156559,125.62876901410878,116.49671016006039
김화공업고등학교 (강원),강원특별자치도 철원군 서면 와수리 589-5 번지,2039293229,38.24340756,127.434946,철원군,147,147,134,139,148,163,155,137,124,121,108,108,110,114,107,2199.0,2259.0,2125.0,1992.0,1723.0,1590.0,1431.0,1390.0,1363.0,1370.0,1327.0,1328.0,1292.0,1312.0,1248.0,1268.0,1235.0,1212.0,1128.0,1060.0,1032.0,1025.0,968.0,887.0,772.0,105.24695952110892,103.67522604560628,103.71177798689705,102.39590810042972,103.1269469262449,100.78762268363633,101.5186615094515,100.31244744685647,99.47175279716902,96.40138972874527,93.91585772097366,92.8924033648324,92.6365397757971,90.55307912222385,87.59237187767238,83.3888986292351
나주고등학교 (전남),전라남도 나주시 교동 118,5139948844,35.03080035,126.7108432,나주시,485,495,482,510,533,543,530,527,520,492,457,422,390,356,375,3898.0,3770.0,3494.0,3135.0,2763.0,2546.0,2364.0,2215.0,2203.0,2181.0,2090.0,1876.0,1766.0,1819.0,1918.0,1998.0,2125.0,2356.0,2654.0,2734.0,2652.0,2442.0,2254.0,2113.0,2102.0,376.6643681110692,367.522352647682,346.02354705246364,334.9727591296879,340.297229674298,350.24293880479627,358.2798754759059,371.0385124412925,394.2451670791216,424.182756179005,432.2196928501147,423.98183276222727,402.8848740005644,383.9980728234568,369.832971940626,368.72789314834847
나주공업고등학교 (전남),전라남도 나주시 대호동 874,4624417006,35.03980492,126.7127511,나주시,442,424,417,424,435,450,452,458,449,439,422,408,390,373,354,3898.0,3770.0,3494.0,3135.0,2763.0,2546.0,2364.0,2215.0,2203.0,2181.0,2090.0,1876.0,1766.0,1819.0,1918.0,1998.0,2125.0,2356.0,2654.0,2734.0,2652.0,2442.0,2254.0,2113.0,2102.0,376.6190022094321,371.8336734343951,360.5802629084839,354.7957995540436,357.58285917027393,362.78887618927024,366.9957586288632,373.67418450171704,385.82155754604173,401.4921946335255,405.6990770731185,401.38702257253567,390.34395616860417,380.4577824355607,373.0431521357781,372.46470580033406
나주상업고등학교 (전남),전라남도 나주시 청동 88-1,4476371407,35.04269594,126.722411,나주시,265,276,259,276,271,275,295,295,250,223,187,201,201,188,183,3898.0,3770.0,3494.0,3135.0,2763.0,2546.0,2364.0,2215.0,2203.0,2181.0,2090.0,1876.0,1766.0,1819.0,1918.0,1998.0,2125.0,2356.0,2654.0,2734.0,2652.0,2442.0,2254.0,2113.0,2102.0,176.7251326770984,170.9025085703583,157.20974418747497,150.17140735515176,153.5626060107257,159.89710915981655,165.01589958332434,173.14197938064297,187.9224867285217,206.9899810560882,212.108771479596,206.8620112955005,193.42518643379256,181.39602893854925,172.37416081711677,171.67032713388446
낙동고등학교 (부산),부산광역시 북구 덕천동 297-1,9337185382,35.217064,129.0096023,부산광역시 북구,1473,1263,1083,923,967,983,1011,1008,951,856,749,675,673,650,642,12307.0,11894.0,11313.0,10325.0,9375.0,8976.0,8812.0,8310.0,8094.0,7816.0,7465.0,7096.0,6938.0,7264.0,7302.0,7379.0,7198.0,7210.0,6927.0,6327.0,5378.0,4537.0,3976.0,3829.0,3723.0,594.131825826472,559.7386581518222,523.5817382887287,508.09991352350175,540.0434253808688,543.7669022231387,551.3118421403695,533.5763340232423,534.7521688155381,507.0220649638974,448.23032534911135,355.24139052505814,272.83496883166646,217.8646922918415,203.46071608621895,193.0741754209401
낙생고등학교 (경기),경기도 성남시 분당구 판교동 649,2168748974,37.38610469,127.1003748,분당구,1299,1337,1326,1262,1207,1199,1179,1172,1117,961,860,817,814,791,787,14565.0,14902.0,14666.0,14254.0,13484.0,13629.0,13832.0,13826.0,13663.0,13329.0,12899.0,13186.0,14024.0,14956.0,14870.0,14662.0,14520.0,14213.0,13391.0,11997.0,10611.0,9357.0,8549.0,8103.0,7569.0,713.0558881264324,582.6457258887203,669.6869271962164,923.835103836223,1206.491548500287,1180.4095160527445,1117.3273910633393,1074.2617095801884,981.1549193314036,731.8592138444283,309.0876646365896,-111.25764899473324,-491.5700756135493,-736.6198688416221,-871.8825022323654,-1033.8337269647795
남강고등학교 (서울),서울특별시 관악구 신림동 627-1,1778737545,37.47137567,126.9249091,서울특별시 관악구,1484,1394,1348,1282,1250,1131,1033,938,874,830,744,689,651,624,660,23336.0,22304.0,20827.0,19365.0,17706.0,17020.0,16622.0,16172.0,16209.0,16267.0,15845.0,14880.0,14303.0,14063.0,13465.0,12807.0,12171.0,11592.0,10452.0,9074.0,7758.0,6732.0,5857.0,5227.0,4811.0,648.6439764469385,626.6819686114377,576.4607895563232,546.4321674684464,533.9419260454129,502.8204078330207,468.5763292648701,435.4771894938309,405.3444820607623,346.01583530135247,274.301032464101,205.81287532779987,152.41709324433106,106.87975472285422,74.09287098739088,52.443119187465925
남녕고등학교 (제주),제주특별자치도 제주시 연동 2288,2777818560,33.49005684,126.4819807,제주시,1387,1463,1470,1453,1445,1430,1435,1424,1393,1330,1294,1240,1221,1204,1203,17551.0,17740.0,17462.0,16466.0,15286.0,14358.0,13767.0,12968.0,12942.0,12853.0,12614.0,12341.0,12508.0,13178.0,13120.0,13244.0,12936.0,12973.0,12411.0,11792.0,10983.0,10239.0,9384.0,8731.0,8172.0,1185.35261794397,1174.1063895923746,1161.2602793832302,1169.1185226247217,1200.6456062881894,1197.9163960606056,1203.7512593057845,1189.2582118903397,1190.9992597941432,1164.5541537958316,1135.4268929186874,1097.359115778769,1062.3499363076944,1022.1176131252095,991.3904703905164,965.0865304384589
남대전고등학교 (대전),대전광역시 중구 대사동 183,9919579327,36.31074837,127.4278195,대전광역시 중구,980,962,952,928,871,819,779,761,766,732,690,641,622,612,639,9771.0,9491.0,9220.0,8742.0,8172.0,7432.0,7108.0,6881.0,7142.0,7313.0,7253.0,7030.0,6899.0,6958.0,6759.0,6557.0,6152.0,5760.0,5068.0,4380.0,3801.0,3292.0,2950.0,2737.0,2611.0,639.8635347636996,636.302531173967,623.0674678321277,615.292609994545,618.7942635244488,606.9836016185025,594.9948895330697,570.9581153023751,547.6928918494559,506.62265044787404,465.7898092856077,431.4261246446888,401.2169441917912,380.9192237303157,368.2776609867652,360.79955344832695
남목고등학교 (울산),울산광역시 동구 서부동 728,9239506840,35.53801042,129.4187517,울산광역시 동구,601,880,870,876,880,796,715,685,655,611,570,546,534,543,600,8923.0,8145.0,7427.0,6696.0,5963.0,5717.0,5584.0,5624.0,6020.0,6169.0,6144.0,5844.0,5938.0,6306.0,6548.0,6819.0,6682.0,6474.0,5887.0,5042.0,4120.0,3222.0,2659.0,2178.0,1992.0,579.6952799410582,578.3751484396903,562.5335704232764,567.4972648684195,586.9296005685538,599.7084735017944,614.0186989766216,606.784378349126,595.8008842577456,564.8041966056292,520.1837518593966,471.4973020889511,424.07817855981875,394.3488171490153,368.9494870626983,359.12770869252165
남산고등학교 (부산),부산광역시 금정구 남산동 982,4245109736,35.26808358,129.0859013,부산광역시 금정구,1124,1108,1101,1095,1052,958,897,821,793,731,648,584,549,482,464,9886.0,9376.0,8637.0,7773.0,6823.0,6143.0,5611.0,5083.0,5000.0,4973.0,4867.0,4677.0,4706.0,4975.0,4891.0,4739.0,4557.0,4284.0,4019.0,3559.0,3284.0,2862.0,2531.0,2194.0,2042.0,481.6459334905534,472.7966982696077,456.93486155281823,459.35587873590714,481.8129001928354,474.80029869699166,462.1108293235601,446.9168594158986,424.12590455440636,402.00281650204215,363.60047497718347,340.64255341340925,305.41257923190847,277.7795900042384,249.64570066972237,236.9562312962908
남성고등학교 (전북),전북특별자치도 익산시 신동 156-4,4749638617,35.95635944,126.9659967,익산시,1149,1182,1122,1072,1032,1036,1037,1037,1044,973,845,778,779,779,779,14090.0,13855.0,13190.0,12227.0,11159.0,10275.0,9574.0,8866.0,8723.0,8549.0,8253.0,7852.0,7723.0,7916.0,7626.0,7289.0,6895.0,6564.0,6181.0,5481.0,4812.0,4137.0,3608.0,3277.0,2987.0,735.5984429821107,718.6721599900386,695.74162120686,688.3649640920719,699.4013580700107,682.8181754088591,663.5473734888312,641.0171184250596,622.0894168359521,600.1881790455346,560.1598071048238,521.9041202072017,483.30533297865907,453.05532046917904,434.1276188800715,417.5444362189199
남성여자고등학교 (부산),부산광역시 중구 대청동1가 10,9477086186,35.10573605,129.0345523,부산광역시 중구,1260,1235,1110,1021,920,851,799,745,693,627,553,498,452,395,377,1826.0,1811.0,1708.0,1601.0,1412.0,1264.0,1099.0,998.0,934.0,940.0,935.0,962.0,977.0,977.0,888.0,828.0,787.0,732.0,642.0,548.0,449.0,369.0,289.0,278.0,254.0,367.9777402416714,365.79887029434855,377.564768009892,384.10137785186066,384.10137785186066,345.3174927895136,319.17105342163916,301.30431985359166,277.3367504330401,238.11709138122848,197.15433637155854,154.01271141456576,119.15079225739987,84.28887310023399,79.49535921612367,69.03678346897391
남악고등학교 (전남),전라남도 무안군 삼향읍 남악리 1579,4794201374,34.81042932,126.4685602,무안군,440,713,709,768,768,796,809,806,765,717,668,665,638,632,651,2154.0,2146.0,2049.0,1866.0,1625.0,1433.0,1376.0,1342.0,1423.0,1521.0,1696.0,1904.0,2044.0,2086.0,1943.0,1901.0,1870.0,1883.0,1755.0,1562.0,1364.0,1284.0,1294.0,1378.0,1428.0,666.6342817638011,702.2725462403305,744.6311691610053,773.1417807422289,781.694964216596,752.5734109586319,744.020227484265,737.7071634912797,740.3545774238219,714.2877325495604,674.983818012588,634.6616673477147,618.3698893013013,620.4063615571031,637.5127285058371,647.6950897848455
남원고등학교 (전북),전북특별자치도 남원시 향교동 640-1,1388182163,35.42102496,127.380269,남원시,529,531,539,544,538,533,519,513,498,462,416,372,352,344,337,3825.0,3689.0,3536.0,3303.0,3053.0,2758.0,2536.0,2308.0,2206.0,2171.0,2064.0,1996.0,1961.0,1981.0,1916.0,1816.0,1701.0,1605.0,1467.0,1403.0,1310.0,1258.0,1151.0,999.0,866.0,318.0830409074112,304.83521919976783,296.4160427874337,292.0826431634382,294.5588715200071,286.5111293611583,274.12998757831394,259.89167452804304,248.00577841651253,230.9198027561874,222.99587201516707,211.48141015712187,205.04321643004283,191.79539472239944,172.97605921247612,156.5091406412932
남원서진여자고등학교 (전북),전북특별자치도 남원시 월락동 173,7402229607,35.42573431,127.4065766,남원시,425,419,439,440,437,434,391,395,385,385,351,329,308,302,284,3825.0,3689.0,3536.0,3303.0,3053.0,2758.0,2536.0,2308.0,2206.0,2171.0,2064.0,1996.0,1961.0,1981.0,1916.0,1816.0,1701.0,1605.0,1467.0,1403.0,1310.0,1258.0,1151.0,999.0,866.0,287.83751945271405,280.3166766166181,275.53707556190295,273.0769867837407,274.4827517998334,269.9140154975321,262.88519041706866,254.80204157453562,248.05436949729065,238.354590886251,233.8561428347544,227.31933550992335,223.66434646808233,216.14350363198636,205.45968950968185,196.1113521526654
남원여자고등학교 (전북),전북특별자치도 남원시 왕정동 100,2124989271,35.41117242,127.3704283,남원시,532,536,540,540,511,503,497,521,500,476,420,394,376,368,343,3825.0,3689.0,3536.0,3303.0,3053.0,2758.0,2536.0,2308.0,2206.0,2171.0,2064.0,1996.0,1961.0,1981.0,1916.0,1816.0,1701.0,1605.0,1467.0,1403.0,1310.0,1258.0,1151.0,999.0,866.0,340.9112784732241,329.3845763454997,322.05919555404864,318.28877897021357,320.443302732405,313.4411005052827,302.66848169432524,290.27997006172427,279.9382560032051,265.07204204408384,258.17756600507107,248.15903051088068,242.55726872918282,231.0305666014584,214.6561860088031,200.32860299022974
