,학교_식별자,시군구별,매칭된 행정구역,인구 수,2023,회귀계수,학생 비
671,동작고등학교 (서울),서울특별시 동작구,서울특별시 동작구,378769.0,714,-0.042282150955620344,0.0018850539510889223
672,동주여자고등학교 (부산),부산광역시 중구,부산광역시 중구,38619.0,429,-0.031773888363292334,0.011108521712110618
673,동지고등학교 (경북),북구,서울특별시 성북구,425602.0,600,-0.03499225133840518,0.0014097678112414886
674,동지여자고등학교 (경북),북구,서울특별시 성북구,425602.0,567,-0.036962346636581586,0.0013322305816232066
675,동천고등학교 (부산),부산광역시 남구,부산광역시 남구,254185.0,529,-0.047390564432258676,0.002081161358852804
676,동탄고등학교 (경기),화성시,경기도 화성시,944342.0,1083,-0.010027587861341006,0.0011468302797079872
677,동탄국제고등학교 (경기),화성시,경기도 화성시,944342.0,587,0.062458471760797336,0.0006215968367392321
678,동탄중앙고등학교 (경기),화성시,경기도 화성시,944342.0,984,0.0805610580284316,0.0010419953787928525
679,동패고등학교 (경기),파주시,경기도 파주시,497753.0,1213,0.057055035128805616,0.002436951660763471
680,동해광희고등학교 (강원),동해시,강원도 동해시,88625.0,607,-0.03266525539470091,0.0068490832157968974
681,동해삼육고등학교 (강원),동해시,강원도 동해시,88625.0,93,-0.018545918367346946,0.0010493653032440057
682,동해상업고등학교 (강원),동해시,강원도 동해시,88625.0,137,-0.0539765906362545,0.001545839210155148
683,동화고등학교 (경기),남양주시,경기도 남양주시,732265.0,1289,-0.026140613313388184,0.0017602916976777532
684,두레자연고등학교 (경기),화성시,경기도 화성시,944342.0,119,-0.001904761904761903,0.0001260136687767779
685,두루고등학교 (세종),세종특별자치시,,,746,0.08779682114132516,
686,두원공업고등학교 (경기),안성시,경기도 안성시,189034.0,548,-0.024832915622389304,0.002898949395346869
687,두호고등학교 (경북),북구,서울특별시 성북구,425602.0,616,-0.03541980550609505,0.0014473616195412615
688,둔내고등학교 (강원),횡성군,강원도 횡성군,46359.0,57,-0.05199018538713195,0.0012295347181777
689,둔촌고등학교 (서울),서울특별시 강동구,서울특별시 강동구,459167.0,669,-0.049118951778526244,0.0014569862381225132
690,등촌고등학교 (서울),서울특별시 강서구,서울특별시 강서구,563058.0,510,-0.03704947575360419,0.0009057681446671569
691,라온고등학교 (경기),평택시,경기도 평택시,591022.0,524,-0.027047220561864906,0.0008865998220032418
692,리라아트고등학교 (서울),서울특별시 중구,서울특별시 중구,121312.0,374,-0.02644312393887946,0.003082959641255605
693,마령고등학교 (전북),진안군,전라북도 진안군,24465.0,58,-0.01926020408163265,0.0023707337012058042
694,마산가포고등학교 (경남),마산합포구,경상남도 창원시 마산합포구,179394.0,418,-0.049510620574760515,0.0023300667803828443
695,마산고등학교 (경남),마산합포구,경상남도 창원시 마산합포구,179394.0,833,-0.04201668584579976,0.004643410593442367
696,마산공업고등학교 (경남),마산회원구,경상남도 창원시 마산회원구,179818.0,489,-0.03827902675014229,0.002719416298702021
697,마산구암고등학교 (경남),마산회원구,경상남도 창원시 마산회원구,179818.0,427,-0.04933470144313518,0.0023746232301549344
698,마산내서여자고등학교 (경남),마산회원구,경상남도 창원시 마산회원구,179818.0,705,-0.029592790387182915,0.003920630860091871
699,마산무학여자고등학교 (경남),마산회원구,경상남도 창원시 마산회원구,179818.0,521,-0.04709243697478991,0.002897374011500517
700,마산삼진고등학교 (경남),마산합포구,경상남도 창원시 마산합포구,179394.0,453,-0.02783068783068783,0.0025251680658215994
701,마산여자고등학교 (경남),마산합포구,경상남도 창원시 마산합포구,179394.0,505,-0.04537095154406227,0.0028150328327591783
702,마산용마고등학교 (경남),마산합포구,경상남도 창원시 마산합포구,179394.0,500,-0.04805334150827712,0.0027871612205536416
703,마산제일고등학교 (경남),마산회원구,경상남도 창원시 마산회원구,179818.0,708,-0.02970965103598692,0.003937314395666729
704,마산제일여자고등학교 (경남),마산합포구,경상남도 창원시 마산합포구,179394.0,524,-0.05338554575195797,0.0029209449591402164
705,마산중앙고등학교 (경남),마산합포구,경상남도 창원시 마산합포구,179394.0,384,-0.05180429787809163,0.0021405398173851968
706,마석고등학교 (경기),남양주시,경기도 남양주시,732265.0,997,0.04421233282045213,0.0013615289546817068
707,마송고등학교 (경기),김포시,경기도 김포시,486172.0,465,0.04359447004608295,0.000956451626173453
708,마장고등학교 (경기),이천시,경기도 이천시,222098.0,196,-0.0347627286208601,0.0008824933137623932
709,마차고등학교 (강원),영월군,강원도 영월군,37332.0,44,0.01900510204081633,0.0011786135219114969
710,마포고등학교 (서울),서울특별시 강서구,서울특별시 강서구,563058.0,767,-0.037339145841104066,0.0013622042489406065
711,만경고등학교 (전북),김제시,전라북도 김제시,81430.0,95,-0.03723214285714285,0.001166646199189488
712,만경여자고등학교 (전북),김제시,전라북도 김제시,81430.0,34,-0.08563893911995177,0.0004175365344467641
713,만덕고등학교 (부산),부산광역시 북구,부산광역시 북구,273596.0,519,-0.047937341333948766,0.001896957557859033
714,만리포고등학교 (충남),태안군,충청남도 태안군,60784.0,107,-0.05441840767927724,0.0017603316662279547
715,망포고등학교 (경기),영통구,경기도 수원시 영통구,363028.0,790,-0.025212371380713087,0.0021761406833632666
716,매곡고등학교 (울산),울산광역시 북구,울산광역시 북구,216477.0,784,0.08352839931153182,0.0036216318592737335
717,매괴고등학교 (충북),음성군,충청북도 음성군,91183.0,321,-0.026527331189710616,0.0035203930557231064
718,매성고등학교 (전남),나주시,전라남도 나주시,117377.0,400,0.0541875,0.0034078226569089344
719,매원고등학교 (경기),영통구,경기도 수원시 영통구,363028.0,854,-0.014175654853620956,0.002352435624800291
720,매천고등학교 (대구),대구광역시 북구,대구광역시 북구,419624.0,690,-0.02735315143572024,0.0016443292090061578
721,매탄고등학교 (경기),영통구,경기도 수원시 영통구,363028.0,991,-0.03379946988392286,0.002729816983813921
722,매향여자정보고등학교 (경기),팔달구,경기도 수원시 팔달구,197213.0,715,-0.03168236525379383,0.0036255216441106824
723,매홀고등학교 (경기),오산시,경기도 오산시,229656.0,902,0.07802603800140746,0.003927613474065559
724,면목고등학교 (서울),서울특별시 중랑구,서울특별시 중랑구,382155.0,614,-0.044041871921182266,0.0016066779186455758
725,명덕고등학교 (경남),함안군,경상남도 함안군,60203.0,353,-0.006767739918724601,0.00586349517465907
726,명덕고등학교 (서울),서울특별시 강서구,서울특별시 강서구,563058.0,750,-0.03255448748453412,0.0013320119774517013
727,명덕여자고등학교 (서울),서울특별시 강서구,서울특별시 강서구,563058.0,1034,-0.03897722465096601,0.001836400512913412
728,명덕외국어고등학교 (서울),서울특별시 강서구,서울특별시 강서구,563058.0,715,-0.03769293924466338,0.0012698514185039552
729,명문고등학교 (경기),광명시,경기도 광명시,280197.0,857,-0.03992450638792102,0.0030585623686192214
730,명석고등학교 (대전),대전광역시 동구,대전광역시 동구,217628.0,685,-0.04517782841291857,0.003147572922601871
731,명신고등학교 (경남),진주시,경상남도 진주시,341074.0,627,-0.0412701708590413,0.0018383107478142573
732,명신여자고등학교 (인천),인천광역시 부평구,인천광역시 부평구,494138.0,532,-0.04392475851550585,0.0010766223200806252
733,명인고등학교 (경북),성주군,경상북도 성주군,42086.0,186,-0.028940432261465473,0.0044195219312835625
734,명일여자고등학교 (서울),서울특별시 강동구,서울특별시 강동구,459167.0,582,-0.05096608985799644,0.001267512691460841
735,명지고등학교 (서울),서울특별시 서대문구,서울특별시 서대문구,306231.0,1315,-0.03147552582491799,0.00429414396321731
736,명진고등학교 (광주),광주광역시 광산구,광주광역시 광산구,396741.0,204,-0.03006192396313364,0.0005141893577926154
737,명호고등학교 (부산),부산광역시 강서구,부산광역시 강서구,142396.0,764,0.03579842931937174,0.005365319250540746
738,모계고등학교 (경북),청도군,경상북도 청도군,41316.0,348,-0.024316109422492398,0.008422887017136218
739,모락고등학교 (경기),의왕시,경기도 의왕시,158870.0,580,0.06902453502176494,0.003650783659595896
740,목감고등학교 (경기),시흥시,경기도 시흥시,519715.0,587,0.05543927963008032,0.0011294651876509242
741,목동고등학교 (서울),서울특별시 양천구,서울특별시 양천구,436028.0,1096,-0.039631819202274945,0.0025136000440338694
742,목상고등학교 (전남),목포시,전라남도 목포시,214156.0,493,-0.0292,0.0023020601804292196
743,목천고등학교 (충남),동남구,충청남도 천안시 동남구,256691.0,279,-0.05150625236832133,0.0010869099423041712
744,목포고등학교 (전남),목포시,전라남도 목포시,214156.0,661,-0.02635664435265632,0.003086535049216459
745,목포공업고등학교 (전남),목포시,전라남도 목포시,214156.0,560,-0.033781679173155874,0.0026149162292907974
746,목포덕인고등학교 (전남),목포시,전라남도 목포시,214156.0,482,-0.03108222263938427,0.002250695754496722
747,목포마리아회고등학교 (전남),목포시,전라남도 목포시,214156.0,471,-0.032651739452257585,0.002199331328564224
748,목포성신고등학교 (전남),목포시,전라남도 목포시,214156.0,178,-0.05932452276064612,0.0008311698014531463
749,목포여자고등학교 (전남),목포시,전라남도 목포시,214156.0,484,-0.02968634344929682,0.0022600347410299034
750,목포여자상업고등학교 (전남),목포시,전라남도 목포시,214156.0,481,-0.045467289719626165,0.002246026261230131
751,목포정명여자고등학교 (전남),목포시,전라남도 목포시,214156.0,541,-0.032530612244897956,0.0025261958572255737
752,목포제일여자고등학교 (전남),목포시,전라남도 목포시,214156.0,492,-0.028441558441558448,0.002297390687162629
753,목포중앙고등학교 (전남),목포시,전라남도 목포시,214156.0,337,-0.029178716020821286,0.0015736192308410692
754,목포혜인여자고등학교 (전남),목포시,전라남도 목포시,214156.0,462,-0.03300281954887218,0.002157305889164908
755,목포홍일고등학교 (전남),목포시,전라남도 목포시,214156.0,471,-0.03595741113346748,0.002199331328564224
756,무거고등학교 (울산),울산광역시 남구,울산광역시 남구,307232.0,468,-0.0503422389048355,0.001523278825122383
757,무룡고등학교 (울산),울산광역시 북구,울산광역시 북구,216477.0,546,-0.05655145434462445,0.002522207901994207
758,무산고등학교 (경북),경주시,경상북도 경주시,247489.0,62,-0.05941150044923629,0.0002505161845576975
759,무안고등학교 (전남),무안군,전라남도 무안군,90296.0,535,0.056472111084961175,0.005924957916186763
760,무원고등학교 (경기),덕양구,경기도 고양시 덕양구,496438.0,765,-0.04050351288056206,0.0015409779267501682
761,무주고등학교 (전북),무주군,전라북도 무주군,23251.0,276,0.00027636054421768894,0.01187045718463722
762,무풍고등학교 (전북),무주군,전라북도 무주군,23251.0,18,-0.049872448979591845,0.0007741602511719926
763,무학여자고등학교 (서울),서울특별시 성동구,서울특별시 성동구,277361.0,521,-0.05484795377036756,0.0018784183789357551
764,묵호고등학교 (강원),동해시,강원도 동해시,88625.0,541,-0.00692818110850898,0.006104372355430183
765,문경공업고등학교 (경북),문경시,경상북도 문경시,68755.0,212,-0.04926449787835927,0.0030834121154825105
766,문경여자고등학교 (경북),문경시,경상북도 문경시,68755.0,335,-0.037881850853548955,0.004872372918333212
767,문막고등학교 (강원),원주시,강원도 원주시,361503.0,224,0.032323362558019604,0.0006196352450740381
768,문명고등학교 (경북),경산시,경상북도 경산시,266205.0,457,-0.028353528911564632,0.001716722075092504
769,문산고등학교 (경기),파주시,경기도 파주시,497753.0,352,-0.029235262878385557,0.0007071780581935217
770,문산수억고등학교 (경기),파주시,경기도 파주시,497753.0,689,-0.023529411764705885,0.0013842206877708423
771,문산제일고등학교 (경기),파주시,경기도 파주시,497753.0,774,-0.029167168130942354,0.0015549881165959824
772,문성고등학교 (광주),광주광역시 남구,광주광역시 남구,209646.0,634,-0.03743289249705381,0.0030241454642587983
773,문수고등학교 (울산),울산광역시 남구,울산광역시 남구,307232.0,470,-0.05241164959134339,0.0015297885636912823
774,문일고등학교 (서울),서울특별시 금천구,서울특별시 금천구,227481.0,854,-0.042666078777189885,0.00375415968806186
775,문일여자고등학교 (인천),인천광역시 남동구,인천광역시 남동구,492415.0,1045,-0.02927740863787375,0.0021221936780967273
776,문정고등학교 (서울),서울특별시 송파구,서울특별시 송파구,654166.0,719,-0.026019198193111232,0.001099109400366268
777,문정여자고등학교 (광주),광주광역시 북구,광주광역시 북구,421683.0,775,-0.010739280159964453,0.0018378734736757233
778,문창고등학교 (경북),문경시,경상북도 문경시,68755.0,354,-0.03805768364127986,0.005148716456984947
779,문태고등학교 (전남),목포시,전라남도 목포시,214156.0,491,-0.03244422454120187,0.0022927211938960383
780,문학정보고등학교 (인천),nan,,,255,-0.049339580873671775,
781,문향고등학교 (전남),장성군,전라남도 장성군,42543.0,239,-0.032209457209457205,0.005617845473991021
782,문현고등학교 (서울),서울특별시 송파구,서울특별시 송파구,654166.0,630,0.01670457992114043,0.0009630583063014586
783,문현고등학교 (울산),울산광역시 동구,울산광역시 동구,152287.0,560,-0.032357064963389935,0.003677267265098137
784,문현여자고등학교 (부산),부산광역시 남구,부산광역시 남구,254185.0,545,-0.04138943248532289,0.0021441076381375768
785,문화고등학교 (경북),경주시,경상북도 경주시,247489.0,583,-0.024960560911481158,0.0023556602515667365
786,물금고등학교 (경남),양산시,경상남도 양산시,355122.0,1004,-0.008892638420197474,0.002827197413846509
787,미래고등학교 (강원),원주시,강원도 원주시,361503.0,601,-0.03971169036334913,0.0016625034923638256
788,미래산업과학고등학교 (서울),서울특별시 노원구,서울특별시 노원구,498213.0,503,-0.021975881261595543,0.001009608340207903
789,미림여자고등학교 (서울),서울특별시 관악구,서울특별시 관악구,481956.0,508,-0.04171108742004265,0.0010540381279618887
790,미사강변고등학교 (경기),하남시,경기도 하남시,329861.0,724,0.07708662194159432,0.0021948638972173126
791,미사고등학교 (경기),하남시,경기도 하남시,329861.0,870,0.08721674876847291,0.002637474572623014
792,미추홀외국어고등학교 (인천),인천광역시 남동구,인천광역시 남동구,492415.0,538,0.04193349753694582,0.0010925743529340089
793,민족사관고등학교 (강원),횡성군,강원도 횡성군,46359.0,453,-0.0017819389912413206,0.009771565391833301
794,밀성고등학교 (경남),밀양시,경상남도 밀양시,102084.0,447,-0.02580862533692722,0.004378746914305866
795,밀성제일고등학교 (경남),밀양시,경상남도 밀양시,102084.0,222,-0.05170319514127277,0.0021746796755613023
796,밀양고등학교 (경남),밀양시,경상남도 밀양시,102084.0,510,-0.026614949258391883,0.004995885741154344
797,밀양동명고등학교 (경남),밀양시,경상남도 밀양시,102084.0,217,-0.028527607361963192,0.002125700403589201
798,밀양여자고등학교 (경남),밀양시,경상남도 밀양시,102084.0,285,-0.04788732394366197,0.00279181850240978
799,박문여자고등학교 (인천),인천광역시 연수구,인천광역시 연수구,392416.0,735,-0.015759878419452884,0.0018730123134632634
800,반곡고등학교 (세종),세종특별자치시,,,493,0.0498913358446827,
801,반송고등학교 (경기),화성시,경기도 화성시,944342.0,1009,0.001274018379281541,0.0010684688386199067
802,반여고등학교 (부산),부산광역시 해운대구,부산광역시 해운대구,380448.0,512,-0.03916078777189888,0.0013457818151232231
803,반포고등학교 (서울),서울특별시 서초구,서울특별시 서초구,407664.0,757,-0.03513513513513514,0.0018569213862396484
804,발곡고등학교 (경기),의정부시,경기도 의정부시,464213.0,778,0.007843633907463694,0.0016759547879960277
805,발안바이오과학고등학교 (경기),화성시,경기도 화성시,944342.0,307,-0.009591258599757183,0.00032509408667622533
806,방산고등학교 (서울),서울특별시 송파구,서울특별시 송파구,654166.0,797,-0.037131786676934925,0.001218345190670258
807,방어진고등학교 (울산),울산광역시 동구,울산광역시 동구,152287.0,564,-0.03498096730855352,0.003703533459848838
808,배곧고등학교 (경기),시흥시,경기도 시흥시,519715.0,1014,0.09554099746407438,0.0019510693360784276
809,배명고등학교 (서울),서울특별시 송파구,서울특별시 송파구,654166.0,827,-0.03633059418457648,0.0012642051100179466
810,배문고등학교 (서울),서울특별시 용산구,서울특별시 용산구,213151.0,350,-0.05758066450761665,0.0016420284211662154
811,배방고등학교 (충남),아산시,충청남도 아산시,345796.0,1310,0.08930479825517994,0.0037883607676202154
812,배영고등학교 (전북),정읍시,전라북도 정읍시,103620.0,307,-0.03736315086782376,0.002962748504149778
813,배재고등학교 (서울),서울특별시 강동구,서울특별시 강동구,459167.0,1240,-0.013458976569234386,0.0027005425041433727
814,배정고등학교 (부산),부산광역시 남구,부산광역시 남구,254185.0,331,-0.046805259417199714,0.0013022011527037394
815,배정미래고등학교 (부산),부산광역시 남구,부산광역시 남구,254185.0,392,-0.040976731601731604,0.001542183842476936
816,배화여자고등학교 (서울),서울특별시 종로구,서울특별시 종로구,139417.0,510,-0.04088027708796236,0.0036580904767711253
817,백령고등학교 (인천),인천광역시 옹진군,인천광역시 옹진군,20377.0,72,-0.016666666666666666,0.003533395494920744
818,백마고등학교 (경기),일산동구,경기도 고양시 일산동구,291597.0,840,-0.0455309673410205,0.002880688072922561
819,백산고등학교 (전북),부안군,전라북도 부안군,49187.0,181,-0.021914285714285713,0.00367983410250676
