,학교_식별자,시군구별,매칭된 행정구역,인구 수,2023,회귀계수,학생 비
1300,신명고등학교 (대구),대구광역시 중구,대구광역시 중구,89064.0,547,-0.04011553683135452,0.006141650947633162
1301,신명여자고등학교 (인천),인천광역시 남동구,인천광역시 남동구,492415.0,856,-0.03550944669365722,0.0017383710894266016
1302,신목고등학교 (서울),서울특별시 양천구,서울특별시 양천구,436028.0,1114,-0.035298030867482705,0.002554881796581871
1303,신반정보고등학교 (경남),의령군,경상남도 의령군,25475.0,38,-0.056364124597207306,0.001491658488714426
1304,신봉고등학교 (경기),수지구,경기도 용인시 수지구,377422.0,1132,0.07671295173417414,0.002999295218614707
1305,신서고등학교 (서울),서울특별시 양천구,서울특별시 양천구,436028.0,574,-0.03477161250766401,0.0013164292201418258
1306,신선여자고등학교 (울산),울산광역시 남구,울산광역시 남구,307232.0,642,-0.040618961741594746,0.0020896260806166026
1307,신성고등학교 (경기),만안구,경기도 안양시 만안구,230664.0,915,-0.031203765971755216,0.003966808864842368
1308,신성여자고등학교 (제주),제주시,제주특별자치도 제주시,491654.0,991,-0.01532515991471215,0.002015645148824173
1309,신송고등학교 (인천),인천광역시 연수구,인천광역시 연수구,392416.0,907,-0.03241778006166495,0.0023113226779743947
1310,신안해양과학고등학교 (전남),신안군,전라남도 신안군,38037.0,101,-0.024393530997304586,0.0026553093040986406
1311,신원고등학교 (경기),덕양구,경기도 고양시 덕양구,496438.0,633,0.04179079214624238,0.0012750836962521
1312,신일고등학교 (서울),서울특별시 강북구,서울특별시 강북구,288113.0,997,-0.01704399406821552,0.003460447810407722
1313,신일비즈니스고등학교 (경기),일산서구,경기도 고양시 일산서구,286872.0,449,-0.05704809636118598,0.0015651579798655847
1314,신장고등학교 (경기),하남시,경기도 하남시,329861.0,720,-0.03576844654007902,0.002182737577343184
1315,신정고등학교 (부산),부산광역시 기장군,부산광역시 기장군,178729.0,772,0.010910914927768862,0.004319388571524487
1316,신정고등학교 (울산),울산광역시 남구,울산광역시 남구,307232.0,744,-0.04648928152738234,0.002421622747630455
1317,신진과학기술고등학교 (서울),서울특별시 은평구,서울특별시 은평구,466770.0,424,-0.029043513957307057,0.0009083702894359106
1318,신천고등학교 (경기),시흥시,경기도 시흥시,519715.0,779,0.03506352649519679,0.0014988984347190286
1319,신철원고등학교 (강원),철원군,강원도 철원군,41448.0,237,-0.03772228808535862,0.005718008106543138
1320,신탄진고등학교 (대전),대전광역시 대덕구,대전광역시 대덕구,169853.0,447,-0.029978217462334356,0.0026316874002814197
1321,신태인고등학교 (전북),정읍시,전라북도 정읍시,103620.0,80,-0.06660769570986287,0.0007720517274657402
1322,신평고등학교 (충남),당진시,충청남도 당진시,170302.0,563,-0.013367799113737077,0.003305891886178671
1323,신한고등학교 (경기),평택시,경기도 평택시,591022.0,925,-0.016138127577007035,0.001565085563650761
1324,신현고등학교 (서울),서울특별시 중랑구,서울특별시 중랑구,382155.0,639,-0.043815609310816975,0.0016720964006751188
1325,신흥고등학교 (경기),동두천시,경기도 동두천시,88626.0,308,-0.02481029363246454,0.0034752781350845126
1326,심석고등학교 (경기),남양주시,경기도 남양주시,732265.0,1076,-0.023289536550406116,0.0014694133954237878
1327,심원고등학교 (경기),부천시,경기도 부천시,779968.0,703,-0.04802217183169564,0.000901319028472963
1328,심인고등학교 (대구),대구광역시 달성군,대구광역시 달성군,262084.0,560,-0.04171348314606741,0.002136719525037774
1329,쌘뽈여자고등학교 (충남),논산시,충청남도 논산시,110423.0,359,-0.023095677385345285,0.0032511342745623647
1330,아름고등학교 (세종),세종특별자치시,,,905,0.08979479084451461,
1331,아림고등학교 (경남),거창군,경상남도 거창군,60047.0,194,-0.05070984915705413,0.0032308025380118907
1332,아산고등학교 (충남),아산시,충청남도 아산시,345796.0,988,-0.011296452702702704,0.0028571759071822694
1333,아산스마트팩토리마이스터고등학교 (충남),아산시,충청남도 아산시,345796.0,239,0.006213450292397663,0.0006911589492070469
1334,안강전자고등학교 (경북),경주시,경상북도 경주시,247489.0,102,-0.05525210084033614,0.0004121395294336314
1335,안계고등학교 (경북),의성군,경상북도 의성군,50086.0,95,-0.0578125,0.0018967376113085493
1336,안곡고등학교 (경기),일산동구,경기도 고양시 일산동구,291597.0,931,-0.024562289562289563,0.003192762614155838
1337,안남고등학교 (인천),인천광역시 계양구,인천광역시 계양구,280266.0,551,-0.03913716814159292,0.0019659894528769096
1338,안동고등학교 (경북),안동시,경상북도 안동시,152935.0,455,-0.028522437781697045,0.002975120149082944
1339,안동여자고등학교 (경북),안동시,경상북도 안동시,152935.0,363,-0.03583920054508289,0.0023735573936639748
1340,안동중앙고등학교 (경북),안동시,경상북도 안동시,152935.0,387,-0.023883508205542105,0.002530486808121097
1341,안면고등학교 (충남),태안군,충청남도 태안군,60784.0,137,-0.03307453416149068,0.0022538826006843907
1342,안법고등학교 (경기),안성시,경기도 안성시,189034.0,693,-0.020988641817309233,0.003666007173312737
1343,안산강서고등학교 (경기),단원구,경기도 안산시 단원구,294441.0,825,-0.04994945269469427,0.0028019195696251543
1344,안산고등학교 (경기),상록구,경기도 안산시 상록구,334867.0,756,-0.042114905189997734,0.0022576127238575316
1345,안산공업고등학교 (경기),상록구,경기도 안산시 상록구,334867.0,989,-0.03663698370594922,0.0029534113543585963
1346,안산국제비즈니스고등학교 (경기),상록구,경기도 안산시 상록구,334867.0,662,-0.04875280152735122,0.0019769042634837117
1347,안산동산고등학교 (경기),상록구,경기도 안산시 상록구,334867.0,995,-0.045315614617940196,0.0029713289156590526
1348,안산디자인문화고등학교 (경기),상록구,경기도 안산시 상록구,334867.0,789,-0.040375479246541085,0.002356159311010043
1349,안성고등학교 (경기),안성시,경기도 안성시,189034.0,678,-0.016993156544054748,0.0035866563686955785
1350,안성고등학교 (전북),무주군,전라북도 무주군,23251.0,115,-0.004983388704318937,0.0049460238269321746
1351,안성여자고등학교 (경기),안성시,경기도 안성시,189034.0,555,-0.02257217847769029,0.0029359797708348764
1352,안양고등학교 (경기),만안구,경기도 안양시 만안구,230664.0,913,-0.04310186601407159,0.003958138244372768
1353,안양공업고등학교 (경기),만안구,경기도 안양시 만안구,230664.0,352,-0.06268796992481203,0.0015260292026497415
1354,안양문화고등학교 (경기),만안구,경기도 안양시 만안구,230664.0,444,-0.04605563768310711,0.0019248777442513786
1355,안양여자고등학교 (경기),만안구,경기도 안양시 만안구,230664.0,569,-0.030392620624408707,0.002466791523601429
1356,안양예술고등학교 (경기),만안구,경기도 안양시 만안구,230664.0,901,-0.005243081525804043,0.0039061145215551624
1357,안양외국어고등학교 (경기),만안구,경기도 안양시 만안구,230664.0,614,-0.03902959590210586,0.002661880484167447
1358,안의고등학교 (경남),함양군,경상남도 함양군,36945.0,110,-0.022247899159663864,0.0029773988361077278
1359,안좌고등학교 (전남),신안군,전라남도 신안군,38037.0,82,-0.010601503759398495,0.00215579567263454
1360,안중고등학교 (경기),평택시,경기도 평택시,591022.0,514,-0.01650989613952577,0.0008696799780718822
1361,안천고등학교 (전북),진안군,전라북도 진안군,24465.0,26,-0.021746031746031746,0.0010627426936439812
1362,안화고등학교 (경기),화성시,경기도 화성시,944342.0,1047,-0.009671013633669233,0.0011087084975570291
1363,안흥고등학교 (강원),횡성군,강원도 횡성군,46359.0,33,-0.033953722334004025,0.0007118358894713001
1364,압구정고등학교 (서울),서울특별시 강남구,서울특별시 강남구,544873.0,543,-0.054792409209132066,0.0009965625017205844
1365,애월고등학교 (제주),제주시,제주특별자치도 제주시,491654.0,406,-0.025535069623517277,0.000825783986299308
1366,야로고등학교 (경남),합천군,경상남도 합천군,41203.0,60,-0.04294372294372294,0.0014562046452928185
1367,야탑고등학교 (경기),분당구,경기도 성남시 분당구,472957.0,747,-0.02195605429377772,0.0015794247680021652
1368,약목고등학교 (경북),칠곡군,경상북도 칠곡군,110581.0,276,-0.0173138832997988,0.002495907976958067
1369,약사고등학교 (울산),울산광역시 중구,울산광역시 중구,208668.0,613,0.05677977936042453,0.0029376809093871604
1370,약산고등학교 (전남),완도군,전라남도 완도군,46641.0,42,0.006948051948051947,0.0009004952723998199
1371,양곡고등학교 (경기),김포시,경기도 김포시,486172.0,747,-0.011655096821337235,0.0015364932575302568
1372,양구고등학교 (강원),양구군,강원도 양구군,21056.0,202,-0.026118326118326117,0.009593465045592706
1373,양구여자고등학교 (강원),양구군,강원도 양구군,21056.0,171,-0.023385866802236907,0.008121200607902735
1374,양동고등학교 (경기),양평군,경기도 양평군,125238.0,201,0.016971664698937426,0.0016049441862693431
1375,양명고등학교 (경기),만안구,경기도 안양시 만안구,230664.0,946,-0.03837047353760446,0.004101203482121181
1376,양명여자고등학교 (경기),만안구,경기도 안양시 만안구,230664.0,755,-0.04349722765818657,0.003273159227274304
1377,양산고등학교 (경남),양산시,경상남도 양산시,355122.0,913,-0.014335883607174213,0.00257094744904568
1378,양산남부고등학교 (경남),양산시,경상남도 양산시,355122.0,1019,-0.013052517657780819,0.002869436419033459
1379,양산여자고등학교 (경남),양산시,경상남도 양산시,355122.0,971,-0.008101587301587297,0.0027342716024352193
1380,양산제일고등학교 (경남),양산시,경상남도 양산시,355122.0,772,-0.004865366010964206,0.0021739008002883515
1381,양서고등학교 (경기),양평군,경기도 양평군,125238.0,670,-0.018051421957671957,0.005349813954231144
1382,양양고등학교 (강원),양양군,강원도 양양군,27710.0,407,0.012514880952380953,0.014687838325514254
1383,양업고등학교 (충북),흥덕구,충청북도 청주시 흥덕구,274594.0,118,-0.001092089728453366,0.00042972533995644477
1384,양영디지털고등학교 (경기),분당구,경기도 성남시 분당구,472957.0,308,-0.045999018163966614,0.0006512219926970105
1385,양운고등학교 (부산),부산광역시 해운대구,부산광역시 해운대구,380448.0,807,-0.03204731932111948,0.002121183446883674
1386,양일고등학교 (경기),양평군,경기도 양평군,125238.0,643,0.0031541029696011253,0.0051342244366725754
1387,양재고등학교 (서울),서울특별시 서초구,서울특별시 서초구,407664.0,846,-0.03441176470588235,0.0020752384316495938
1388,양정고등학교 (부산),부산광역시 부산진구,부산광역시 부산진구,359508.0,432,-0.04730233410729561,0.0012016422444006808
1389,양정고등학교 (서울),서울특별시 양천구,서울특별시 양천구,436028.0,1020,-0.03292632759910246,0.0023392993110534187
1390,양주고등학교 (경기),양주시,경기도 남양주시,732265.0,666,0.002082201701973563,0.0009095068042307089
1391,양주백석고등학교 (경기),양주시,경기도 남양주시,732265.0,761,-0.02155394415830849,0.0010392412582876417
1392,양지고등학교 (경기),단원구,경기도 안산시 단원구,294441.0,755,-0.052764510059342885,0.002564180939475141
1393,양지고등학교 (세종),세종특별자치시,,,745,0.09249760306807285,
1394,양천고등학교 (서울),서울특별시 양천구,서울특별시 양천구,436028.0,906,-0.028917394081328502,0.0020778482115827424
1395,양청고등학교 (충북),청원구,충청북도 청주시 청원구,190718.0,818,0.037406700225655266,0.004289055044620854
1396,양평고등학교 (경기),양평군,경기도 양평군,125238.0,528,-0.009021035598705504,0.004215972787812006
1397,양평전자과학고등학교 (경기),양평군,경기도 양평군,125238.0,144,-0.04401408450704225,0.0011498107603123652
1398,양현고등학교 (전북),덕진구,전라북도 전주시 덕진구,315549.0,814,0.08911112797935326,0.0025796310557155942
1399,언남고등학교 (서울),서울특별시 서초구,서울특별시 서초구,407664.0,620,-0.03896212847555129,0.0015208603163389459
1400,언양고등학교 (울산),울산광역시 울주군,울산광역시 울주군,218997.0,502,0.06672652301143922,0.002292268843865441
1401,여강고등학교 (경기),여주시,경기도 여주시,114412.0,236,-0.0276963776963777,0.002062720693633535
1402,여남고등학교 (전남),여수시,전라남도 여수시,271696.0,45,0.02985347985347985,0.0001656262882044638
1403,여량고등학교 (강원),정선군,강원도 정선군,34202.0,14,-0.036769480519480514,0.00040933278755628325
1404,여산고등학교 (전북),익산시,전라북도 익산시,270036.0,13,-0.07764976958525346,4.814172925091469e-05
1405,여수고등학교 (전남),여수시,전라남도 여수시,271696.0,569,-0.03672885741522539,0.0020942523997408867
1406,여수공업고등학교 (전남),여수시,전라남도 여수시,271696.0,677,-0.038418577307466194,0.0024917554914316
1407,여수석유화학고등학교 (전남),여수시,전라남도 여수시,271696.0,274,-0.0465720909693089,0.0010084800659560685
1408,여수여자고등학교 (전남),여수시,전라남도 여수시,271696.0,569,-0.037409029649595686,0.0020942523997408867
1409,여수정보과학고등학교 (전남),여수시,전라남도 여수시,271696.0,686,-0.027739466025559913,0.0025248807490724926
1410,여수중앙여자고등학교 (전남),여수시,전라남도 여수시,271696.0,546,-0.0341031149301826,0.0020095989635474944
1411,여수충무고등학교 (전남),여수시,전라남도 여수시,271696.0,567,-0.026366894482413732,0.002086891231376244
1412,여수해양과학고등학교 (전남),여수시,전라남도 여수시,271696.0,78,-0.03640381895332391,0.0002870855662210706
1413,여수화양고등학교 (전남),여수시,전라남도 여수시,271696.0,273,-0.027592719780219783,0.0010047994817737472
1414,여양고등학교 (전남),여수시,전라남도 여수시,271696.0,374,-0.017230320699708455,0.0013765384841882104
1415,여의도고등학교 (서울),서울특별시 영등포구,서울특별시 영등포구,374794.0,751,-0.03809862012987013,0.002003767402893323
1416,여의도여자고등학교 (서울),서울특별시 영등포구,서울특별시 영등포구,374794.0,549,-0.04064050099206349,0.0014648046660298724
1417,여주고등학교 (경기),여주시,경기도 여주시,114412.0,467,-0.02798602912239276,0.00408173967765619
1418,여주자영농업고등학교 (경기),여주시,경기도 여주시,114412.0,398,-0.005160478288231589,0.003478656085026046
1419,여주제일고등학교 (경기),여주시,경기도 여주시,114412.0,409,-0.032083333333333325,0.003574799846169982
1420,여천고등학교 (전남),여수시,전라남도 여수시,271696.0,573,-0.03619047619047619,0.0021089747364701726
1421,역곡고등학교 (경기),부천시,경기도 부천시,779968.0,463,0.08101425601425603,0.0005936140969885944
1422,연무고등학교 (충남),논산시,충청남도 논산시,110423.0,376,-0.02393659711075441,0.0034050877081767384
1423,연무마이스터고등학교 (충남),논산시,충청남도 논산시,110423.0,208,-0.036953196696237374,0.001883665540693515
1424,연수고등학교 (인천),인천광역시 연수구,인천광역시 연수구,392416.0,931,-0.03809068187143639,0.002372482263720134
1425,연수여자고등학교 (인천),인천광역시 연수구,인천광역시 연수구,392416.0,904,-0.03389535792435137,0.002303677729756177
1426,연제고등학교 (부산),부산광역시 연제구,부산광역시 연제구,205766.0,591,-0.03247026945657082,0.0028721946288502473
1427,연천고등학교 (경기),연천군,경기도 연천군,41584.0,130,-0.04803525523319868,0.003126202385532897
1428,연초고등학교 (경남),거제시,경상남도 거제시,234038.0,939,0.042525835866261394,0.004012168964014391
1429,연평고등학교 (인천),인천광역시 옹진군,인천광역시 옹진군,20377.0,29,0.02142857142857143,0.0014231731854541885
1430,염광고등학교 (서울),서울특별시 노원구,서울특별시 노원구,498213.0,646,-0.03344614653841587,0.001296634170525458
1431,영광고등학교 (경북),영주시,경상북도 영주시,100199.0,402,-0.023498677248677248,0.00401201608798491
1432,영광고등학교 (전남),영광군,전라남도 영광군,51750.0,291,-0.034220779220779214,0.005623188405797101
1433,영광공업고등학교 (전남),영광군,전라남도 영광군,51750.0,214,-0.013656015037593987,0.004135265700483092
1434,영광여자고등학교 (경북),영주시,경상북도 영주시,100199.0,457,-0.025351014040561625,0.004560923761714189
1435,영광전자고등학교 (전남),영광군,전라남도 영광군,51750.0,48,-0.058928571428571434,0.0009275362318840579
1436,영남고등학교 (대구),대구광역시 달서구,대구광역시 달서구,527781.0,1114,-0.03397849462365592,0.0021107239555800605
1437,영남공업고등학교 (대구),대구광역시 수성구,대구광역시 수성구,407331.0,862,-0.03950193856248136,0.0021162150683350887
1438,영남삼육고등학교 (경북),경산시,경상북도 경산시,266205.0,157,-0.020194206714944037,0.0005897710411149303
1439,영덕고등학교 (경기),영통구,경기도 수원시 영통구,363028.0,977,-0.04201957940536621,0.0026912524653745717
1440,영덕고등학교 (경북),영덕군,경상북도 영덕군,34055.0,167,-0.02533948940793047,0.004903832036411687
1441,영덕여자고등학교 (경북),영덕군,경상북도 영덕군,34055.0,139,-0.033194186765615336,0.004081632653061225
1442,영도여자고등학교 (부산),부산광역시 영도구,부산광역시 영도구,106548.0,390,-0.04400771481777068,0.0036603221083455345
1443,영동고등학교 (경북),영천시,경상북도 영천시,100212.0,373,-0.025751186083289405,0.0037221091286472677
1444,영동고등학교 (서울),서울특별시 강남구,서울특별시 강남구,544873.0,749,-0.04421045682598363,0.0013746322537545447
1445,영동고등학교 (충북),영동군,충청북도 영동군,44195.0,382,-0.030333800186741366,0.008643511709469398
1446,영동미래고등학교 (충북),영동군,충청북도 영동군,44195.0,232,-0.03973314157877916,0.005249462608892409
1447,영동산업과학고등학교 (충북),영동군,충청북도 영동군,44195.0,136,-0.03500457875457876,0.0030772711845231363
1448,영동일고등학교 (서울),서울특별시 송파구,서울특별시 송파구,654166.0,912,-0.037830050743958024,0.0013941415481697305
1449,영등포고등학교 (서울),서울특별시 동작구,서울특별시 동작구,378769.0,758,-0.04706639412521767,0.0020012197407918812
1450,영등포공업고등학교 (서울),서울특별시 강서구,서울특별시 강서구,563058.0,304,-0.05171264157837048,0.0005399088548604229
1451,영등포여자고등학교 (서울),서울특별시 영등포구,서울특별시 영등포구,374794.0,466,-0.054897441209986526,0.00124334968009093
1452,영락고등학교 (서울),서울특별시 관악구,서울특별시 관악구,481956.0,536,-0.034752747252747254,0.0011121347176920714
1453,영락의료과학고등학교 (서울),서울특별시 관악구,서울특별시 관악구,481956.0,300,-0.01642545907251789,0.0006224634613948161
1454,영복여자고등학교 (경기),팔달구,경기도 수원시 팔달구,197213.0,822,-0.042956294122313,0.004168082225816757
1455,영북고등학교 (경기),포천시,경기도 포천시,143323.0,165,-0.011677170868347336,0.0011512457874870048
1456,영산고등학교 (경남),창녕군,경상남도 창녕군,57083.0,177,-0.019674990818949686,0.0031007480335651593
1457,영산고등학교 (부산),부산광역시 해운대구,부산광역시 해운대구,380448.0,473,-0.03406988694758479,0.001243271090924384
1458,영산고등학교 (전남),나주시,전라남도 나주시,117377.0,240,-0.026665329052969505,0.0020446935941453607
1459,영산성지고등학교 (전남),영광군,전라남도 영광군,51750.0,74,-0.04374999999999999,0.001429951690821256
1460,영생고등학교 (경기),장안구,경기도 수원시 장안구,270849.0,875,-0.034356068008598785,0.0032305823540053685
1461,영서고등학교 (강원),원주시,강원도 원주시,361503.0,569,-0.038985751781027374,0.0015739841716389629
1462,영선고등학교 (전북),고창군,전라북도 고창군,51750.0,134,-0.05164764359351988,0.0025893719806763284
1463,영송여자고등학교 (대구),대구광역시 북구,대구광역시 북구,419624.0,514,-0.04538365564566438,0.00122490610641908
1464,영신간호비즈니스고등학교 (서울),서울특별시 노원구,서울특별시 노원구,498213.0,429,-0.03327175697865353,0.0008610774909526648
1465,영신고등학교 (대구),대구광역시 동구,대구광역시 동구,342813.0,706,-0.04054061411149826,0.0020594318185133
1466,영신고등학교 (서울),서울특별시 영등포구,서울특별시 영등포구,374794.0,641,-0.05232333662566221,0.0017102728432152063
1467,영신여자고등학교 (경기),권선구,경기도 수원시 권선구,366167.0,718,-0.030075187969924807,0.001960853927306393
1468,영신여자고등학교 (서울),서울특별시 노원구,서울특별시 노원구,498213.0,734,-0.0430484693877551,0.0014732654507208765
1469,영암고등학교 (전남),영암군,전라남도 영암군,52350.0,156,-0.03948887938408896,0.002979942693409742
1470,영암낭주고등학교 (전남),영암군,전라남도 영암군,52350.0,118,-0.028368506493506487,0.002254059216809933
1471,영암여자고등학교 (전남),영암군,전라남도 영암군,52350.0,185,-0.04590725178960474,0.003533906399235912
1472,영양고등학교 (경북),영양군,경상북도 영양군,15661.0,98,-0.05097257653061224,0.006257582529851223
1473,영양여자고등학교 (경북),영양군,경상북도 영양군,15661.0,155,-0.035690235690235696,0.009897196858438158
1474,영월고등학교 (강원),영월군,강원도 영월군,37332.0,271,-0.020592916832471147,0.007259187828136719
1475,영일고등학교 (경북),남구,서울특별시 강남구,544873.0,483,-0.03673286737129219,0.0008864450982155475
1476,영일고등학교 (서울),서울특별시 강서구,서울특별시 강서구,563058.0,757,-0.040577934230460744,0.0013444440892412504
1477,영종국제물류고등학교 (인천),인천광역시 중구,인천광역시 중구,158958.0,217,-0.016261119832548403,0.0013651404773587991
1478,영주고등학교 (경북),영주시,경상북도 영주시,100199.0,189,-0.047378706199460906,0.0018862463697242487
1479,영주고등학교 (제주),제주시,제주특별자치도 제주시,491654.0,606,-0.027746013850861652,0.00123257412733345
1480,영주여자고등학교 (경북),영주시,경상북도 영주시,100199.0,383,-0.025588697017268448,0.0038223934370602503
1481,영주제일고등학교 (경북),영주시,경상북도 영주시,100199.0,446,-0.027007542147293697,0.004451142226968333
1482,영진고등학교 (대구),대구광역시 북구,대구광역시 북구,419624.0,526,-0.04374549819927972,0.0012535031361409262
1483,영천고등학교 (경북),영천시,경상북도 영천시,100212.0,309,-0.028226817042606513,0.0030834630583163694
1484,영천성남여자고등학교 (경북),영천시,경상북도 영천시,100212.0,265,-0.023609443777511004,0.0026443938849638766
1485,영천여자고등학교 (경북),영천시,경상북도 영천시,100212.0,240,-0.05560235402723287,0.0023949227637408694
1486,영천전자고등학교 (경북),영천시,경상북도 영천시,100212.0,189,-0.024006444683136414,0.0018860016764459346
1487,영파여자고등학교 (서울),서울특별시 송파구,서울특별시 송파구,654166.0,822,-0.045430334150827714,0.001256561790126665
1488,영해고등학교 (경북),영덕군,경상북도 영덕군,34055.0,170,-0.02169354838709677,0.004991924827484951
1489,영화국제관광고등학교 (인천),인천광역시 동구,인천광역시 동구,59482.0,556,-0.030880230880230883,0.009347365589590128
1490,영훈고등학교 (서울),서울특별시 강북구,서울특별시 강북구,288113.0,1016,-0.03147462524832942,0.003526394157847789
1491,영흥고등학교 (전남),목포시,전라남도 목포시,214156.0,469,-0.033728110599078334,0.002189992342031043
1492,예당고등학교 (경기),화성시,경기도 화성시,944342.0,1019,0.004428331735378719,0.0010790582225507284
1493,예당고등학교 (전남),보성군,전라남도 보성군,37686.0,171,-0.023403019744483156,0.004537494029613119
1494,예림디자인고등학교 (서울),서울특별시 구로구,서울특별시 구로구,392405.0,366,-0.022973901098901097,0.0009327098278564238
1495,예문여자고등학교 (부산),부산광역시 남구,부산광역시 남구,254185.0,496,-0.04614035087719299,0.00195133465782796
1496,예산고등학교 (충남),예산군,충청남도 예산군,78354.0,548,-0.028140243902439018,0.006993899481838834
1497,예산여자고등학교 (충남),예산군,충청남도 예산군,78354.0,416,-0.030975900998697348,0.005309237562855757
1498,예산예화여자고등학교 (충남),예산군,충청남도 예산군,78354.0,338,-0.028043357420789332,0.004313755519820303
1499,예산전자공업고등학교 (충남),예산군,충청남도 예산군,78354.0,203,-0.03576959544879899,0.002590805829951247
1500,예일디자인고등학교 (서울),서울특별시 은평구,서울특별시 은평구,466770.0,488,-0.005839999999999999,0.0010454827859545386
1501,예일메디텍고등학교 (경북),안동시,경상북도 안동시,152935.0,181,-0.03927573822825219,0.0011835093340307975
1502,예일여자고등학교 (서울),서울특별시 은평구,서울특별시 은평구,466770.0,827,-0.04343284207000503,0.0017717505409516464
1503,예천여자고등학교 (경북),예천군,경상북도 예천군,55325.0,306,-0.021614214992927865,0.005530953456845911
1504,오금고등학교 (서울),서울특별시 송파구,서울특별시 송파구,654166.0,814,-0.03775694504171326,0.0012443324783006147
1505,오남고등학교 (경기),남양주시,경기도 남양주시,732265.0,1093,0.004424187339606499,0.0014926290345708179
1506,오류고등학교 (서울),서울특별시 구로구,서울특별시 구로구,392405.0,498,-0.04045433508176489,0.0012690969788866095
1507,오산고등학교 (경기),오산시,경기도 오산시,229656.0,898,-0.020531119823572655,0.003910196119413383
1508,오산고등학교 (서울),서울특별시 용산구,서울특별시 용산구,213151.0,432,-0.04790995749066083,0.002026732222696586
1509,오산정보고등학교 (경기),오산시,경기도 오산시,229656.0,632,-0.021061184117563934,0.0027519420350437178
1510,오상고등학교 (경북),구미시,경상북도 구미시,405506.0,737,-0.027873528340818063,0.0018174823553782189
1511,오성고등학교 (대구),대구광역시 수성구,대구광역시 수성구,407331.0,548,-0.04717872086072922,0.001345343222097017
1512,오송고등학교 (충북),흥덕구,충청북도 청주시 흥덕구,274594.0,668,0.07254558204768584,0.002432682432973772
1513,오창고등학교 (충북),청원구,충청북도 청주시 청원구,190718.0,459,-0.03200983553692357,0.002406694701076983
1514,오천고등학교 (경북),남구,서울특별시 강남구,544873.0,566,-0.02631231284128941,0.001038774173064182
1515,오현고등학교 (제주),제주시,제주특별자치도 제주시,491654.0,1098,-0.009476661951909477,0.002233277874277439
1516,옥과고등학교 (전남),곡성군,전라남도 곡성군,26905.0,226,-0.038439404197698035,0.008399925664374652
1517,옥련여자고등학교 (인천),인천광역시 연수구,인천광역시 연수구,392416.0,830,-0.03377689405526665,0.0021151023403734814
1518,옥빛고등학교 (경기),양주시,경기도 남양주시,732265.0,832,0.041577953296703295,0.0011362006923722968
1519,옥정고등학교 (경기),양주시,경기도 남양주시,732265.0,871,0.08895156654210981,0.0011894600998272483
1520,옥종고등학교 (경남),하동군,경상남도 하동군,41606.0,30,-0.041875,0.0007210498485795318
1521,옥천고등학교 (충북),옥천군,충청북도 옥천군,48891.0,577,-0.026817338505650188,0.011801763105684072
1522,온산고등학교 (울산),울산광역시 울주군,울산광역시 울주군,218997.0,290,0.07927764326069411,0.0013242190532290396
1523,온양고등학교 (충남),아산시,충청남도 아산시,345796.0,957,-0.014193288463361455,0.0027675276752767526
1524,온양여자고등학교 (충남),아산시,충청남도 아산시,345796.0,977,-0.01437570708629024,0.002825365244248054
1525,온양용화고등학교 (충남),아산시,충청남도 아산시,345796.0,1184,-0.00132420366795367,0.0034239840831010193
1526,온양한올고등학교 (충남),아산시,충청남도 아산시,345796.0,942,-0.020905285190999476,0.002724149498548277
1527,와룡고등학교 (대구),대구광역시 달서구,대구광역시 달서구,527781.0,516,-0.05099441730635032,0.0009776782415433674
1528,와부고등학교 (경기),남양주시,경기도 남양주시,732265.0,721,-0.006025267249757045,0.0009846162250005122
1529,와우고등학교 (경기),화성시,경기도 화성시,944342.0,481,0.024999999999999998,0.0005093493670725224
1530,완도고등학교 (전남),완도군,전라남도 완도군,46641.0,376,-0.0028031902416138883,0.008061576724341244
1531,완도금일고등학교 (전남),완도군,전라남도 완도군,46641.0,32,-0.045158730158730155,0.0006860916361141484
1532,완도수산고등학교 (전남),완도군,전라남도 완도군,46641.0,219,-0.043010752688172046,0.0046954396346562035
1533,완산고등학교 (전북),완산구,전라북도 전주시 완산구,327178.0,579,-0.030587106063029914,0.0017696788903899406
1534,완산여자고등학교 (전북),완산구,전라북도 전주시 완산구,327178.0,177,-0.06232590529247912,0.0005409899198601372
1535,완주고등학교 (전북),완주군,전라북도 완주군,97827.0,454,-0.03246655157531291,0.004640845574330195
1536,왕신여자고등학교 (전북),정읍시,전라북도 정읍시,103620.0,19,-0.08520911654135338,0.0001833622852731133
1537,용남고등학교 (경남),사천시,경상남도 사천시,109030.0,384,0.0023437499999999986,0.003521966431257452
1538,용남고등학교 (충남),계룡시,충청남도 계룡시,46667.0,851,-0.014843308865047996,0.018235584031542632
1539,용문고등학교 (경기),양평군,경기도 양평군,125238.0,428,-0.024708949793839436,0.003417493093150641
1540,용문고등학교 (서울),서울특별시 성북구,서울특별시 성북구,425602.0,860,-0.02336770476747099,0.0020206671961128003
1541,용산고등학교 (서울),서울특별시 용산구,서울특별시 용산구,213151.0,815,-0.03385009030704395,0.0038235804664299017
1542,용산철도고등학교 (서울),서울특별시 용산구,서울특별시 용산구,213151.0,426,-0.040750915750915745,0.001998583164048022
1543,용인고등학교 (경기),처인구,경기도 용인시 처인구,261488.0,1115,-0.03132406188281765,0.004264058006485957
