,학교_식별자,소재지지번주소,개방ID,위도,경도,시군구별,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2015_해당지역예측학생수,2016_해당지역예측학생수,2017_해당지역예측학생수,2018_해당지역예측학생수,2019_해당지역예측학생수,2020_해당지역예측학생수,2021_해당지역예측학생수,2022_해당지역예측학생수,2023_해당지역예측학생수,2024_해당지역예측학생수,2025_해당지역예측학생수,2026_해당지역예측학생수,2027_해당지역예측학생수,2028_해당지역예측학생수,2029_해당지역예측학생수,2030_해당지역예측학생수,2031_해당지역예측학생수,2032_해당지역예측학생수,2033_해당지역예측학생수,2034_해당지역예측학생수,2035_해당지역예측학생수,2036_해당지역예측학생수,2037_해당지역예측학생수,2038_해당지역예측학생수,2039_해당지역예측학생수,매칭된 행정구역,학생 비,회귀계수
1125,설악고등학교 (경기),경기도 가평군 설악면 신천리 76-2,9049232006,37.6819367,127.493938,가평군,191,191,180,177,193,193,184,186,202,191,173,168,171,160,166,2049.0,1920.0,1865.0,1677.0,1527.0,1404.0,1348.0,1285.0,1235.0,1271.0,1284.0,1284.0,1231.0,1236.0,1178.0,1145.0,1085.0,1089.0,1085.0,1026.0,924.0,827.0,768.0,706.0,622.0,경기도 가평군,0.13441295546558704,-0.008628005657708626
1126,설월여자고등학교 (광주),광주광역시 남구 방림동 30,1602653205,35.12612039,126.9285943,광주광역시 남구,1238,1241,1230,1205,1183,1139,1099,1063,988,861,761,685,678,652,595,9051.0,8347.0,7372.0,6407.0,5473.0,4887.0,4521.0,4373.0,4439.0,4667.0,4688.0,4872.0,4944.0,5159.0,4893.0,4707.0,4551.0,4509.0,4314.0,3879.0,3583.0,3236.0,3110.0,2989.0,2869.0,광주광역시 남구,0.13403919801757153,-0.04261540232531369
1127,설천고등학교 (전북),전북특별자치도 무주군 설천면 소천리 907-1,3501556873,36.01252702,127.7881231,무주군,161,165,183,181,175,144,128,117,123,102,80,57,59,56,60,782.0,760.0,719.0,633.0,572.0,547.0,551.0,560.0,606.0,629.0,640.0,591.0,583.0,557.0,527.0,497.0,463.0,436.0,372.0,307.0,256.0,241.0,224.0,210.0,169.0,전라북도 무주군,0.09900990099009901,-0.05564012490241999
1128,설화고등학교 (충남),충청남도 아산시 배방읍 장재리 1441,1227148234,36.78803293,127.0922409,아산시,444,889,1334,1389,1418,1373,1310,1283,1268,1178,1122,1088,1063,1217,1266,8439.0,8597.0,8252.0,7789.0,7289.0,7077.0,6940.0,6951.0,7521.0,8538.0,9642.0,10549.0,11236.0,11742.0,11577.0,11293.0,11046.0,10822.0,10232.0,9165.0,8086.0,7024.0,6141.0,5630.0,5591.0,충청남도 아산시,0.1683286796968488,0.009679125528913961
1129,성광고등학교 (대구),대구광역시 북구 검단동 986-1,9357219874,35.9075717,128.6242288,대구광역시 북구,1286,1209,1151,1124,1107,1057,1024,1018,963,867,750,673,627,553,542,17442.0,16896.0,16501.0,15788.0,15227.0,15524.0,15774.0,15333.0,15093.0,14769.0,14030.0,13068.0,12736.0,12967.0,12484.0,12009.0,11518.0,11295.0,10497.0,9382.0,8245.0,7421.0,6647.0,6171.0,5622.0,대구광역시 북구,0.03591068707347777,-0.04187958231504111
1130,성광여자고등학교 (울산),울산광역시 남구 옥동 907-1,5364030241,35.54314574,129.2658489,울산광역시 남구,1371,1311,1250,1222,1178,1109,1025,976,885,783,602,531,512,478,470,14805.0,14527.0,13779.0,12730.0,11409.0,10576.0,10019.0,9512.0,9454.0,9362.0,9323.0,9206.0,9362.0,9671.0,9629.0,9638.0,9472.0,9205.0,8425.0,7326.0,6346.0,5638.0,5220.0,4871.0,4539.0,울산광역시 남구,0.04971440660038079,-0.052826404084609785
1131,성남고등학교 (경기),경기도 성남시 중원구 성남동 2870,8414802670,37.43400578,127.1471688,중원구,1467,1415,1333,1195,1125,1070,1025,960,831,743,626,616,589,546,531,12604.0,11874.0,11015.0,10159.0,9410.0,8969.0,8507.0,7858.0,7672.0,7539.0,7352.0,7042.0,6871.0,6858.0,6570.0,6298.0,6140.0,5984.0,5676.0,4956.0,4298.0,3716.0,3408.0,3161.0,3183.0,경기도 성남시 중원구,0.06921272158498436,-0.04904810594994644
1132,성남고등학교 (서울),서울특별시 동작구 대방동 375-1,7007440090,37.50528157,126.9266153,서울특별시 동작구,1613,1599,1550,1532,1495,1506,1477,1435,1322,1186,1050,1010,1021,984,1003,19083.0,18015.0,16747.0,15140.0,13721.0,13186.0,13043.0,12925.0,12709.0,12605.0,12233.0,11719.0,11512.0,11566.0,11432.0,11360.0,11120.0,10592.0,9641.0,8415.0,7458.0,6688.0,6102.0,5571.0,5222.0,서울특별시 동작구,0.07892045007475018,-0.03282038791958197
1133,성남여자고등학교 (경기),경기도 성남시 중원구 성남동 2877,3994313538,37.43615488,127.144609,중원구,1395,1340,1275,1253,1275,1245,1181,1123,1009,863,723,687,655,617,602,12604.0,11874.0,11015.0,10159.0,9410.0,8969.0,8507.0,7858.0,7672.0,7539.0,7352.0,7042.0,6871.0,6858.0,6570.0,6298.0,6140.0,5984.0,5676.0,4956.0,4298.0,3716.0,3408.0,3161.0,3183.0,경기도 성남시 중원구,0.07846715328467153,-0.04568612391193035
1134,성남외국어고등학교 (경기),경기도 성남시 분당구 백현동 376-1,6010395944,37.37860539,127.096569,분당구,747,742,696,671,640,641,631,634,636,632,629,620,617,594,586,14565.0,14902.0,14666.0,14254.0,13484.0,13629.0,13832.0,13826.0,13663.0,13329.0,12899.0,13186.0,14024.0,14956.0,14870.0,14662.0,14520.0,14213.0,13391.0,11997.0,10611.0,9357.0,8549.0,8103.0,7569.0,경기도 성남시 분당구,0.042889555734465346,-0.012717536813922358
1135,성남테크노과학고등학교 (경기),경기도 성남시 중원구 하대원동 153,9354087054,37.42762312,127.1477126,중원구,1013,845,782,775,788,762,744,727,694,645,548,455,406,371,347,12604.0,11874.0,11015.0,10159.0,9410.0,8969.0,8507.0,7858.0,7672.0,7539.0,7352.0,7042.0,6871.0,6858.0,6570.0,6298.0,6140.0,5984.0,5676.0,4956.0,4298.0,3716.0,3408.0,3161.0,3183.0,경기도 성남시 중원구,0.045229405630865485,-0.04114370328585531
1136,성덕고등학교 (광주),광주광역시 광산구 장덕동 1120,3140341639,35.19585015,126.8174891,광주광역시 광산구,0,0,0,418,771,1112,1035,1070,1045,1014,964,943,947,928,964,15628.0,15242.0,14583.0,13727.0,13077.0,12820.0,12623.0,12335.0,12442.0,12482.0,12303.0,12505.0,13148.0,14066.0,13853.0,13413.0,12680.0,12287.0,11303.0,10150.0,8845.0,7911.0,7444.0,7121.0,6720.0,광주광역시 광산구,0.07747950490274876,0.06276978417266187
1137,성덕고등학교 (서울),서울특별시 강동구 천호동 23-3,7911099374,37.54996367,127.1419039,서울특별시 강동구,672,556,552,374,442,513,775,801,786,744,704,690,670,639,679,17417.0,17232.0,16568.0,15668.0,14060.0,13258.0,12483.0,11965.0,11907.0,12110.0,12479.0,12915.0,13551.0,13891.0,13315.0,12749.0,12024.0,11247.0,10126.0,8920.0,8064.0,7631.0,7782.0,7873.0,7532.0,서울특별시 강동구,0.05702527924750147,0.016318887105403954
1138,성도고등학교 (부산),부산광역시 북구 구포동 867,2290387690,35.19397545,129.0054379,부산광역시 북구,1484,1452,1432,1416,1351,1220,1043,974,877,802,697,624,570,520,464,12307.0,11894.0,11313.0,10325.0,9375.0,8976.0,8812.0,8310.0,8094.0,7816.0,7465.0,7096.0,6938.0,7264.0,7302.0,7379.0,7198.0,7210.0,6927.0,6327.0,5378.0,4537.0,3976.0,3829.0,3723.0,부산광역시 북구,0.0573264146281196,-0.05577108201771274
1139,성동고등학교 (서울),서울특별시 중구 신당동 161,9590790927,37.564116,127.0223892,서울특별시 중구,1319,1173,1038,903,871,884,799,806,652,590,475,465,444,411,445,4012.0,4170.0,4441.0,4611.0,4189.0,3872.0,3559.0,3478.0,3494.0,3539.0,3469.0,3363.0,3327.0,3490.0,3342.0,3278.0,3013.0,2950.0,2717.0,2500.0,2324.0,2206.0,2100.0,1904.0,1748.0,서울특별시 중구,0.12736119061247853,-0.04693761507635655
1140,성동공업고등학교 (서울),서울특별시 중구 흥인동 1-1,2218403637,37.56936315,127.017292,서울특별시 중구,864,893,820,795,763,810,820,838,832,856,868,853,749,548,405,4012.0,4170.0,4441.0,4611.0,4189.0,3872.0,3559.0,3478.0,3494.0,3539.0,3469.0,3363.0,3327.0,3490.0,3342.0,3278.0,3013.0,2950.0,2717.0,2500.0,2324.0,2206.0,2100.0,1904.0,1748.0,서울특별시 중구,0.1159129937034917,-0.019944808830587107
1141,성동글로벌경영고등학교 (서울),서울특별시 중구 신당동 250-3,4274096906,37.56585472,127.0135246,서울특별시 중구,986,869,731,729,723,727,733,742,744,695,636,518,402,327,321,4012.0,4170.0,4441.0,4611.0,4189.0,3872.0,3559.0,3478.0,3494.0,3539.0,3469.0,3363.0,3327.0,3490.0,3342.0,3278.0,3013.0,2950.0,2717.0,2500.0,2324.0,2206.0,2100.0,1904.0,1748.0,서울특별시 중구,0.09187178019461935,-0.03879310344827587
1142,성모여자고등학교 (부산),부산광역시 부산진구 양정동 429-5,3532048225,35.16726136,129.072124,부산광역시 부산진구,1273,1161,1106,1051,1002,963,920,868,839,742,677,579,554,507,507,13620.0,13383.0,12909.0,12127.0,11046.0,10309.0,9791.0,9536.0,9820.0,10042.0,10008.0,9744.0,9733.0,10033.0,9833.0,9572.0,9126.0,8748.0,8009.0,6998.0,6001.0,5181.0,4727.0,4530.0,4677.0,부산광역시 부산진구,0.05162932790224033,-0.04329480417461564
1143,성문고등학교 (경기),경기도 안양시 만안구 안양동 501-28,8396244466,37.37984308,126.9246852,만안구,1285,1285,1280,1241,1203,1152,1136,1157,1147,1014,931,868,829,804,815,11136.0,10191.0,9555.0,9095.0,8655.0,8379.0,8045.0,7732.0,7611.0,7522.0,7162.0,6925.0,6874.0,7002.0,6625.0,6232.0,5890.0,5844.0,5582.0,5376.0,5044.0,4721.0,4330.0,4041.0,3980.0,경기도 안양시 만안구,0.1070818552095651,-0.030583657587548635
1144,성보경영고등학교 (경기),경기도 성남시 수정구 단대동 5,5099891662,37.46184664,127.1585265,수정구,1651,1606,1449,1287,1269,1294,1252,1183,1149,1127,1121,1064,1028,941,866,12820.0,12060.0,11330.0,10415.0,9835.0,9678.0,9430.0,8974.0,8819.0,8672.0,8279.0,7634.0,7302.0,7164.0,6648.0,6214.0,5769.0,5697.0,5477.0,5180.0,4720.0,4298.0,3985.0,3836.0,3610.0,경기도 성남시 수정구,0.09819707449824243,-0.028906723198061778
1145,성보고등학교 (서울),서울특별시 관악구 신림동 1690,7370706677,37.48072837,126.9209573,서울특별시 관악구,1212,1143,1132,1115,1110,1022,974,961,896,814,734,664,644,611,639,23336.0,22304.0,20827.0,19365.0,17706.0,17020.0,16622.0,16172.0,16209.0,16267.0,15845.0,14880.0,14303.0,14063.0,13465.0,12807.0,12171.0,11592.0,10452.0,9074.0,7758.0,6732.0,5857.0,5227.0,4811.0,서울특별시 관악구,0.039422543031649084,-0.03851072607260726
1146,성복고등학교 (경기),경기도 용인시 수지구 성복동 782,4810544610,37.32336344,127.061123,수지구,0,0,432,828,1219,1325,1312,1294,1243,1180,1125,1095,1111,1093,1103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10281.0,10513.0,10167.0,9547.0,9448.0,9869.0,9978.0,9907.0,9540.0,9129.0,8279.0,7350.0,6814.0,6699.0,6677.0,6522.0,6170.0,경기도 용인시 수지구,0.10728528353273029,0.048789757412398924
1147,성사고등학교 (경기),경기도 고양시 덕양구 성사동 624-3,1462511539,37.663005,126.842108,덕양구,1207,1225,1148,1141,1107,1061,1005,968,902,832,766,731,729,711,720,19352.0,19108.0,17854.0,16221.0,14709.0,13987.0,13224.0,12371.0,12051.0,11912.0,11665.0,11361.0,11273.0,11260.0,10640.0,10430.0,10476.0,10789.0,10443.0,9422.0,8575.0,8234.0,8387.0,8712.0,8679.0,경기도 고양시 덕양구,0.05974607916355489,-0.03443731778425656
1148,성산고등학교 (대구),대구광역시 달서구 용산동 508-2,5292274177,35.86224357,128.5200481,대구광역시 달서구,1449,1409,1386,1313,1307,1258,1196,1113,993,877,754,681,628,573,563,22781.0,24170.0,23767.0,22111.0,19929.0,18327.0,16817.0,15187.0,14741.0,14819.0,15123.0,15300.0,15713.0,16200.0,15893.0,15585.0,15171.0,14578.0,13259.0,11251.0,9674.0,8341.0,7531.0,6616.0,6246.0,대구광역시 달서구,0.03819279560409741,-0.04968944099378881
1149,성산고등학교 (제주),제주특별자치도 서귀포시 성산읍 오조리 360,1694750607,33.47020324,126.9151667,서귀포시,382,408,415,433,429,420,413,367,353,295,273,215,214,197,233,7140.0,7039.0,6680.0,6150.0,5280.0,4852.0,4647.0,4716.0,4823.0,4771.0,4590.0,4342.0,4210.0,4099.0,3828.0,3602.0,3518.0,3647.0,3720.0,3520.0,3335.0,3031.0,2833.0,2585.0,2377.0,제주특별자치도 서귀포시,0.04831018038565208,-0.040943582975915535
1150,성서고등학교 (대구),대구광역시 달서구 용산동 501-1,5004037022,35.8598709,128.516192,대구광역시 달서구,1659,1631,1512,1451,1458,1410,1355,1272,1133,975,839,770,719,652,635,22781.0,24170.0,23767.0,22111.0,19929.0,18327.0,16817.0,15187.0,14741.0,14819.0,15123.0,15300.0,15713.0,16200.0,15893.0,15585.0,15171.0,14578.0,13259.0,11251.0,9674.0,8341.0,7531.0,6616.0,6246.0,대구광역시 달서구,0.043077131809239534,-0.0488245931283906
1151,성수고등학교 (강원),강원특별자치도 춘천시 낙원동 45 번지,6897925496,37.87982056,127.7249886,춘천시,801,812,820,831,814,786,790,803,793,740,655,615,604,585,608,9626.0,9583.0,9189.0,8636.0,7781.0,7202.0,6817.0,6493.0,6559.0,6614.0,6648.0,6609.0,6793.0,6985.0,6845.0,6483.0,6235.0,6092.0,5792.0,5440.0,5122.0,4972.0,4754.0,4588.0,4326.0,강원도 춘천시,0.09269705747827413,-0.02244713769984528
1152,성수고등학교 (서울),서울특별시 성동구 성수동1가 685-143,8585328400,37.54734181,127.0382534,서울특별시 성동구,311,649,1010,1086,1103,1020,918,847,743,612,510,507,472,469,455,13872.0,13892.0,13702.0,13108.0,12087.0,11466.0,10917.0,10512.0,10589.0,10593.0,9957.0,9081.0,8485.0,8497.0,8449.0,8327.0,8245.0,7938.0,7746.0,7339.0,6999.0,6482.0,5969.0,5468.0,5006.0,서울특별시 성동구,0.042969118896968556,-0.025411216163709362
1153,성수여자고등학교 (강원),강원특별자치도 춘천시 낙원동 45 번지,5731093764,37.88014296,127.7238683,춘천시,719,732,759,769,754,744,729,739,691,622,553,493,471,455,473,9626.0,9583.0,9189.0,8636.0,7781.0,7202.0,6817.0,6493.0,6559.0,6614.0,6648.0,6609.0,6793.0,6985.0,6845.0,6483.0,6235.0,6092.0,5792.0,5440.0,5122.0,4972.0,4754.0,4588.0,4326.0,강원도 춘천시,0.07211465162372313,-0.031641278097715025
1154,성신고등학교 (울산),울산광역시 중구 복산동 352-2,6565820276,35.56270656,129.3278415,울산광역시 중구,1371,1298,1173,1046,839,792,781,797,789,659,618,613,603,574,601,11519.0,9816.0,8844.0,8052.0,7371.0,6742.0,6307.0,5947.0,6038.0,6153.0,6037.0,5714.0,5558.0,5686.0,5652.0,5732.0,5822.0,6106.0,5989.0,5361.0,4424.0,3560.0,3011.0,2577.0,2374.0,울산광역시 중구,0.0995362702881749,-0.039692091278524536
1155,성신여자고등학교 (서울),서울특별시 성북구 돈암동 산11-269,8128554642,37.59428963,127.0224072,서울특별시 성북구,1395,1354,1341,1332,1290,1263,1241,1261,1138,970,815,707,633,607,583,17723.0,17047.0,15770.0,13939.0,12726.0,12494.0,12701.0,12822.0,13290.0,13657.0,13478.0,13042.0,13041.0,13040.0,12462.0,11585.0,10882.0,10111.0,9205.0,7955.0,7042.0,6452.0,6127.0,5876.0,5530.0,서울특별시 성북구,0.043867569601203915,-0.04690220174091142
1156,성심여자고등학교 (서울),서울특별시 용산구 원효로4가 1-1,9499725103,37.53420937,126.9545934,서울특별시 용산구,937,888,852,819,843,836,836,815,782,678,599,531,503,435,411,8629.0,8773.0,8709.0,8090.0,7243.0,6755.0,6528.0,6463.0,6651.0,6942.0,6940.0,6803.0,6780.0,7032.0,6849.0,6516.0,6072.0,5651.0,5139.0,4549.0,4155.0,3867.0,3724.0,3520.0,3356.0,서울특별시 용산구,0.061795218764095626,-0.039636377496569605
1157,성안고등학교 (경기),경기도 안산시 상록구 사동 1582,9991658866,37.30271205,126.8425361,상록구,2158,2135,2077,2073,1970,1793,1683,1628,1526,1309,1119,1017,970,904,891,0.0,0.0,0.0,0.0,0.0,14078.0,13421.0,12674.0,12550.0,12445.0,11984.0,11147.0,10935.0,10927.0,10656.0,10240.0,9994.0,9509.0,8677.0,7431.0,6397.0,5672.0,5259.0,4911.0,4631.0,경기도 안산시 상록구,0.07099601593625499,-0.0491394148020654
1158,성암국제무역고등학교 (서울),서울특별시 강북구 미아동 320-1,9271286189,37.62041353,127.0239059,서울특별시 강북구,652,587,592,596,587,584,586,604,606,576,561,530,486,407,373,13303.0,12177.0,11271.0,10441.0,10074.0,9759.0,9364.0,8700.0,8704.0,8763.0,8773.0,8443.0,8374.0,8408.0,8098.0,7669.0,7015.0,6489.0,5901.0,5081.0,4343.0,3620.0,3270.0,2898.0,2675.0,서울특별시 강북구,0.04285386029411765,-0.021368317265556533
1159,성원고등학교 (전북),전북특별자치도 남원시 왕정동 267,2380901515,35.41521176,127.370125,남원시,424,435,433,441,437,416,419,390,400,355,333,301,294,298,277,3825.0,3689.0,3536.0,3303.0,3053.0,2758.0,2536.0,2308.0,2206.0,2171.0,2064.0,1996.0,1961.0,1981.0,1916.0,1816.0,1701.0,1605.0,1467.0,1403.0,1310.0,1258.0,1151.0,999.0,866.0,전라북도 남원시,0.1255666364460562,-0.028822481373501786
1160,성의고등학교 (경북),경상북도 김천시 지좌동 1057-1,6138608753,36.11395555,128.1389811,김천시,494,488,486,489,485,484,456,433,409,384,358,348,347,337,343,5018.0,4949.0,4849.0,4384.0,3876.0,3513.0,3335.0,3197.0,3381.0,3641.0,3752.0,3561.0,3347.0,3349.0,3228.0,3132.0,2990.0,3115.0,3201.0,3206.0,2961.0,2737.0,2529.0,2405.0,2238.0,경상북도 김천시,0.10144927536231885,-0.027834008097165987
1161,성의여자고등학교 (경북),경상북도 김천시 평화동 406-6,6772785425,36.11961289,128.1133186,김천시,482,477,463,468,468,463,446,424,402,377,351,329,304,258,262,5018.0,4949.0,4849.0,4384.0,3876.0,3513.0,3335.0,3197.0,3381.0,3641.0,3752.0,3561.0,3347.0,3349.0,3228.0,3132.0,2990.0,3115.0,3201.0,3206.0,2961.0,2737.0,2529.0,2405.0,2238.0,경상북도 김천시,0.07749186631174208,-0.035358624777711914
1162,성일고등학교 (경기),경기도 성남시 중원구 성남동 2876,1444373905,37.43487853,127.1448205,중원구,1686,1609,1548,1488,1491,1448,1387,1304,1169,993,885,811,780,732,728,12604.0,11874.0,11015.0,10159.0,9410.0,8969.0,8507.0,7858.0,7672.0,7539.0,7352.0,7042.0,6871.0,6858.0,6570.0,6298.0,6140.0,5984.0,5676.0,4956.0,4298.0,3716.0,3408.0,3161.0,3183.0,경기도 성남시 중원구,0.0948905109489051,-0.0454626334519573
1163,성일고등학교 (전북),전북특별자치도 익산시 황등면 황등리 626-1,1182992100,36.00845511,126.9466218,익산시,250,247,247,243,248,247,241,237,234,197,179,162,186,178,154,14090.0,13855.0,13190.0,12227.0,11159.0,10275.0,9574.0,8866.0,8723.0,8549.0,8253.0,7852.0,7723.0,7916.0,7626.0,7289.0,6895.0,6564.0,6181.0,5481.0,4812.0,4137.0,3608.0,3277.0,2987.0,전라북도 익산시,0.017654476670870115,-0.028985714285714285
1164,성일여자고등학교 (부산),부산광역시 사하구 신평동 60-1,3259172081,35.08949951,128.9800626,부산광역시 사하구,1196,1179,1134,1100,1094,1054,1042,899,786,672,626,604,560,519,496,15158.0,14376.0,13255.0,11931.0,10580.0,9871.0,9233.0,8970.0,8864.0,9125.0,9171.0,9136.0,9257.0,9511.0,9309.0,8794.0,8271.0,7818.0,7159.0,6291.0,5419.0,4681.0,4006.0,3652.0,3401.0,부산광역시 사하구,0.05595667870036101,-0.048190396559961775
1165,성일정보고등학교 (경기),경기도 성남시 중원구 성남동 2876,3057623922,37.43487853,127.1448205,중원구,1607,1578,1569,1477,1403,1306,1250,1181,1136,1114,1099,1048,1018,902,863,12604.0,11874.0,11015.0,10159.0,9410.0,8969.0,8507.0,7858.0,7672.0,7539.0,7352.0,7042.0,6871.0,6858.0,6570.0,6298.0,6140.0,5984.0,5676.0,4956.0,4298.0,3716.0,3408.0,3161.0,3183.0,경기도 성남시 중원구,0.11248696558915537,-0.0336585474264379
1166,성전고등학교 (전남),전라남도 강진군 성전면 월평리 105,8480074763,34.69371745,126.7064011,강진군,76,81,85,75,71,69,67,71,71,64,56,44,48,45,52,1496.0,1429.0,1328.0,1138.0,1000.0,861.0,877.0,894.0,1080.0,1205.0,1284.0,1311.0,1345.0,1355.0,1245.0,1123.0,1013.0,920.0,793.0,686.0,605.0,512.0,420.0,322.0,349.0,전라남도 강진군,0.04814814814814815,-0.03126050420168067
1167,성주고등학교 (경북),경상북도 성주군 성주읍 금산리 1158,1581921339,35.93803345,128.2746978,성주군,182,184,355,347,338,338,335,319,308,297,278,270,258,253,252,1587.0,1487.0,1379.0,1207.0,1044.0,935.0,873.0,842.0,829.0,840.0,826.0,804.0,828.0,881.0,906.0,890.0,886.0,906.0,895.0,828.0,736.0,651.0,583.0,528.0,487.0,경상북도 성주군,0.3039806996381182,-0.0017907444668007998
1168,성주여자고등학교 (경북),경상북도 성주군 성주읍 경산리 763-1,5535936772,35.91621487,128.2820745,성주군,536,523,517,518,505,477,456,441,413,364,335,300,267,259,268,1587.0,1487.0,1379.0,1207.0,1044.0,935.0,873.0,842.0,829.0,840.0,826.0,804.0,828.0,881.0,906.0,890.0,886.0,906.0,895.0,828.0,736.0,651.0,583.0,528.0,487.0,경상북도 성주군,0.3232810615199035,-0.042384061833688695
1169,성지고등학교 (경기),경기도 용인시 기흥구 구갈동 599,5421865642,37.27228468,127.1312675,기흥구,1161,1351,1344,1370,1379,1363,1300,1280,1199,1107,1042,1051,1043,1038,1074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10806.0,12028.0,12531.0,12608.0,13075.0,13705.0,13292.0,13003.0,12634.0,12298.0,11212.0,9747.0,8635.0,8090.0,7752.0,7426.0,6806.0,경기도 용인시 기흥구,0.09938922820655191,-0.01784937325183881
1170,성지고등학교 (부산),부산광역시 남구 우암동 110-87,4462670147,35.12880982,129.0806464,부산광역시 남구,441,481,937,849,748,711,637,600,505,478,429,397,376,351,363,9820.0,9485.0,9081.0,8522.0,7987.0,7620.0,7332.0,6858.0,6756.0,6840.0,6940.0,6978.0,7000.0,7000.0,6615.0,6287.0,5988.0,5655.0,5097.0,4452.0,3937.0,3496.0,3164.0,2793.0,2579.0,부산광역시 남구,0.053730017761989345,-0.028563805458149107
1171,성지여자고등학교 (경남),경상남도 창원시 마산합포구 완월동 206-1,7948201835,35.19793925,128.5598321,마산합포구,1136,1116,1100,1044,962,918,869,854,771,671,580,543,528,512,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4594.0,4586.0,4434.0,4149.0,4014.0,3788.0,3480.0,3173.0,2733.0,2532.0,2379.0,2403.0,경상남도 창원시 마산합포구,inf,-0.04621164486921529
