학교명,설립일자,본교분교구분,소재지지번주소,소재지도로명주소,시도교육청명,위도,시군구별,경도,시도명,개방ID,학제유형명,2009_학생수,2010_학생수,2011_학생수,2012_학생수,2013_학생수,2014_학생수,2015_학생수,2016_학생수,2017_학생수,2018_학생수,2019_학생수,2020_학생수,2021_학생수,2022_학생수,2023_학생수,2012_해당지역예측학생수,2013_해당지역예측학생수,2014_해당지역예측학생수,2015_해당지역예측학생수,2016_해당지역예측학생수,2017_해당지역예측학생수,2018_해당지역예측학생수,2019_해당지역예측학생수,2020_해당지역예측학생수,2021_해당지역예측학생수,2022_해당지역예측학생수,2023_해당지역예측학생수,2024_해당지역예측학생수,2025_해당지역예측학생수,2026_해당지역예측학생수,2027_해당지역예측학생수,2028_해당지역예측학생수,2029_해당지역예측학생수,2030_해당지역예측학생수,2031_해당지역예측학생수,2032_해당지역예측학생수,2033_해당지역예측학생수,2034_해당지역예측학생수,2035_해당지역예측학생수,2036_해당지역예측학생수
송원중학교,1984-01-16,본교,경기도 수원시 장안구 송죽동 376,경기도 수원시 장안구 송정로21번길 42,경기도교육청,37.29724061,장안구,127.0028454,경기,9485496520,중학교,1032,992,951,848,750,672,570,469,325,230,176,190,239,252,274,13239.0,13679.0,13769.0,13734.0,12419.0,11378.0,9994.0,9230.0,9030.0,8938.0,8645.0,8223.0,8044.0,8000.0,7770.0,7675.0,7639.0,7225.0,6507.0,5476.0,4684.0,4012.0,3460.0,3191.0,3008.0
금오중학교,2020-05-01,본교,경상남도 양산시 동면 석산리 1448-1,경상남도 양산시 동면 금오16길 97,경상남도교육청,35.32204222,양산시,129.027763,경남,3203127324,중학교,0,0,0,0,0,0,0,0,0,0,0,210,440,654,654,9297.0,9219.0,8992.0,8499.0,7925.0,7491.0,7194.0,7105.0,7352.0,7733.0,7727.0,7763.0,8105.0,8601.0,8566.0,8567.0,8711.0,8941.0,8985.0,8939.0,8716.0,8081.0,7144.0,6208.0,5520.0
신남중학교,1955-04-01,본교,강원특별자치도 인제군 남면 신남리 404,강원특별자치도 인제군 남면 신남로 47-35,강원특별자치도교육청,37.96985666,인제군,128.0794889,강원,9685347378,중학교,114,98,93,89,100,85,81,69,62,75,90,82,73,65,56,1488.0,1522.0,1468.0,1279.0,1115.0,1061.0,1077.0,1109.0,1179.0,1193.0,1167.0,1115.0,1078.0,1095.0,1047.0,1034.0,1039.0,1036.0,1024.0,907.0,827.0,739.0,707.0,663.0,653.0
하의중학교,1965-03-12,본교,전라남도 신안군 하의면 웅곡리 220,전라남도 신안군 하의면 곰실길 11-8,전라남도교육청,34.60603857,신안군,126.0371142,전남,5389837384,중학교,9,20,17,22,24,29,18,17,14,14,14,16,23,18,19,1108.0,1100.0,1080.0,927.0,848.0,803.0,811.0,811.0,827.0,824.0,830.0,788.0,792.0,794.0,751.0,736.0,689.0,678.0,640.0,621.0,573.0,510.0,454.0,401.0,360.0
청산중학교,1946-10-20,본교,충청북도 옥천군 청산면 백운리 333-3,충청북도 옥천군 청산면 청산로 88,충청북도교육청,36.349135,옥천군,127.795974,충북,1861293792,중학교,109,85,80,72,61,54,51,53,54,53,56,50,47,41,38,2003.0,1945.0,1800.0,1609.0,1426.0,1299.0,1199.0,1157.0,1190.0,1217.0,1223.0,1147.0,1159.0,1078.0,996.0,908.0,858.0,860.0,762.0,655.0,559.0,527.0,508.0,446.0,385.0
동양중학교,2004-03-01,본교,부산광역시 부산진구 부암동 718,부산광역시 부산진구 백양산로 96,부산광역시교육청,35.177302,부산광역시 부산진구,129.0318696,부산,5157909989,중학교,925,888,854,853,862,855,812,749,684,600,581,570,606,557,508,13620.0,13383.0,12909.0,12127.0,11046.0,10309.0,9791.0,9536.0,9820.0,10042.0,10008.0,9744.0,9733.0,10033.0,9833.0,9572.0,9126.0,8748.0,8009.0,6998.0,6001.0,5181.0,4727.0,4530.0,4677.0
동삭중학교,2023-03-01,본교,경기도 평택시 칠원동 산62-1,경기도 평택시 상서재로2길 101,경기도교육청,37.01947742,평택시,127.105278,경기,4616259336,중학교,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,18005.0,17198.0,16140.0,14944.0,13552.0,12687.0,12328.0,12529.0,13281.0,13899.0,13758.0,13264.0,13059.0,13365.0,13241.0,13237.0,13084.0,13001.0,12511.0,11635.0,11018.0,10745.0,10873.0,11237.0,11268.0
송산중학교,1953-09-30,본교,경기도 화성시 송산면 사강리 558-2,경기도 화성시 송산면 송산포도로 162,경기도교육청,37.21535671,화성시,126.7306439,경기,8525218486,중학교,301,311,298,295,288,276,275,266,247,247,272,271,284,284,273,7886.0,8077.0,8245.0,8327.0,8326.0,8884.0,9967.0,11347.0,13475.0,16299.0,19553.0,22360.0,23697.0,23810.0,22128.0,20411.0,19481.0,20218.0,20992.0,21444.0,21340.0,21178.0,20551.0,19838.0,19710.0
신정중학교,1987-05-13,본교,울산광역시 남구 옥동 163-6,울산광역시 남구 은월로 11,울산광역시교육청,35.54188841,울산광역시 남구,129.2913335,울산,2692383229,중학교,1174,1188,1136,1054,1001,963,862,791,747,684,647,649,710,711,716,14805.0,14527.0,13779.0,12730.0,11409.0,10576.0,10019.0,9512.0,9454.0,9362.0,9323.0,9206.0,9362.0,9671.0,9629.0,9638.0,9472.0,9205.0,8425.0,7326.0,6346.0,5638.0,5220.0,4871.0,4539.0
영란여자중학교,1969-01-15,본교,서울특별시 중랑구 망우동 220,서울특별시 중랑구 망우로73길 56,서울특별시교육청,37.6031324,서울특별시 중랑구,127.1053324,서울,9893105924,중학교,680,669,656,635,621,533,467,406,381,345,316,282,286,302,283,19127.0,17611.0,15945.0,14350.0,12708.0,12141.0,11476.0,11254.0,11104.0,11266.0,11088.0,10776.0,10515.0,10679.0,10374.0,10212.0,9921.0,9741.0,9197.0,8275.0,7434.0,6563.0,5942.0,5558.0,5447.0
용남중학교,1952-05-01,본교,경상남도 사천시 용현면 선진리 67,경상남도 사천시 용현면 선진길 24,경상남도교육청,35.044169,사천시,128.0643803,경남,3522890627,중학교,133,134,126,188,246,341,343,390,425,477,553,599,665,667,674,4737.0,4615.0,4461.0,4189.0,3785.0,3472.0,3236.0,3050.0,3154.0,3335.0,3418.0,3375.0,3334.0,3393.0,3290.0,3216.0,3023.0,2863.0,2577.0,2219.0,1845.0,1630.0,1482.0,1443.0,1319.0
윤슬중학교,2016-04-01,본교,경기도 하남시 망월동 1045,경기도 하남시 풍산로 168,경기도교육청,37.563425,하남시,127.1815823,경기,2189523756,중학교,0,0,0,0,0,0,0,0,409,673,825,949,1054,1195,1228,5084.0,4784.0,4436.0,4145.0,3729.0,3604.0,3424.0,3412.0,3544.0,3782.0,4008.0,4068.0,4102.0,4025.0,3728.0,3535.0,3466.0,3954.0,4662.0,5342.0,5723.0,5831.0,6152.0,6424.0,6487.0
선일여자중학교,1967-10-28,본교,서울특별시 은평구 갈현동 240-1,서울특별시 은평구 갈현로29길 27,서울특별시교육청,37.62030421,서울특별시 은평구,126.9119931,서울,5729608356,중학교,1071,1069,1041,1005,936,882,726,648,599,544,502,464,452,390,342,19495.0,18359.0,16845.0,15624.0,14536.0,14297.0,13888.0,13221.0,12869.0,12498.0,12066.0,11755.0,12217.0,13067.0,13129.0,12896.0,12112.0,11477.0,10322.0,9155.0,8040.0,7254.0,6627.0,6292.0,5896.0
광진중학교,1979-10-10,본교,서울특별시 광진구 자양동 693,서울특별시 광진구 뚝섬로64길 45,서울특별시교육청,37.53221959,서울특별시 광진구,127.0901621,서울,3769269227,중학교,914,916,864,774,687,626,529,445,375,339,340,357,369,306,270,18552.0,17851.0,16313.0,14713.0,13220.0,12348.0,11544.0,10871.0,10677.0,10759.0,10451.0,10103.0,9808.0,9869.0,9493.0,9320.0,8952.0,8729.0,8065.0,7311.0,6501.0,5686.0,4973.0,4294.0,3993.0
상계제일중학교,1971-01-16,본교,서울특별시 노원구 중계동 132,서울특별시 노원구 덕릉로86길 29-15,서울특별시교육청,37.6610756,서울특별시 노원구,127.0780785,서울,7051230370,중학교,1207,1187,1086,984,1025,966,903,771,728,691,597,577,559,531,495,23036.0,24353.0,25044.0,24187.0,22193.0,20714.0,19414.0,18265.0,17832.0,17820.0,17131.0,16197.0,15539.0,15657.0,15027.0,14679.0,13845.0,13353.0,12132.0,10521.0,8949.0,7707.0,7081.0,6723.0,6562.0
하서중학교,1971-01-16,본교,전북특별자치도 부안군 하서면 석상리 378-1,전북특별자치도 부안군 하서면 변산로 852,전북특별자치도교육청,35.71414156,부안군,126.6376014,전북,3107852041,중학교,50,44,39,39,46,51,46,51,40,37,32,28,28,25,24,2283.0,2224.0,2066.0,1816.0,1553.0,1382.0,1243.0,1119.0,1103.0,1084.0,1094.0,1054.0,1065.0,1082.0,1014.0,984.0,885.0,855.0,825.0,773.0,731.0,610.0,563.0,475.0,433.0
남해해성중학교,1953-04-02,본교,경상남도 남해군 남면 평산리 271,경상남도 남해군 남면 남면로1835번길 8-4,경상남도교육청,34.77357644,남해군,127.8602782,경남,4562499284,중학교,122,122,137,139,147,115,82,60,47,50,42,46,50,44,45,1499.0,1427.0,1252.0,1120.0,953.0,886.0,776.0,750.0,761.0,810.0,817.0,764.0,713.0,646.0,559.0,532.0,529.0,514.0,447.0,372.0,350.0,330.0,314.0,298.0,262.0
고덕중학교,1969-03-28,본교,충청남도 예산군 고덕면 대천리 692,충청남도 예산군 고덕면 예덕로 546,충청남도교육청,36.74449194,예산군,126.6987447,충남,2586619436,중학교,169,168,156,134,123,121,101,88,76,70,79,86,98,97,81,3119.0,2943.0,2698.0,2391.0,2117.0,1928.0,1801.0,1755.0,1829.0,1814.0,1789.0,1676.0,1691.0,1665.0,1584.0,1454.0,1315.0,1166.0,1044.0,890.0,870.0,799.0,749.0,665.0,698.0
동의중학교,1966-11-17,본교,부산광역시 부산진구 전포동 12-1,부산광역시 부산진구 진남로462번길 16,부산광역시교육청,35.16436585,부산광역시 부산진구,129.070422,부산,1853245556,중학교,673,649,594,557,504,466,404,365,353,321,282,263,276,277,291,13620.0,13383.0,12909.0,12127.0,11046.0,10309.0,9791.0,9536.0,9820.0,10042.0,10008.0,9744.0,9733.0,10033.0,9833.0,9572.0,9126.0,8748.0,8009.0,6998.0,6001.0,5181.0,4727.0,4530.0,4677.0
당산서중학교,1982-12-09,본교,서울특별시 영등포구 당산동5가 5,서울특별시 영등포구 당산로41길 12,서울특별시교육청,37.53248394,서울특별시 영등포구,126.8988251,서울,7479690730,중학교,794,745,711,653,667,633,564,554,553,504,433,396,468,502,468,17870.0,17678.0,16829.0,15724.0,14317.0,13730.0,13469.0,13398.0,13753.0,13875.0,13468.0,12860.0,12457.0,12388.0,11548.0,10978.0,10539.0,10373.0,9698.0,8785.0,8136.0,7627.0,7331.0,6960.0,6827.0
용전중학교,1971-12-27,본교,강원특별자치도 평창군 용평면 용전리 207-1 번지,강원특별자치도 평창군 용평면 도사길 9,강원특별자치도교육청,37.60900531,평창군,128.4394004,강원,7240371167,중학교,18,17,28,29,36,44,56,66,55,47,45,42,45,40,47,1641.0,1599.0,1426.0,1321.0,1138.0,1080.0,970.0,925.0,901.0,916.0,883.0,837.0,760.0,763.0,733.0,706.0,655.0,596.0,579.0,513.0,471.0,395.0,359.0,311.0,294.0
왕궁중학교,1972-04-06,본교,전북특별자치도 익산시 왕궁면 흥암리 91-1,전북특별자치도 익산시 왕궁면 왕궁로 556,전북특별자치도교육청,35.96712764,익산시,127.0909328,전북,7462716639,중학교,56,54,48,41,38,36,29,24,29,23,19,11,13,18,12,14090.0,13855.0,13190.0,12227.0,11159.0,10275.0,9574.0,8866.0,8723.0,8549.0,8253.0,7852.0,7723.0,7916.0,7626.0,7289.0,6895.0,6564.0,6181.0,5481.0,4812.0,4137.0,3608.0,3277.0,2987.0
문산북중학교,1961-02-28,본교,경기도 파주시 문산읍 당동리 149,경기도 파주시 문산읍 당동1로 22,경기도교육청,37.86299886,파주시,126.7757779,경기,3169745087,중학교,497,532,546,438,324,268,283,307,337,311,305,307,296,332,329,7115.0,7193.0,7266.0,7669.0,7848.0,7757.0,7582.0,7886.0,8943.0,9750.0,9896.0,10186.0,10853.0,12112.0,12293.0,12358.0,12054.0,11965.0,11363.0,10512.0,9713.0,8995.0,8310.0,7963.0,7700.0
원덕중학교,1952-07-02,본교,강원특별자치도 삼척시 원덕읍 호산리 370 번지,강원특별자치도 삼척시 원덕읍 삼척로 480,강원특별자치도교육청,37.178519,삼척시,129.3315382,강원,4073999822,중학교,91,89,84,81,84,72,64,51,41,32,30,36,36,27,23,2636.0,2718.0,2570.0,2311.0,1970.0,1814.0,1647.0,1560.0,1526.0,1496.0,1455.0,1410.0,1416.0,1473.0,1431.0,1376.0,1275.0,1220.0,1139.0,1059.0,1044.0,1065.0,1011.0,940.0,858.0
명서중학교,1991-03-25,본교,경상남도 창원시 의창구 명서동 28-1,경상남도 창원시 의창구 명지로 54,경상남도교육청,35.25153733,의창구,128.6440578,경남,3067326545,중학교,1177,870,698,724,740,670,579,516,492,474,407,378,395,419,440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6948.0,6927.0,6958.0,6879.0,6650.0,6195.0,5517.0,5108.0,4812.0,4359.0,3793.0,3229.0
학산중학교,1969-12-28,본교,전북특별자치도 정읍시 상동 84,전북특별자치도 정읍시 학산로 89,전북특별자치도교육청,35.56034415,정읍시,126.8753952,전북,4607869923,중학교,630,617,634,630,590,548,505,481,458,437,395,387,354,373,354,5153.0,5124.0,4797.0,4458.0,3961.0,3629.0,3275.0,2969.0,2870.0,2751.0,2673.0,2574.0,2609.0,2643.0,2466.0,2288.0,2135.0,2046.0,1874.0,1709.0,1526.0,1358.0,1188.0,1079.0,1044.0
대구북중학교,1980-12-15,본교,대구광역시 북구 복현동 219-1,대구광역시 북구 공항로 50,대구광역시교육청,35.8973669,대구광역시 북구,128.6204404,대구,6089061915,중학교,727,695,615,591,563,501,423,369,342,299,268,248,242,251,257,17442.0,16896.0,16501.0,15788.0,15227.0,15524.0,15774.0,15333.0,15093.0,14769.0,14030.0,13068.0,12736.0,12967.0,12484.0,12009.0,11518.0,11295.0,10497.0,9382.0,8245.0,7421.0,6647.0,6171.0,5622.0
삼광중학교,1963-02-15,본교,경기도 파주시 적성면 식현리 284,경기도 파주시 적성면 청송로 701,경기도교육청,37.94557773,파주시,126.8855095,경기,3954949438,중학교,327,294,290,298,310,279,235,211,200,200,170,154,148,150,138,7115.0,7193.0,7266.0,7669.0,7848.0,7757.0,7582.0,7886.0,8943.0,9750.0,9896.0,10186.0,10853.0,12112.0,12293.0,12358.0,12054.0,11965.0,11363.0,10512.0,9713.0,8995.0,8310.0,7963.0,7700.0
청명중학교,1997-04-27,본교,경기도 수원시 영통구 영통동 955-3,경기도 수원시 영통구 청명북로 118,경기도교육청,37.26185806,영통구,127.0781262,경기,5553136706,중학교,1242,1155,1111,1022,968,861,759,710,651,601,528,552,568,516,446,0.0,0.0,0.0,0.0,0.0,0.0,10577.0,9996.0,10026.0,10307.0,10384.0,10142.0,10002.0,10348.0,10684.0,11394.0,11878.0,12002.0,11358.0,10327.0,9506.0,8824.0,8226.0,7684.0,7158.0
동변중학교,2004-03-01,본교,대구광역시 북구 동변동 695,대구광역시 북구 동변로14길 12,대구광역시교육청,35.91925722,대구광역시 북구,128.6056093,대구,2778893053,중학교,550,569,561,585,559,537,489,458,413,390,362,368,363,361,332,17442.0,16896.0,16501.0,15788.0,15227.0,15524.0,15774.0,15333.0,15093.0,14769.0,14030.0,13068.0,12736.0,12967.0,12484.0,12009.0,11518.0,11295.0,10497.0,9382.0,8245.0,7421.0,6647.0,6171.0,5622.0
청하중학교,1971-12-27,본교,전북특별자치도 김제시 청하면 관상리 471-2,전북특별자치도 김제시 청하면 청하6길 68,전북특별자치도교육청,35.88191902,김제시,126.8514878,전북,3808821082,중학교,32,19,24,17,22,17,23,17,19,20,21,20,24,19,17,3752.0,3593.0,3289.0,3067.0,2720.0,2497.0,2301.0,2218.0,2199.0,2184.0,2157.0,2070.0,2089.0,2040.0,1918.0,1738.0,1553.0,1448.0,1347.0,1224.0,1067.0,943.0,859.0,912.0,1028.0
수완중학교,2009-03-01,본교,광주광역시 광산구 수완동 1495,광주광역시 광산구 수완로 19,광주광역시교육청,35.18686035,광주광역시 광산구,126.8277241,광주,1729324817,중학교,270,705,991,989,1090,1255,1151,1047,925,922,900,872,817,777,828,15628.0,15242.0,14583.0,13727.0,13077.0,12820.0,12623.0,12335.0,12442.0,12482.0,12303.0,12505.0,13148.0,14066.0,13853.0,13413.0,12680.0,12287.0,11303.0,10150.0,8845.0,7911.0,7444.0,7121.0,6720.0
대평중학교,2000-03-01,본교,경기도 수원시 장안구 정자동 871-1,경기도 수원시 장안구 만석로68번길 7,경기도교육청,37.29743078,장안구,126.9898634,경기,1932135760,중학교,1637,1636,1602,1551,1535,1510,1396,1351,1305,1310,1248,1285,1315,1300,1247,13239.0,13679.0,13769.0,13734.0,12419.0,11378.0,9994.0,9230.0,9030.0,8938.0,8645.0,8223.0,8044.0,8000.0,7770.0,7675.0,7639.0,7225.0,6507.0,5476.0,4684.0,4012.0,3460.0,3191.0,3008.0
수현중학교,2021-05-01,본교,경기도 화성시 봉담읍 수영리 691,경기도 화성시 봉담읍 상리3길 136,경기도교육청,37.226381,화성시,126.950823,경기,4726787805,중학교,0,0,0,0,0,0,0,0,0,0,0,0,223,422,627,7886.0,8077.0,8245.0,8327.0,8326.0,8884.0,9967.0,11347.0,13475.0,16299.0,19553.0,22360.0,23697.0,23810.0,22128.0,20411.0,19481.0,20218.0,20992.0,21444.0,21340.0,21178.0,20551.0,19838.0,19710.0
덕문중학교,1954-09-10,본교,부산광역시 강서구 성북동 407-2,부산광역시 강서구 동선길 144,부산광역시교육청,35.0515106,부산광역시 강서구,128.8306934,부산,2831453621,중학교,93,78,72,59,56,39,45,31,30,22,29,30,32,33,28,1972.0,1781.0,1540.0,1330.0,1165.0,1018.0,977.0,910.0,943.0,929.0,1042.0,1325.0,1591.0,1847.0,1918.0,2276.0,2970.0,3891.0,4697.0,4939.0,4787.0,4368.0,4055.0,3889.0,3592.0
하남중학교,1992-03-02,본교,광주광역시 광산구 월곡동 541,광주광역시 광산구 산정로6번길 21-2,광주광역시교육청,35.16740467,광주광역시 광산구,126.8050612,광주,4312417089,중학교,936,870,827,721,678,611,572,548,546,525,494,471,441,498,511,15628.0,15242.0,14583.0,13727.0,13077.0,12820.0,12623.0,12335.0,12442.0,12482.0,12303.0,12505.0,13148.0,14066.0,13853.0,13413.0,12680.0,12287.0,11303.0,10150.0,8845.0,7911.0,7444.0,7121.0,6720.0
초연중학교,1983-03-05,본교,부산광역시 부산진구 초읍동 50-1,부산광역시 부산진구 초읍천로77번가길 9,부산광역시교육청,35.179553,부산광역시 부산진구,129.0449128,부산,4614351749,중학교,787,731,674,666,688,673,618,557,527,492,466,467,480,473,474,13620.0,13383.0,12909.0,12127.0,11046.0,10309.0,9791.0,9536.0,9820.0,10042.0,10008.0,9744.0,9733.0,10033.0,9833.0,9572.0,9126.0,8748.0,8009.0,6998.0,6001.0,5181.0,4727.0,4530.0,4677.0
안산중학교,2004-04-06,본교,전라남도 여수시 안산동 714,전라남도 여수시 장성4길 36,전라남도교육청,34.7553989,여수시,127.6524025,전남,9657581686,중학교,1098,1129,1123,1074,1044,927,791,676,609,566,549,531,550,534,535,13687.0,13188.0,12391.0,11227.0,10024.0,9155.0,8542.0,7954.0,7795.0,7793.0,7712.0,7523.0,7649.0,7784.0,7654.0,7296.0,7227.0,7089.0,6812.0,6053.0,5339.0,4787.0,4399.0,4094.0,3744.0
광주진흥중학교,1972-03-09,본교,광주광역시 광산구 신창동 638-5,광주광역시 광산구 왕버들로 307,광주광역시교육청,35.19643601,광주광역시 광산구,126.8416886,광주,8838687717,중학교,1036,1022,1007,1067,1101,1081,997,925,877,850,811,805,831,835,757,15628.0,15242.0,14583.0,13727.0,13077.0,12820.0,12623.0,12335.0,12442.0,12482.0,12303.0,12505.0,13148.0,14066.0,13853.0,13413.0,12680.0,12287.0,11303.0,10150.0,8845.0,7911.0,7444.0,7121.0,6720.0
대전봉명중학교,2011-03-01,본교,대전광역시 유성구 봉명동 1022,대전광역시 유성구 계룡로132번길 71,대전광역시교육청,36.34964791,대전광역시 유성구,127.344931,대전,5900803565,중학교,0,0,96,179,366,497,745,869,941,980,1014,1039,1072,928,819,8280.0,7906.0,7532.0,7388.0,7369.0,7446.0,7495.0,7969.0,9040.0,9804.0,9816.0,9510.0,9766.0,10455.0,10718.0,10828.0,10925.0,11108.0,10842.0,9898.0,8833.0,7790.0,7246.0,7133.0,7181.0
고북중학교,1971-03-09,본교,충청남도 서산시 고북면 가구리 624-27,충청남도 서산시 고북면 고북1로 320-1,충청남도교육청,36.66963853,서산시,126.5340292,충남,7085213959,중학교,91,89,96,90,85,78,69,52,42,33,26,29,31,36,44,6657.0,6570.0,6281.0,5730.0,5132.0,4792.0,4577.0,4468.0,4694.0,4940.0,5116.0,5041.0,5064.0,5154.0,5040.0,5028.0,4946.0,4909.0,4627.0,4301.0,3930.0,3640.0,3330.0,3173.0,2925.0
남원한빛중학교,1980-04-21,본교,전북특별자치도 남원시 월락동 428,전북특별자치도 남원시 용성로 299,전북특별자치도교육청,35.42390146,남원시,127.402738,전북,5608384847,중학교,657,651,615,631,633,624,562,510,488,476,449,440,431,432,435,3825.0,3689.0,3536.0,3303.0,3053.0,2758.0,2536.0,2308.0,2206.0,2171.0,2064.0,1996.0,1961.0,1981.0,1916.0,1816.0,1701.0,1605.0,1467.0,1403.0,1310.0,1258.0,1151.0,999.0,866.0
천왕중학교,2013-03-01,본교,서울특별시 구로구 천왕동 273-1,서울특별시 구로구 천왕로 63,서울특별시교육청,37.48265442,서울특별시 구로구,126.8373336,서울,9291534721,중학교,0,0,0,0,252,498,745,724,685,677,663,668,647,714,819,16144.0,16321.0,16396.0,15828.0,14552.0,13962.0,13646.0,13749.0,14111.0,14596.0,14457.0,14213.0,13963.0,14339.0,14037.0,13683.0,13004.0,12272.0,11132.0,9533.0,8257.0,7387.0,6958.0,6555.0,6223.0
수송중학교,2001-05-16,본교,서울특별시 강북구 번동 456-1,서울특별시 강북구 한천로122길 21,서울특별시교육청,37.63680065,서울특별시 강북구,127.0339176,서울,2294997334,중학교,894,910,856,804,776,736,669,562,513,466,419,369,351,345,337,13303.0,12177.0,11271.0,10441.0,10074.0,9759.0,9364.0,8700.0,8704.0,8763.0,8773.0,8443.0,8374.0,8408.0,8098.0,7669.0,7015.0,6489.0,5901.0,5081.0,4343.0,3620.0,3270.0,2898.0,2675.0
석보중학교,1963-12-16,본교,경상북도 영양군 석보면 원리리 142-1,경상북도 영양군 석보면 석보로 572-6,경상북도교육청,36.55265804,영양군,129.135533,경북,1210704684,중학교,40,31,31,32,32,28,20,16,17,20,19,19,12,13,13,524.0,521.0,507.0,461.0,403.0,344.0,348.0,328.0,348.0,334.0,312.0,277.0,248.0,261.0,286.0,310.0,304.0,269.0,244.0,217.0,217.0,189.0,166.0,123.0,101.0
서연중학교,2019-09-01,본교,경기도 화성시 장지동 115-1,경기도 화성시 동탄대로4길 40,경기도교육청,37.16088657,화성시,127.110215,경기,4732685983,중학교,0,0,0,0,0,0,0,0,0,0,0,570,976,1117,1162,7886.0,8077.0,8245.0,8327.0,8326.0,8884.0,9967.0,11347.0,13475.0,16299.0,19553.0,22360.0,23697.0,23810.0,22128.0,20411.0,19481.0,20218.0,20992.0,21444.0,21340.0,21178.0,20551.0,19838.0,19710.0
과천문원중학교,1989-01-27,본교,경기도 과천시 별양동 40,경기도 과천시 코오롱로 57,경기도교육청,37.42339944,과천시,126.9952942,경기,3024407982,중학교,1633,1658,1575,1520,1502,1472,1401,1327,1228,1108,1031,996,1120,1161,1175,3785.0,3550.0,3238.0,2931.0,2565.0,2347.0,2019.0,1671.0,1364.0,1369.0,1533.0,1678.0,1735.0,1713.0,1692.0,1646.0,1567.0,1425.0,1223.0,1012.0,880.0,956.0,1172.0,1449.0,1655.0
오산원일중학교,2007-03-01,본교,경기도 오산시 원동 360-8,경기도 오산시 오산로132번길 29,경기도교육청,37.13977634,오산시,127.0726758,경기,9616849124,중학교,1007,1136,1192,1180,1210,1191,1158,1105,1104,1108,1078,1082,1100,1090,1063,4073.0,4604.0,5660.0,6210.0,6213.0,5780.0,5678.0,5733.0,6206.0,6643.0,6873.0,7160.0,7840.0,8673.0,8732.0,8463.0,7920.0,7498.0,6757.0,6067.0,5515.0,5062.0,4618.0,4213.0,3763.0
줄포중학교,1949-04-01,본교,전북특별자치도 부안군 줄포면 줄포리 272,전북특별자치도 부안군 줄포면 부안로 938,전북특별자치도교육청,35.59248737,부안군,126.676313,전북,8026940226,중학교,94,97,95,81,69,57,37,33,19,19,13,19,22,31,28,2283.0,2224.0,2066.0,1816.0,1553.0,1382.0,1243.0,1119.0,1103.0,1084.0,1094.0,1054.0,1065.0,1082.0,1014.0,984.0,885.0,855.0,825.0,773.0,731.0,610.0,563.0,475.0,433.0
마령중학교,1954-10-05,본교,전북특별자치도 진안군 마령면 평지리 580-4,전북특별자치도 진안군 마령면 임진로 2086,전북특별자치도교육청,35.73289992,진안군,127.3716574,전북,5220234870,중학교,31,38,33,34,30,25,20,10,12,17,22,27,23,19,16,981.0,946.0,849.0,760.0,659.0,593.0,541.0,520.0,616.0,734.0,833.0,886.0,881.0,875.0,771.0,676.0,598.0,550.0,522.0,488.0,466.0,449.0,409.0,343.0,297.0
순성중학교,1979-03-10,본교,충청남도 당진시 순성면 봉소리 483-1,충청남도 당진시 순성면 틀모시로 146,충청남도교육청,36.85241021,당진시,126.706178,충남,1980930507,중학교,160,137,132,124,120,96,85,72,80,63,47,43,50,53,55,4825.0,4775.0,4524.0,4036.0,3516.0,3191.0,3109.0,3159.0,3465.0,3846.0,4095.0,4064.0,3970.0,4439.0,4981.0,5554.0,5666.0,5510.0,5247.0,4682.0,4212.0,3685.0,3258.0,2899.0,2658.0
고흥풍양중학교,1971-03-08,본교,전라남도 고흥군 풍양면 율치리 920-1,전라남도 고흥군 풍양면 풍양로 111,전라남도교육청,34.57000635,고흥군,127.2520243,전남,1690030992,중학교,59,44,36,28,24,22,26,27,24,20,20,19,23,29,28,2409.0,2420.0,2318.0,2077.0,1827.0,1622.0,1533.0,1390.0,1378.0,1295.0,1318.0,1248.0,1183.0,1078.0,962.0,861.0,770.0,757.0,733.0,716.0,698.0,714.0,686.0,597.0,518.0
성지여자중학교,1949-05-28,본교,경상남도 창원시 마산합포구 완월동 206-1,경상남도 창원시 마산합포구 완월남로 20,경상남도교육청,35.197937,마산합포구,128.5598321,경남,7982084035,중학교,730,692,668,639,602,569,545,526,512,492,446,434,459,481,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4594.0,4586.0,4434.0,4149.0,4014.0,3788.0,3480.0,3173.0,2733.0,2532.0,2379.0,2403.0
안양부흥중학교,1992-03-05,본교,경기도 안양시 동안구 비산동 1102-1,경기도 안양시 동안구 달안로 25,경기도교육청,37.39408695,동안구,126.9454579,경기,3315072000,중학교,1526,1519,1470,1419,1420,1339,1260,1201,1185,1177,1104,1128,1119,1118,1113,14486.0,14303.0,13672.0,12477.0,11340.0,11300.0,11425.0,11368.0,11255.0,11173.0,10790.0,10455.0,10243.0,10281.0,9977.0,9772.0,9635.0,9275.0,8479.0,7591.0,6977.0,6451.0,6053.0,5901.0,5779.0
