학교명,설립일자,본교분교구분,소재지지번주소,소재지도로명주소,시도교육청명,위도,시군구별,경도,시도명,개방ID,학제유형명,2009_학생수,2010_학생수,2011_학생수,2012_학생수,2013_학생수,2014_학생수,2015_학생수,2016_학생수,2017_학생수,2018_학생수,2019_학생수,2020_학생수,2021_학생수,2022_학생수,2023_학생수,2012_해당지역예측학생수,2013_해당지역예측학생수,2014_해당지역예측학생수,2015_해당지역예측학생수,2016_해당지역예측학생수,2017_해당지역예측학생수,2018_해당지역예측학생수,2019_해당지역예측학생수,2020_해당지역예측학생수,2021_해당지역예측학생수,2022_해당지역예측학생수,2023_해당지역예측학생수,2024_해당지역예측학생수,2025_해당지역예측학생수,2026_해당지역예측학생수,2027_해당지역예측학생수,2028_해당지역예측학생수,2029_해당지역예측학생수,2030_해당지역예측학생수,2031_해당지역예측학생수,2032_해당지역예측학생수,2033_해당지역예측학생수,2034_해당지역예측학생수,2035_해당지역예측학생수,2036_해당지역예측학생수
장위중학교,1984-12-08,본교,서울특별시 성북구 장위동 231-623,서울특별시 성북구 장위로4길 70,서울특별시교육청,37.61129251,서울특별시 성북구,127.0408412,서울,1030342757,중학교,1048,970,844,854,818,796,719,686,692,684,671,667,672,634,582,17723.0,17047.0,15770.0,13939.0,12726.0,12494.0,12701.0,12822.0,13290.0,13657.0,13478.0,13042.0,13041.0,13040.0,12462.0,11585.0,10882.0,10111.0,9205.0,7955.0,7042.0,6452.0,6127.0,5876.0,5530.0
대전신일중학교,1974-10-28,본교,대전광역시 중구 부사동 376-10,대전광역시 중구 부사로32번길 27,대전광역시교육청,36.30917839,대전광역시 중구,127.4345257,대전,7719905078,중학교,427,387,389,374,363,360,355,327,294,273,278,306,308,298,278,9771.0,9491.0,9220.0,8742.0,8172.0,7432.0,7108.0,6881.0,7142.0,7313.0,7253.0,7030.0,6899.0,6958.0,6759.0,6557.0,6152.0,5760.0,5068.0,4380.0,3801.0,3292.0,2950.0,2737.0,2611.0
대천서중학교,1974-03-05,본교,충청남도 보령시 신흑동 824,충청남도 보령시 대천항로 212,충청남도교육청,36.31849307,보령시,126.5141199,충남,7091520369,중학교,124,121,113,111,97,82,74,71,68,55,53,54,61,63,62,4087.0,4007.0,3801.0,3420.0,3152.0,2871.0,2647.0,2567.0,2495.0,2559.0,2476.0,2441.0,2413.0,2374.0,2204.0,2073.0,1966.0,1952.0,1802.0,1621.0,1455.0,1323.0,1236.0,1134.0,1017.0
창선중학교,1950-04-04,본교,경상남도 남해군 창선면 상죽리 115,경상남도 남해군 창선면 창선로 97-12,경상남도교육청,34.85749552,남해군,128.0122318,경남,7622441112,중학교,121,118,119,117,115,84,93,76,73,62,53,44,54,63,63,1499.0,1427.0,1252.0,1120.0,953.0,886.0,776.0,750.0,761.0,810.0,817.0,764.0,713.0,646.0,559.0,532.0,529.0,514.0,447.0,372.0,350.0,330.0,314.0,298.0,262.0
소하중학교,1997-03-01,본교,경기도 광명시 소하동 1329,경기도 광명시 소하일로 31,경기도교육청,37.44819692,광명시,126.887415,경기,7071422576,중학교,512,623,831,945,1076,1124,1099,1096,1145,1192,1218,1266,1355,1288,1177,17174.0,16495.0,15623.0,14464.0,13354.0,12680.0,11971.0,11087.0,10466.0,10283.0,9886.0,10342.0,11458.0,12683.0,12409.0,11334.0,10394.0,9656.0,8643.0,7402.0,6324.0,5617.0,5157.0,4861.0,4646.0
금성중학교,1963-09-12,본교,전북특별자치도 김제시 신풍동 144-1,전북특별자치도 김제시 금성5길 19,전북특별자치도교육청,35.7980177,김제시,126.8988054,전북,4662263512,중학교,535,540,468,476,434,444,400,384,360,315,308,329,348,341,306,3752.0,3593.0,3289.0,3067.0,2720.0,2497.0,2301.0,2218.0,2199.0,2184.0,2157.0,2070.0,2089.0,2040.0,1918.0,1738.0,1553.0,1448.0,1347.0,1224.0,1067.0,943.0,859.0,912.0,1028.0
부천동여자중학교,1984-10-23,본교,경기도 부천시 소사구 괴안동 171-15,경기도 부천시 소사구 경인로484번길 36,경기도교육청,37.48077502,부천시,126.8102137,경기,9472587049,중학교,877,867,801,771,708,671,661,573,512,436,391,385,394,366,285,35969.0,33457.0,31032.0,28893.0,27372.0,27095.0,26596.0,25807.0,25932.0,26365.0,26170.0,25410.0,25069.0,25138.0,23830.0,22802.0,21370.0,20575.0,19394.0,17932.0,16253.0,14437.0,12902.0,11951.0,11047.0
노형중학교,2013-05-27,본교,제주특별자치도 제주시 노형동 3812,제주특별자치도 제주시 노형1길 28,제주특별자치도교육청,33.47966933,제주시,126.4758285,제주,2876893997,중학교,0,0,0,0,463,870,1257,1240,1223,1206,1163,1199,1223,1195,1195,17551.0,17740.0,17462.0,16466.0,15286.0,14358.0,13767.0,12968.0,12942.0,12853.0,12614.0,12341.0,12508.0,13178.0,13120.0,13244.0,12936.0,12973.0,12411.0,11792.0,10983.0,10239.0,9384.0,8731.0,8172.0
삼정중학교,1994-05-04,본교,서울특별시 강서구 방화동 856,서울특별시 강서구 금낭화로 210,서울특별시교육청,37.5814869,서울특별시 강서구,126.8106015,서울,4000866711,중학교,575,542,524,484,456,424,382,357,369,363,350,339,340,309,303,20887.0,20586.0,19672.0,18585.0,17125.0,16814.0,16736.0,16655.0,17062.0,17673.0,17814.0,17439.0,17213.0,17348.0,16852.0,16523.0,16460.0,16692.0,16068.0,14516.0,12901.0,11446.0,10192.0,9216.0,8506.0
상하중학교,2011-03-01,본교,경기도 용인시 기흥구 상하동 672,경기도 용인시 기흥구 중부대로746번길 16-29,경기도교육청,37.261597,기흥구,127.1356759,경기,1164937078,중학교,0,0,202,377,551,526,501,456,477,459,440,439,455,421,383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10806.0,12028.0,12531.0,12608.0,13075.0,13705.0,13292.0,13003.0,12634.0,12298.0,11212.0,9747.0,8635.0,8090.0,7752.0,7426.0,6806.0
경산여자중학교,1954-04-12,본교,경상북도 경산시 옥곡동 7,경상북도 경산시 경산로 91,경상북도교육청,35.8177642,경산시,128.7299454,경북,8007324695,중학교,1076,1092,1080,1077,1073,1038,981,901,859,861,833,835,832,854,817,10888.0,10901.0,10371.0,9445.0,8310.0,7577.0,7127.0,7049.0,7486.0,7771.0,7846.0,7435.0,7475.0,7646.0,7674.0,7601.0,7418.0,7476.0,7077.0,6459.0,5589.0,4838.0,4388.0,4049.0,3888.0
남한중학교,1960-02-10,본교,경기도 하남시 신장동 367-5,경기도 하남시 하남대로802번길 21,경기도교육청,37.54274227,하남시,127.2092757,경기,4242211878,중학교,761,697,609,472,466,444,457,373,280,189,135,142,156,150,156,5084.0,4784.0,4436.0,4145.0,3729.0,3604.0,3424.0,3412.0,3544.0,3782.0,4008.0,4068.0,4102.0,4025.0,3728.0,3535.0,3466.0,3954.0,4662.0,5342.0,5723.0,5831.0,6152.0,6424.0,6487.0
명지중학교,1948-04-12,본교,서울특별시 서대문구 홍은동 323-9,서울특별시 서대문구 명지2길 56,서울특별시교육청,37.58491135,서울특별시 서대문구,126.9270902,서울,6673609137,중학교,1282,1235,1126,1026,981,914,831,735,698,660,655,702,723,738,796,14306.0,14230.0,13619.0,12773.0,11648.0,10894.0,10147.0,9542.0,9349.0,9246.0,8816.0,8252.0,7683.0,7551.0,7196.0,7162.0,6867.0,6710.0,6287.0,5759.0,5079.0,4701.0,4480.0,4322.0,4090.0
원미중학교,2008-06-07,본교,경기도 부천시 원미구 원미동 13,경기도 부천시 원미구 원미로182번길 15,경기도교육청,37.499273,부천시,126.7944904,경기,4043767035,중학교,576,842,769,712,663,589,507,435,407,370,341,311,369,357,366,35969.0,33457.0,31032.0,28893.0,27372.0,27095.0,26596.0,25807.0,25932.0,26365.0,26170.0,25410.0,25069.0,25138.0,23830.0,22802.0,21370.0,20575.0,19394.0,17932.0,16253.0,14437.0,12902.0,11951.0,11047.0
성남중학교,1938-04-25,본교,서울특별시 동작구 대방동 375-1,서울특별시 동작구 대방동길 74,서울특별시교육청,37.50528157,서울특별시 동작구,126.9266153,서울,5512155771,중학교,908,900,885,839,844,818,760,728,694,672,639,629,638,608,581,19083.0,18015.0,16747.0,15140.0,13721.0,13186.0,13043.0,12925.0,12709.0,12605.0,12233.0,11719.0,11512.0,11566.0,11432.0,11360.0,11120.0,10592.0,9641.0,8415.0,7458.0,6688.0,6102.0,5571.0,5222.0
온산중학교,1966-04-01,본교,울산광역시 울주군 온산읍 덕신리 71-1,울산광역시 울주군 온산읍 명봉거남로 78,울산광역시교육청,35.43958116,울산광역시 울주군,129.3177428,울산,8777184128,중학교,812,812,759,741,743,708,639,562,512,492,469,433,432,452,469,9343.0,8551.0,8642.0,7938.0,7248.0,6662.0,6385.0,5885.0,5816.0,6061.0,6353.0,6427.0,6357.0,6474.0,6346.0,6279.0,6136.0,5930.0,5481.0,4902.0,4522.0,4263.0,4013.0,3692.0,3440.0
수원원일중학교,2010-03-01,본교,경기도 수원시 영통구 매탄동 1229-10,경기도 수원시 영통구 삼성로213번길 122,경기도교육청,37.26539571,영통구,127.053545,경기,6337970912,중학교,0,215,509,808,895,887,796,696,620,566,454,390,322,261,168,0.0,0.0,0.0,0.0,0.0,0.0,10577.0,9996.0,10026.0,10307.0,10384.0,10142.0,10002.0,10348.0,10684.0,11394.0,11878.0,12002.0,11358.0,10327.0,9506.0,8824.0,8226.0,7684.0,7158.0
망미중학교,1982-03-05,본교,부산광역시 수영구 망미동 952-2,부산광역시 수영구 망미배산로 102,부산광역시교육청,35.17566242,부산광역시 수영구,129.0985872,부산,6985963642,중학교,516,474,439,400,357,332,293,269,246,226,216,224,247,249,253,5830.0,5538.0,5085.0,4569.0,4039.0,3772.0,3762.0,3801.0,3921.0,3937.0,3816.0,3691.0,3710.0,3900.0,3816.0,3708.0,3755.0,3838.0,3719.0,3300.0,2891.0,2596.0,2416.0,2339.0,2214.0
광장중학교,1983-04-06,본교,서울특별시 광진구 광장동 394-5,서울특별시 광진구 광장로1길 1,서울특별시교육청,37.54717752,서울특별시 광진구,127.1019276,서울,5795054256,중학교,1179,1194,1166,1072,994,922,846,783,691,670,608,589,600,562,538,18552.0,17851.0,16313.0,14713.0,13220.0,12348.0,11544.0,10871.0,10677.0,10759.0,10451.0,10103.0,9808.0,9869.0,9493.0,9320.0,8952.0,8729.0,8065.0,7311.0,6501.0,5686.0,4973.0,4294.0,3993.0
언남중학교,1989-05-10,본교,서울특별시 서초구 양재동 310,서울특별시 서초구 동산로 55,서울특별시교육청,37.47240137,서울특별시 서초구,127.044281,서울,6086110949,중학교,817,789,745,685,605,542,572,576,605,509,445,372,374,384,364,13894.0,13849.0,12910.0,12167.0,11066.0,10868.0,10666.0,10760.0,10969.0,11412.0,11503.0,11995.0,12339.0,13032.0,12710.0,12655.0,12294.0,11842.0,10746.0,9587.0,8470.0,7669.0,6913.0,6265.0,5714.0
화천중학교,1954-11-05,본교,강원특별자치도 화천군 하남면 위라리 502번지,강원특별자치도 화천군 하남면 춘화로 3348-9,강원특별자치도교육청,38.09694119,화천군,127.7082684,강원,1578737020,중학교,360,367,413,430,433,432,401,343,315,288,293,288,291,284,288,1228.0,1195.0,1194.0,1089.0,1016.0,921.0,861.0,825.0,832.0,816.0,802.0,752.0,749.0,776.0,771.0,763.0,753.0,736.0,687.0,622.0,596.0,547.0,483.0,443.0,429.0
풍각중학교,1952-04-01,본교,경상북도 청도군 풍각면 송서리 553-6,경상북도 청도군 풍각면 헐티로 185,경상북도교육청,35.64122493,청도군,128.6207782,경북,3129863321,중학교,83,75,64,70,80,77,63,48,44,53,55,51,52,52,53,1196.0,1157.0,1076.0,973.0,855.0,761.0,689.0,670.0,700.0,687.0,660.0,587.0,609.0,602.0,567.0,501.0,483.0,484.0,481.0,452.0,423.0,392.0,339.0,314.0,299.0
칠성중학교,1952-05-03,본교,경상남도 함안군 칠서면 용성리 22-22,경상남도 함안군 칠서면 삼칠로 1303,경상남도교육청,35.38841766,함안군,128.5028395,경남,2198294043,중학교,28,76,87,83,60,61,68,72,72,66,65,60,66,62,56,2326.0,2212.0,2039.0,1853.0,1684.0,1559.0,1428.0,1390.0,1578.0,1801.0,1956.0,1894.0,1785.0,1699.0,1616.0,1558.0,1521.0,1474.0,1371.0,1168.0,985.0,805.0,669.0,532.0,470.0
산곡남중학교,1987-03-01,본교,인천광역시 부평구 산곡동 261-4,인천광역시 부평구 안남로 187,인천광역시교육청,37.50013864,인천광역시 부평구,126.707396,인천,9965619444,중학교,1367,1331,1239,1164,1127,1063,976,941,938,939,884,873,865,864,857,22635.0,21935.0,21479.0,20251.0,18913.0,17729.0,16975.0,16415.0,16885.0,17090.0,16859.0,16133.0,15766.0,15708.0,15251.0,15131.0,14814.0,14477.0,13300.0,11958.0,10398.0,8952.0,7541.0,6791.0,6564.0
인천재능중학교,1965-03-05,본교,인천광역시 동구 송림동 37-382,인천광역시 동구 재능로 178,인천광역시교육청,37.47553313,인천광역시 동구,126.6504734,인천,8963598728,중학교,529,528,511,492,455,408,366,321,293,269,282,329,361,364,352,2522.0,2230.0,2000.0,1800.0,1778.0,2014.0,2120.0,2060.0,1916.0,1931.0,1948.0,2035.0,2214.0,2347.0,2242.0,1992.0,1849.0,1728.0,1581.0,1339.0,1156.0,945.0,769.0,628.0,641.0
등원중학교,1995-05-04,본교,서울특별시 강서구 등촌동 707-4,서울특별시 강서구 화곡로65길 50,서울특별시교육청,37.55971763,서울특별시 강서구,126.8516806,서울,9984058558,중학교,1038,917,830,741,699,604,554,458,491,440,397,294,271,241,266,20887.0,20586.0,19672.0,18585.0,17125.0,16814.0,16736.0,16655.0,17062.0,17673.0,17814.0,17439.0,17213.0,17348.0,16852.0,16523.0,16460.0,16692.0,16068.0,14516.0,12901.0,11446.0,10192.0,9216.0,8506.0
강경중학교,1951-09-28,본교,충청남도 논산시 강경읍 채산리 511,충청남도 논산시 강경읍 계백로 28,충청남도교육청,36.1484243,논산시,127.0083211,충남,8347040414,중학교,246,243,233,213,183,184,161,145,126,130,127,123,128,114,94,4701.0,4612.0,4274.0,3926.0,3491.0,3240.0,3077.0,3029.0,3042.0,3028.0,2963.0,2817.0,2818.0,2819.0,2694.0,2548.0,2434.0,2342.0,2187.0,2001.0,1895.0,1724.0,1549.0,1344.0,1238.0
청주남중학교,1946-11-11,본교,충청북도 청주시 서원구 수곡동 124-3,충청북도 청주시 서원구 청남로 2039,충청북도교육청,36.61442695,서원구,127.4842559,충북,1613989293,중학교,1204,1200,1102,1040,1009,948,862,747,649,530,418,342,308,262,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6129.0,5493.0,4762.0,4005.0,3314.0,2783.0,2599.0,2552.0
대전관저중학교,1998-10-02,본교,대전광역시 서구 관저동 993,대전광역시 서구 관저동로 143,대전광역시교육청,36.30572428,대전광역시 서구,127.3396966,대전,7432141065,중학교,1043,1006,1022,1013,955,842,733,635,590,531,478,577,708,764,733,19650.0,19711.0,19194.0,18015.0,16941.0,16500.0,15967.0,15299.0,14932.0,14790.0,14317.0,13832.0,13824.0,14211.0,14115.0,13795.0,13418.0,12983.0,12074.0,10669.0,9403.0,8461.0,7836.0,7588.0,7330.0
경구중학교,1999-11-30,본교,경상북도 구미시 봉곡동 279,경상북도 구미시 봉곡로9길 25,경상북도교육청,36.14854107,구미시,128.307609,경북,8173221468,중학교,384,247,154,137,113,69,38,42,55,81,111,118,119,126,115,19646.0,19643.0,18862.0,17343.0,15825.0,15043.0,14803.0,14496.0,14818.0,14911.0,14444.0,14001.0,14243.0,15241.0,15255.0,15093.0,14467.0,13963.0,12773.0,11373.0,9978.0,8946.0,7995.0,7305.0,6471.0
흥덕중학교,1952-04-03,본교,전북특별자치도 고창군 흥덕면 흥덕리 436,전북특별자치도 고창군 흥덕면 잿말길 21,전북특별자치도교육청,35.52331092,고창군,126.7015304,전북,7012814164,중학교,104,91,87,73,61,59,54,42,39,25,24,20,29,33,32,2085.0,2018.0,1881.0,1691.0,1431.0,1252.0,1108.0,1072.0,1074.0,1084.0,1071.0,1024.0,1036.0,1027.0,962.0,947.0,907.0,879.0,776.0,732.0,711.0,679.0,604.0,523.0,458.0
성지송학중학교,2002-03-04,본교,전라남도 영광군 군서면 송학리 219-1,전라남도 영광군 군서면 서금길 15,전라남도교육청,35.27183641,영광군,126.459325,전남,1470703005,중학교,81,100,122,119,115,118,113,112,112,107,104,102,69,48,31,2509.0,2592.0,2501.0,2200.0,1886.0,1653.0,1506.0,1406.0,1434.0,1429.0,1450.0,1387.0,1405.0,1429.0,1374.0,1336.0,1264.0,1250.0,1178.0,1174.0,1341.0,1539.0,1541.0,1364.0,1168.0
무안청계중학교,1971-03-09,본교,전라남도 무안군 청계면 도림리 542,전라남도 무안군 청계면 도림길 15-5,전라남도교육청,34.91547999,무안군,126.4297122,전남,3886765539,중학교,171,172,168,166,151,153,130,124,121,123,115,97,84,87,83,2154.0,2146.0,2049.0,1866.0,1625.0,1433.0,1376.0,1342.0,1423.0,1521.0,1696.0,1904.0,2044.0,2086.0,1943.0,1901.0,1870.0,1883.0,1755.0,1562.0,1364.0,1284.0,1294.0,1378.0,1428.0
기안중학교,2005-03-01,본교,경기도 화성시 기안동 365,경기도 화성시 효행로291번길 29,경기도교육청,37.22434165,화성시,126.9753192,경기,7934253811,중학교,908,968,951,952,928,872,829,754,726,666,598,592,543,555,578,7886.0,8077.0,8245.0,8327.0,8326.0,8884.0,9967.0,11347.0,13475.0,16299.0,19553.0,22360.0,23697.0,23810.0,22128.0,20411.0,19481.0,20218.0,20992.0,21444.0,21340.0,21178.0,20551.0,19838.0,19710.0
용하중학교,1982-11-29,본교,강원특별자치도 양구군 국토정중앙면 용하리 406,강원특별자치도 양구군 국토정중앙면 정중앙로 624-7,강원특별자치도교육청,38.10953368,양구군,128.0360735,강원,6799996435,중학교,38,34,35,35,33,29,29,22,23,18,20,26,31,31,24,996.0,1007.0,936.0,894.0,796.0,788.0,740.0,697.0,656.0,634.0,602.0,586.0,613.0,656.0,645.0,629.0,630.0,644.0,637.0,573.0,536.0,494.0,491.0,468.0,437.0
전일중학교,1969-10-14,본교,전북특별자치도 전주시 덕진구 인후동2가 39-16,전북특별자치도 전주시 덕진구 모래내6길 36,전북특별자치도교육청,35.83829946,덕진구,127.144964,전북,8183842480,중학교,583,512,481,429,410,325,226,169,172,177,184,188,211,214,188,12254.0,12609.0,12264.0,11477.0,9934.0,9072.0,8441.0,8077.0,8167.0,8380.0,8422.0,8322.0,8234.0,8394.0,8035.0,7704.0,7451.0,7138.0,6783.0,6213.0,5966.0,5661.0,5476.0,5152.0,4883.0
마산삼진중학교,1947-10-16,본교,경상남도 창원시 마산합포구 진동면 진동리 241-1,경상남도 창원시 마산합포구 진동면 성산길 51,경상남도교육청,35.11430894,마산합포구,128.4882202,경남,5164370357,중학교,383,371,357,326,336,329,341,320,340,328,314,310,299,331,330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4594.0,4586.0,4434.0,4149.0,4014.0,3788.0,3480.0,3173.0,2733.0,2532.0,2379.0,2403.0
금호중학교,1950-10-04,본교,경상북도 영천시 금호읍 교대리 172-1,경상북도 영천시 금호읍 교대길 8-18,경상북도교육청,35.93238187,영천시,128.8736677,경북,2986683785,중학교,105,104,109,108,102,74,73,104,109,116,112,104,102,78,99,4137.0,4082.0,3814.0,3352.0,2976.0,2630.0,2453.0,2246.0,2218.0,2291.0,2295.0,2346.0,2364.0,2431.0,2315.0,2232.0,2153.0,2073.0,1938.0,1714.0,1737.0,1723.0,1763.0,1641.0,1536.0
남일중학교,1991-01-14,본교,부산광역시 동래구 안락동 183,부산광역시 동래구 온천천로531번길 49,부산광역시교육청,35.19312221,부산광역시 동래구,129.111616,부산,4285804212,중학교,892,861,797,761,741,725,671,676,646,628,609,655,674,633,624,9063.0,8756.0,8263.0,7412.0,6520.0,6002.0,5603.0,5391.0,5491.0,5849.0,5939.0,5899.0,5930.0,6173.0,5937.0,5699.0,5421.0,5383.0,5028.0,4492.0,4046.0,3858.0,3777.0,3757.0,3548.0
광주동성중학교,1951-09-01,본교,광주광역시 남구 진월동 859-165,광주광역시 남구 서문대로627번길 20,광주광역시교육청,35.11548253,광주광역시 남구,126.8935344,광주,5710423052,중학교,867,839,814,776,758,735,670,629,590,565,516,501,503,497,474,9051.0,8347.0,7372.0,6407.0,5473.0,4887.0,4521.0,4373.0,4439.0,4667.0,4688.0,4872.0,4944.0,5159.0,4893.0,4707.0,4551.0,4509.0,4314.0,3879.0,3583.0,3236.0,3110.0,2989.0,2869.0
권선중학교,1985-03-01,본교,경기도 수원시 권선구 세류동 1130-1,경기도 수원시 권선구 경수대로 239,경기도교육청,37.24884036,권선구,127.017105,경기,3917192518,중학교,1170,1018,970,926,775,681,593,589,503,442,330,257,203,195,231,15023.0,14356.0,13908.0,13113.0,11710.0,10696.0,9705.0,9365.0,9653.0,10062.0,9861.0,9321.0,9107.0,9895.0,10183.0,10490.0,10398.0,10584.0,10308.0,9756.0,8895.0,8057.0,7079.0,6539.0,6155.0
건국대학교사범대학부속중학교,1968-05-15,본교,서울특별시 광진구 화양동 528-4,서울특별시 광진구 자양로 145-1,서울특별시교육청,37.54172407,서울특별시 광진구,127.0815971,서울,6899718821,중학교,1223,1128,1007,934,893,864,773,679,592,588,607,629,611,598,595,18552.0,17851.0,16313.0,14713.0,13220.0,12348.0,11544.0,10871.0,10677.0,10759.0,10451.0,10103.0,9808.0,9869.0,9493.0,9320.0,8952.0,8729.0,8065.0,7311.0,6501.0,5686.0,4973.0,4294.0,3993.0
대성중학교,1952-03-20,본교,경상남도 창녕군 대합면 등지리 651-7,경상남도 창녕군 대합면 신안길 17,경상남도교육청,35.60134951,창녕군,128.4615163,경남,9957440853,중학교,39,41,35,33,37,33,25,19,17,14,28,42,48,44,35,2051.0,1994.0,1903.0,1672.0,1346.0,1163.0,1044.0,1086.0,1090.0,1104.0,1076.0,1029.0,1051.0,1111.0,1157.0,1156.0,1144.0,1143.0,1148.0,1108.0,1035.0,892.0,773.0,607.0,503.0
장유중학교,1951-06-12,본교,경상남도 김해시 신문동 580,경상남도 김해시 장유로 420,경상남도교육청,35.1901494,김해시,128.8203774,경남,2983255386,중학교,482,534,510,488,519,533,514,498,455,439,459,506,530,525,514,16101.0,16106.0,15544.0,14960.0,14827.0,15191.0,15569.0,15515.0,16058.0,16405.0,16465.0,16250.0,16347.0,16709.0,16162.0,15976.0,15529.0,15169.0,13877.0,12128.0,10859.0,9859.0,9228.0,8334.0,7852.0
은산중학교,1964-01-11,본교,충청남도 부여군 은산면 신대리 333,충청남도 부여군 은산면 충의로 729,충청남도교육청,36.31389574,부여군,126.8535309,충남,4858793795,중학교,130,139,128,126,102,94,81,78,68,54,50,54,49,50,48,2668.0,2543.0,2367.0,2092.0,1876.0,1706.0,1630.0,1537.0,1493.0,1455.0,1349.0,1295.0,1192.0,1192.0,1117.0,1080.0,1023.0,966.0,900.0,764.0,658.0,563.0,482.0,429.0,356.0
도래울중학교,2014-06-04,본교,경기도 고양시 덕양구 도내동 988,경기도 고양시 덕양구 도래울로 57,경기도교육청,37.63190171,덕양구,126.868643,경기,3569134056,중학교,0,0,0,0,0,111,260,402,501,615,713,799,910,1004,1018,19352.0,19108.0,17854.0,16221.0,14709.0,13987.0,13224.0,12371.0,12051.0,11912.0,11665.0,11361.0,11273.0,11260.0,10640.0,10430.0,10476.0,10789.0,10443.0,9422.0,8575.0,8234.0,8387.0,8712.0,8679.0
